[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
7.5499535;3.7140741;43.515106;1.1330686;2.598538;31.526186;46.3788;46.514835;22.944628;7.736566;1.0833273;0.0;0
16.356607;4.4082065;37.018867;49.97414;1.3765056;45.11742;10.097327;36.99868;44.385193;2.991962;0.51805663;0.0;0
6.7087827;4.0918646;7.288655;16.939665;1.7187909;2.4622526;42.95679;47.15706;10.622896;2.2390869;0.6319418;0.0;0
16.084663;4.077693;1.9961232;24.270996;4.8960505;37.990204;45.262825;22.948162;15.984569;5.2218995;1.0551354;0.0;0
12.214312;2.3688304;9.182919;39.34652;2.0213413;32.90654;31.521006;10.125949;42.823082;7.6184053;0.9300233;0.0;0
4.718936;4.117951;46.917683;35.782528;3.4290907;42.48693;48.39243;32.96725;26.223244;5.2964454;0.7258752;0.0;0
8.573509;3.4844537;40.906345;44.483673;2.8787766;39.00626;20.824072;32.84157;21.297417;2.7749205;0.5538617;0.0;0
6.693895;0.7490119;26.392263;47.095623;4.460046;24.504078;35.114517;24.82044;47.750828;8.754705;0.8083607;0.0;0
2.0231137;0.6595036;48.45464;9.864303;3.8126814;4.0129385;0.99983513;13.400619;44.491505;8.784064;0.97032213;0.0;0
1.081778;3.8824184;7.755814;19.824793;0.4951919;45.515377;14.096683;31.404976;44.42578;6.7541513;0.75373393;0.0;0
7.256334;3.164774;28.177946;34.49744;1.8416651;38.29336;28.535265;9.448597;11.004008;1.2057528;1.0063885;0.0;0
0.8711659;2.644943;9.569495;2.7287016;3.5883763;18.141605;43.858723;37.7883;42.2729;2.7051861;0.67429286;0.0;0
3.7270112;4.545583;15.668216;35.988773;0.89064837;49.20445;47.669823;45.387196;33.00637;6.37731;0.79709643;0.0;0
14.641075;3.3319929;47.036682;0.7417303;2.566852;15.899857;29.181952;8.747749;34.730614;7.922381;0.5541102;0.0;0
14.307779;2.041119;43.479786;45.74738;1.6570684;18.84275;42.865593;41.103428;2.8676207;5.0054765;0.8153424;0.0;0
14.902318;2.1282659;5.53904;36.04939;0.41729572;48.74645;40.062004;10.324365;28.00886;3.388419;1.0166336;0.0;0
6.684487;3.0656974;12.852418;28.492208;4.986016;33.5715;38.796864;25.271002;11.318787;8.902957;0.5913214;0.0;0
17.85538;3.8253489;29.92812;21.730598;4.6538863;44.02015;6.017205;46.497684;46.392235;4.122654;0.8657403;0.0;0
12.079696;2.8653312;3.536963;49.407227;3.7628782;44.44383;24.19263;4.5941806;28.30082;9.204283;0.6885551;0.0;0
2.9575136;2.5929284;27.72919;36.957333;1.0850266;27.054193;24.569843;4.943453;31.060799;5.557239;0.7120491;0.0;0
3.3025138;3.6618135;29.432325;40.461002;4.9437785;13.714857;39.479183;47.956814;12.542604;6.3356504;0.50514936;0.0;0
14.015361;3.5557964;14.902876;41.356556;3.1908822;42.44857;29.512321;8.363043;21.358118;1.6870927;0.8197951;0.0;0
3.8724067;4.1686997;15.009587;1.5828092;4.83377;25.343435;41.08271;17.431358;26.705378;3.0420551;1.0911974;0.0;0
10.392208;0.40650377;11.839424;3.206877;0.30863664;28.435377;47.844303;23.220203;40.695988;9.759507;0.588118;0.0;0
19.839602;3.7992654;46.81598;10.319067;0.95000654;27.297714;27.95586;0.83145094;30.773542;7.3273416;0.6405526;0.0;0
0.5781483;2.6174262;19.74912;32.93327;3.4185097;0.974609;39.689697;9.809979;6.0953174;5.032209;0.6357802;0.0;0
0.82330614;0.4659963;29.47082;31.385485;4.545181;2.7705207;28.247719;41.50607;22.813667;5.4535575;0.8372787;0.0;0
19.865149;3.427149;15.427941;16.595596;0.96133286;31.011024;31.472282;26.183266;15.128375;1.3340546;0.6139449;0.0;0
11.900457;3.611047;35.281868;48.663437;1.6537814;39.82465;24.062313;19.99795;27.176332;7.9416356;1.0709927;0.0;0
2.9747446;2.6657732;5.5213428;5.108779;2.982069;23.12341;47.99997;34.2575;23.756838;1.1779774;0.91779417;0.0;0
17.997393;3.989615;4.0462565;38.947647;4.998339;9.925211;40.970078;16.576073;1.6052413;4.1764274;0.8751777;0.0;0
17.667416;1.5712157;37.342045;24.303417;4.0183587;20.628452;37.7211;22.207653;10.772087;4.401197;0.50238335;0.0;0
10.955908;1.0893453;36.470062;21.232292;4.625458;38.532017;16.814375;49.689453;33.173904;6.2293077;0.7823489;0.0;0
12.624945;1.8185964;13.617566;1.7654672;3.4075613;5.8767586;24.528042;38.827164;27.444294;4.4475627;0.9856611;0.0;0
5.8271503;2.1092474;18.074812;36.52608;4.3991194;28.229845;43.213993;27.921679;3.137426;9.626773;0.80419636;0.0;0
1.4851341;3.5100746;47.884396;38.69299;2.5845206;35.259533;46.85097;26.5739;30.084532;8.080077;0.9429671;0.0;0
12.094069;4.2430477;5.6643496;16.288397;0.7083773;21.08373;49.878727;42.291462;25.411179;9.613593;0.90923464;0.0;0
6.2477264;3.6324992;9.56578;26.089663;3.5768313;30.262474;36.854248;30.242914;7.934977;5.42798;1.0576808;0.0;0
13.440611;0.952539;21.7869;30.518885;3.0472271;44.23211;36.67651;17.294294;0.5969837;3.3712316;0.7199869;0.0;0
16.806782;1.8944637;14.463896;18.698439;2.4782152;11.034255;5.14683;21.180689;17.103104;9.822448;0.9952201;0.0;0
0.8541306;0.8762272;32.625923;30.97131;1.4474555;7.1866164;37.70127;9.57779;39.09482;1.2716264;0.6562586;0.0;0
12.116419;3.4649487;34.684784;21.98929;3.9425948;3.511991;17.663694;47.99627;7.0849924;9.307257;0.8345191;0.0;0
5.0099707;1.3160422;26.55621;43.96446;4.1200094;36.447548;43.298866;32.784214;47.249367;1.409928;0.8707664;0.0;0
17.540825;2.674396;30.754267;36.066406;1.8845096;45.076275;1.0569136;20.229237;27.351448;8.16561;0.7656307;0.0;0
5.446458;3.9799662;21.95433;5.969749;4.646056;34.674484;46.75209;18.314451;38.040546;7.9093504;0.5614193;0.0;0
12.410018;3.3876023;38.139168;40.080357;1.9117343;48.834415;24.4521;45.39612;48.85428;6.7671356;0.7605215;0.0;0
11.294046;1.5620326;2.5838757;17.20653;0.62705624;35.551483;6.83381;18.335619;13.501249;7.9342556;0.6181913;0.0;0
8.225246;1.731047;15.988121;46.81064;0.915989;14.780491;30.24943;37.940056;29.351439;1.3365456;0.7923885;0.0;0
13.713605;3.301485;34.379288;30.366879;2.523126;13.151674;34.755775;41.853603;17.362528;4.048348;0.5123743;0.0;0
14.652508;2.792392;16.817432;1.8651091;0.49132866;33.500134;39.100018;45.53512;4.6850195;3.696691;0.79004955;0.0;0
11.555287;0.5723281;4.3874965;36.850952;3.6202214;33.95268;35.24145;18.966066;39.778336;9.824543;0.72639734;0.0;0
15.289233;4.382559;17.578165;6.971351;3.9959698;26.42871;27.892076;38.383682;1.0982802;4.989082;0.5081052;0.0;0
19.676634;2.611805;35.71899;43.92474;2.7923949;26.581009;4.556229;16.680647;43.50733;0.9716766;0.8736553;0.0;0
8.675812;2.4194689;6.538251;47.44235;4.4774075;21.12375;43.21347;47.228947;39.83035;2.9634771;0.68780214;0.0;0
10.534369;1.0723528;36.36925;34.915165;4.776004;17.82109;49.178524;1.052428;32.10083;8.518794;0.8494243;0.0;0
0.74316263;1.9472697;38.88506;26.877203;2.2931473;31.8856;39.011345;28.724428;29.761425;8.970641;1.0315509;0.0;0
16.022556;1.7308419;31.947388;30.302118;0.53672314;37.502106;2.2197378;25.74262;42.360195;9.3098955;1.0186459;0.0;0
10.644486;1.4266049;12.589585;21.72833;1.2331941;40.763584;37.907043;43.942314;3.2573977;1.8691252;0.8021417;0.0;0
8.455248;2.8802922;40.36212;4.6373477;3.3223186;15.737923;13.847231;11.207457;36.95132;7.036826;0.78275573;0.0;0
2.3344033;2.3651493;11.114903;46.477753;2.0883434;42.957844;48.12396;4.820751;9.430759;4.322176;0.8199845;0.0;0
17.8483;4.4570684;45.33814;16.794733;3.456546;15.48574;3.6436243;42.398758;1.5075312;7.487007;0.7341932;0.0;0
8.2026415;4.7125854;35.478962;15.985965;3.3670025;15.591472;5.0667906;17.830044;15.958361;8.331627;0.67705756;0.0;0
13.810341;1.1754198;3.2086363;9.970576;3.066304;40.397114;9.477832;16.583502;16.694864;2.9819217;0.5945806;0.0;0
3.412796;0.5905166;40.064713;49.624207;0.8733796;48.484085;37.781326;5.712868;10.034585;5.253212;1.049054;0.0;0
19.250217;3.948154;25.56846;47.15694;1.5009849;46.645172;32.744545;46.042915;35.686417;3.6092196;0.53698534;0.0;0
3.9796143;4.974821;22.90612;17.796902;1.951522;5.998427;36.49822;31.831413;28.166092;4.8312263;0.7070685;0.0;0
4.391069;4.3316402;21.315304;13.370266;4.139648;14.7795925;18.01727;34.763096;46.043022;3.2608502;0.5998641;0.0;0
17.250166;0.21611728;30.528189;40.36579;3.4428918;38.11488;44.039;44.94793;38.203766;3.7265403;0.53632045;0.0;0
18.295364;1.3311914;36.366634;21.419197;3.2601779;40.409058;22.589676;42.270798;41.393433;3.0866134;0.6036505;0.0;0
4.6368747;0.31237715;44.85084;48.40551;3.393473;25.461193;7.1386647;22.864786;45.173965;3.3352025;0.77357924;0.0;0
9.661118;4.121819;14.010768;45.11023;2.5656903;1.2970876;38.489964;8.408716;40.414764;5.9906664;0.8353684;0.0;0
14.80315;2.9488943;31.723425;38.092842;0.2941954;25.341455;26.71215;33.779537;6.347726;6.2026935;1.0366187;0.0;0
17.628132;2.6172209;34.47396;4.9512525;1.0854914;2.0417726;29.873844;32.710403;9.681215;9.247001;0.9103032;0.0;0
7.8915277;2.8168044;33.90246;35.25532;0.7874806;14.429074;19.56348;2.8304396;20.389671;4.2105117;0.9811779;0.0;0
10.58188;1.3370112;24.903532;49.36909;0.41358367;33.014572;35.68062;45.020367;16.93732;6.7459598;0.8319817;0.0;0
14.96347;3.048028;19.855616;18.97798;1.6654356;7.162819;2.2606137;17.094343;44.328568;9.671953;0.6207598;0.0;0
14.757152;0.2502682;38.23775;44.137665;3.959878;35.768234;24.8132;21.724598;26.447899;4.9304347;1.0099131;0.0;0
15.767722;3.2654574;15.350485;20.70302;0.6641458;31.25862;21.64435;25.932178;43.858845;7.901948;0.7847093;0.0;0
11.613709;3.6987257;10.798632;48.58054;0.64597034;21.769863;37.45066;45.64495;19.664494;9.712648;0.96274954;0.0;0
2.5399945;3.3978286;27.518545;32.85277;0.7088937;18.921675;13.660526;8.939249;45.37216;8.002874;0.50381064;0.0;0
18.12748;1.7273759;13.7467375;5.276774;1.4221263;45.775986;12.068716;18.750145;4.0505147;1.2647822;0.76738316;0.0;0
17.378664;4.1486883;2.1450415;24.212765;1.090815;27.881948;16.331697;25.316355;22.55461;2.3345704;0.7033288;0.0;0
16.0629;3.6061656;3.0529993;2.9615734;0.16840947;44.500526;24.286907;49.598988;45.105804;3.3013952;0.6783215;0.0;0
2.4473183;0.7286569;34.903023;20.056248;1.4548613;20.915892;10.888931;22.267677;22.756493;7.0190496;0.9049075;0.0;0
4.485749;1.0562067;48.67072;45.81137;4.981843;29.934689;34.368248;20.227621;36.76825;6.8786635;0.994726;0.0;0
15.000207;3.2218313;23.007074;11.994009;1.7487836;47.75313;16.914757;46.78383;18.363396;1.8029442;1.018374;0.0;0
0.95123184;1.518139;7.7795258;47.553104;1.1351693;6.6422567;21.365597;33.243996;41.545902;4.7688036;0.9804385;0.0;0
19.594881;0.68522143;40.995117;5.446191;2.5289981;13.507643;28.100874;8.596926;31.754978;4.507281;0.98699796;0.0;0
7.8543215;0.85934806;13.441077;33.408173;1.2239054;45.87635;19.155329;9.202192;40.687;7.053749;1.00105;0.0;0
14.526594;0.9115242;49.78351;48.301434;2.8422616;21.38922;35.21074;32.40041;27.05611;2.9790025;0.91613996;0.0;0
17.807636;2.4411755;28.381577;32.880604;2.0632136;13.965752;32.981663;23.61924;32.061913;2.7588668;0.9559473;0.0;0
8.195283;3.0761888;12.015311;45.000694;4.4945226;49.868317;37.963326;0.9439188;26.66842;6.168882;0.6326959;0.0;0
6.7230835;0.96437114;25.052237;49.556007;4.6468043;5.559361;26.388727;22.705309;28.581945;1.286881;1.0743489;0.0;0
12.370452;3.5912335;17.101374;32.27125;3.594;30.77138;18.687382;47.01492;34.613758;6.854117;0.80188644;0.0;0
11.829293;1.4769617;39.083862;39.22206;1.1569018;39.50969;10.455822;37.495255;6.4819546;4.6745725;0.6576548;0.0;0
8.4782295;1.6266348;5.7378864;2.083267;2.422103;39.44358;22.125862;28.150824;38.54457;5.5952754;0.7727272;0.0;0
12.234608;1.1951432;42.921635;21.651863;1.5965735;22.37118;43.714226;10.162208;18.082777;8.118891;0.9939592;0.0;0
18.739937;3.94751;38.483177;14.769135;4.0115595;2.6760712;6.490792;17.114183;1.122658;2.2192304;0.915493;0.0;0
9.618985;4.8030877;43.13751;41.297173;0.24295314;42.13084;11.162387;49.833645;32.361904;2.4944901;0.5915628;0.0;0
4.3364725;2.5132492;44.80219;34.04011;3.3462093;40.235504;33.42967;33.123158;30.875175;9.060264;0.76318824;0.0;0
7.8555164;0.30595013;11.874002;30.913504;1.6838114;12.250347;28.96011;14.176235;36.42815;7.5392923;0.9530793;0.0;0
8.185086;1.3767897;26.289787;46.612156;2.4569225;17.356108;45.851185;37.03055;49.916798;2.9956174;0.9163855;0.0;0
3.0566194;0.87444645;42.57115;4.8989563;1.6826754;25.87332;1.9371469;5.022561;23.341726;7.346923;0.61374396;0.0;0
3.6759942;4.229535;19.180704;47.71514;1.8874711;6.1501136;43.986557;18.843828;48.679455;4.843292;0.94572043;0.0;0
13.848961;0.51578456;3.490175;5.487853;3.404377;41.117943;36.41175;11.841975;29.100172;6.3641996;0.90490574;0.0;0
7.1198163;4.8357334;14.935901;17.677368;3.0179222;46.143948;38.888077;44.8524;18.214912;7.9731345;0.6466252;0.0;0
19.120518;2.9837174;12.475056;31.698545;1.2960373;15.755619;19.24402;36.8897;34.0506;0.9251761;0.6845461;0.0;0
5.2501364;2.636925;43.5681;17.403072;0.3138244;46.23946;15.712599;25.126244;10.224514;6.3062224;0.7516427;0.0;0
2.4290278;4.252018;23.460394;34.285545;4.294507;40.14304;1.2117028;20.686106;48.33146;3.7154162;0.9042367;0.0;0
15.193339;0.23498334;34.33544;38.88322;2.5123026;36.52736;39.476555;43.000065;22.332354;5.403411;1.0708646;0.0;0
17.680202;3.9080484;48.124897;41.51104;3.131778;48.47311;8.496884;10.173869;1.0262569;3.9556673;1.0968456;0.0;0
5.9232106;0.67135984;15.309798;9.377513;2.4936464;16.570183;11.693394;4.200759;32.938614;9.439971;0.9135464;0.0;0
4.440718;4.219813;38.17938;9.512796;3.132807;45.824318;14.189792;42.662655;6.4563494;6.172989;0.74746364;0.0;0
4.12244;2.6929634;1.626824;3.0895443;3.1721652;5.370978;43.548878;42.896557;4.9013357;8.542691;0.5410742;0.0;0
10.67924;0.39953408;5.653751;24.797167;0.17369863;24.161701;14.75107;12.532284;1.6659459;2.9388897;0.8557922;0.0;0
9.634125;4.182901;8.512322;7.3079143;2.7129698;27.824558;21.57132;10.16655;44.2069;3.9638;0.7890366;0.0;0
5.559077;0.23383917;15.964707;16.270552;2.560329;6.5791254;37.493553;36.204704;2.167057;7.977138;0.9024319;0.0;0
1.3808758;0.7780164;20.447866;42.101498;0.5695058;36.999023;44.667416;7.597566;27.091513;2.7271907;1.0786813;0.0;0
9.889081;4.0093403;24.112288;47.45862;3.754821;24.021358;39.663536;31.286573;24.727102;9.999941;0.60008353;0.0;0
19.206982;2.3778684;12.643902;41.19276;1.255711;23.049252;27.002987;35.211113;45.59638;6.7707553;0.7223719;0.0;0
13.224124;4.4188046;3.7776582;0.53209496;0.3671742;29.281263;0.60787034;31.288008;45.601562;9.01978;0.8456904;0.0;0
10.162378;3.2136035;34.03739;28.6172;4.035479;7.168228;8.313192;21.632954;46.083652;1.4928905;0.7104282;0.0;0
2.6584954;3.1552908;1.671237;8.749677;4.3391457;10.401245;13.053337;40.9008;20.30014;4.4313807;0.6056298;0.0;0
5.422508;1.531952;40.568798;19.099472;1.2794043;9.443879;20.981396;46.534184;23.938332;3.6912518;0.8591282;0.0;0
6.248092;0.75503457;46.493164;21.681988;3.468973;47.620663;18.428387;35.43258;41.370598;9.724155;0.5236287;0.0;0
15.41367;4.809745;35.66326;47.175568;0.1242583;38.7729;25.963114;21.238087;6.447827;1.8751168;0.7262259;0.0;0
17.595861;0.6135087;30.000046;31.870068;3.6336348;26.69525;20.895363;49.787216;6.163706;7.6075506;1.0836178;0.0;0
18.082016;2.692152;33.02242;13.748925;2.3776202;33.14303;36.4403;22.746084;46.125534;6.493043;0.7869245;0.0;0
19.699087;1.4355861;32.784992;32.318344;3.9831672;32.673916;3.0854201;6.2550397;1.9569775;8.587898;0.5609534;0.0;0
19.65615;1.3942893;46.619404;47.61734;2.0258665;13.486078;49.739044;9.53782;19.452253;9.784229;1.0005734;0.0;0
19.083483;3.0134726;48.23314;3.4283767;1.820271;4.787088;42.231415;17.72325;10.149838;8.155962;0.6074233;0.0;0
1.9005318;4.009877;21.622227;40.891388;4.219846;27.96947;17.08085;8.970275;4.657333;2.8954508;0.6504989;0.0;0
3.186974;3.9081795;31.04542;11.236429;0.2893688;13.520603;20.141705;39.025475;48.70647;8.425332;1.0774624;0.0;0
6.437097;4.357128;40.23895;8.078844;1.0171084;43.736847;48.203484;1.198232;8.714638;5.5042114;0.96506137;0.0;0
11.281516;1.5352234;0.5513888;44.99391;2.1194315;12.184626;46.82231;20.591223;21.882755;6.7064414;0.6931448;0.0;0
2.391069;2.382182;26.587288;0.59154814;3.022057;28.856644;19.962091;43.971252;13.180539;3.1641996;0.88836163;0.0;0
16.99304;0.1457394;32.81738;37.183743;0.12505132;21.2946;3.4509835;6.3279686;24.812895;8.2521515;0.79266;0.0;0
12.526746;3.7596023;36.00167;4.8178062;2.9182236;37.27369;49.404335;29.01615;38.46126;4.722391;1.0354981;0.0;0
11.076106;1.5814812;18.755075;31.090767;1.9546134;47.56194;32.860794;46.725525;33.15599;8.179489;0.8361762;0.0;0
3.7235708;2.8513184;15.134398;31.234396;3.18701;20.872768;34.80359;4.044018;28.801613;4.5589147;0.896487;0.0;0
5.438482;0.9295714;9.516057;43.207413;4.544172;2.695549;14.092475;17.811424;25.778723;6.3571477;0.58948267;0.0;0
3.6260846;4.1150575;28.11187;41.21902;2.2602727;33.240852;41.02587;2.3642573;7.026676;1.4784477;0.6499183;0.0;0
17.112696;4.104634;46.00552;34.415634;2.8174353;6.8946514;28.095352;34.26862;20.423931;1.3784266;0.5159256;0.0;0
11.892444;4.3995194;44.850918;19.337105;2.3676705;5.6728244;23.776995;21.166216;45.310665;9.553207;0.85294664;0.0;0
14.835024;0.32509127;18.318314;8.737084;0.6807578;33.247128;37.1895;47.39241;41.11589;7.3976216;0.8375108;0.0;0
6.2726407;4.9630475;13.263829;31.966305;3.9862537;5.5892105;18.909023;34.718853;3.7046175;2.1406054;0.6846892;0.0;0
7.7394266;1.3141191;39.545296;25.100004;4.437459;6.874468;21.755539;30.296059;42.101948;6.178486;0.6392799;0.0;0
8.394671;1.616225;36.386513;4.358142;4.076186;22.234497;32.790176;45.560955;41.48791;7.921358;0.7718199;0.0;0
15.3202915;1.321745;25.514322;47.800312;4.743223;22.89014;32.159527;6.9182825;40.19706;6.18774;0.5622695;0.0;0
15.5608835;1.4109102;19.756998;16.063766;2.3933396;45.72886;48.573704;39.280525;40.833225;4.760248;1.0117728;0.0;0
4.5328636;2.8080406;6.6279964;0.6059679;3.2963767;14.168644;28.36114;36.625336;49.160183;8.434834;0.9991287;0.0;0
18.860008;1.2750716;39.36436;45.13367;0.9248739;20.346289;16.38878;33.825924;3.2326734;0.98236185;0.8576875;0.0;0
2.8527792;2.0294795;31.06449;29.064018;4.8863597;35.52229;14.728225;32.0848;19.498333;6.5166893;1.0409478;0.0;0
17.97438;3.3124723;19.155643;36.786503;2.9447148;41.43749;26.93394;6.6564636;48.437664;4.9935737;0.86809176;0.0;0
2.457715;4.1965284;45.980003;8.056979;1.3821492;17.781458;6.4181676;40.795147;27.857113;6.657581;0.7945488;0.0;0
5.6585264;3.4944334;33.153797;20.52798;4.046334;31.738333;29.610895;31.940126;34.27371;3.2592714;0.859988;0.0;0
17.006332;3.012182;46.497322;32.43053;2.9738064;31.397202;19.81762;38.687912;18.411833;2.0435162;0.5512621;0.0;0
4.0000954;0.82386994;23.983418;12.922753;4.7534075;15.508778;17.923855;43.86646;10.989014;9.75484;0.63049364;0.0;0
8.564574;4.0989666;23.003582;35.224197;3.872889;6.371749;10.027629;27.350086;48.932087;8.710182;0.83499175;0.0;0
9.272256;0.28264695;46.893345;12.063939;4.3985977;34.284595;25.02296;47.865818;18.401783;9.134954;0.5673472;0.0;0
5.28255;1.3945391;48.009674;10.851828;2.778585;13.769369;2.3628306;5.9054685;28.262922;7.8032103;0.9857557;0.0;0
14.349781;0.3795887;48.057983;1.0754201;2.6348114;16.254976;30.555605;0.69987434;12.568831;1.1167407;0.6021346;0.0;0
17.101027;3.370402;41.03542;14.454384;3.8108997;28.831581;14.63468;16.832209;48.364086;6.4651704;0.75107;0.0;0
17.554214;1.9050183;23.389105;12.713471;0.6145685;8.460043;45.30097;11.21923;13.291483;4.1234856;0.79074013;0.0;0
7.1167817;3.2950375;10.909815;38.33565;0.3647548;12.454165;26.554914;27.90369;45.740295;3.6757388;0.59475815;0.0;0
10.851583;1.8004518;19.480324;28.70064;4.920141;22.580902;39.13907;14.374622;14.944586;2.867597;0.6452994;0.0;0
5.343925;2.3331296;46.945724;9.302312;4.589848;43.98492;42.63385;34.562813;47.372818;2.2162647;0.79063475;0.0;0
5.273532;2.344009;18.495937;28.62231;4.7827387;38.726677;44.009666;47.293762;18.68293;1.824769;0.56407285;0.0;0
3.6444542;0.3233452;37.95751;11.659458;0.40558392;16.221045;43.596233;38.578194;43.666992;1.6514872;0.6123004;0.0;0
18.83037;2.20811;46.188717;21.562363;1.4195769;15.45241;11.660703;21.302467;30.19133;7.2598557;0.5139155;0.0;0
17.815783;3.2412155;48.534412;44.466297;4.5175576;49.373573;15.51412;49.282394;6.134284;9.338951;0.8038696;0.0;0
15.658495;2.775656;47.40987;36.103184;0.53844994;32.84252;35.54294;38.673527;15.133254;4.113013;0.99336886;0.0;0
10.594399;0.46889046;27.975351;32.72945;2.3120291;34.433933;27.11211;40.638638;38.163937;1.507173;0.9864877;0.0;0
10.0668545;3.3734744;24.848064;14.433431;1.7723277;3.2286541;30.66195;10.635077;33.543114;2.6010034;0.7129379;0.0;0
10.830041;1.6134275;49.388206;6.6667924;4.4112673;5.6961403;34.0476;34.501522;18.12685;7.596429;0.91246563;0.0;0
10.963077;0.17073053;11.2998705;37.770973;2.638573;15.075455;6.155504;3.996451;10.1696;3.8110144;1.0939449;0.0;0
8.97398;0.86241823;9.782748;28.610575;1.5228335;42.17955;8.831169;12.147816;41.527218;6.7968235;0.75404346;0.0;0
3.0692194;2.5380423;48.177525;31.326628;2.6690757;45.578133;32.07289;1.3136709;31.308008;2.453426;1.0482975;0.0;0
2.9504452;1.6209681;34.615143;48.76811;0.65098643;9.955953;31.455881;35.409187;34.257256;7.6893864;0.9671273;0.0;0
19.068869;3.5024767;27.047049;17.741886;3.6828933;35.85274;40.962864;1.5368379;24.213806;6.7241535;0.60610175;0.0;0
9.8996;1.279202;7.0364647;40.137;3.129854;43.769814;34.8422;22.734251;17.841873;2.6112494;0.76654017;0.0;0
19.087507;3.886701;25.905392;28.168364;3.043473;44.005596;10.779994;32.618935;19.42135;9.353747;1.0584774;0.0;0
3.689749;1.5037382;47.23895;12.145368;2.2454374;23.21096;3.9685822;15.59728;2.0400307;5.465268;0.6005332;0.0;0
11.311123;3.1422322;30.34312;3.1179724;1.5417963;13.309535;19.855726;18.680382;47.21627;2.5887;0.53458136;0.0;0
4.5504866;4.0161605;20.529118;30.992538;0.42036518;47.836056;18.877981;43.47387;18.644041;5.88345;0.6603589;0.0;0
5.4371;1.989225;27.779598;15.231998;4.7404594;14.1908655;38.487095;45.119946;24.406971;4.445586;0.5029132;0.0;0
1.0860643;0.3293442;44.36418;34.926178;2.1411142;13.008406;33.738426;43.005653;18.179226;9.212863;0.57625973;0.0;0
2.8195896;2.723683;45.68601;35.185993;2.5300164;10.681303;43.674023;37.621754;18.081709;3.4436333;0.75576234;0.0;0
18.378544;4.9775043;20.304363;23.045294;1.9412571;26.860506;25.460958;14.237703;34.437916;8.919948;0.95866174;0.0;0
6.769893;4.84806;30.59902;27.051657;4.940599;5.8056254;14.790605;4.1965184;33.682625;7.552655;0.6282326;0.0;0
12.35852;1.1830088;14.320529;31.514069;4.0012426;28.74904;25.460394;24.690422;40.60614;6.9589753;1.0097945;0.0;0
9.567776;3.802913;22.828722;23.695944;0.5692251;47.21262;11.16735;46.25745;4.053684;2.2464101;1.0927387;0.0;0
8.3088;1.790264;11.384191;43.929844;3.0800579;25.495975;3.4962652;11.556995;43.765903;1.3182867;0.77850753;0.0;0
10.8717785;0.88533515;26.807877;4.2587614;2.4747095;48.284706;25.23431;10.872695;47.85577;8.7121525;1.0952805;0.0;0
4.1511593;3.362982;29.122887;49.001;3.987425;45.33232;20.973454;39.092617;49.460754;5.9201484;0.846688;0.0;0
19.777777;2.5542567;17.222918;2.1558201;4.9868484;39.718933;2.095338;29.803415;6.8752036;9.670274;0.53613555;0.0;0
16.457003;2.7422297;13.969856;10.80077;3.747103;30.598833;36.20305;20.512844;24.59152;5.40574;0.56634116;0.0;0
14.961485;4.154224;7.9757676;35.561237;4.3381515;44.093555;32.395382;43.20218;46.982624;6.1181455;0.807763;0.0;0
9.640806;1.749064;7.4074116;4.705533;2.562914;27.971697;4.1532073;29.33515;38.067356;9.972533;1.0530887;0.0;0
3.481104;3.3687644;35.717327;13.477551;1.9306302;10.756465;35.646168;46.053246;3.4799619;7.300971;0.55908847;0.0;0
18.452984;1.8943381;11.471081;8.121845;3.2520704;46.296383;4.599704;18.723436;43.58007;3.920285;0.84302914;0.0;0
7.1570477;0.3093471;6.3398623;36.31679;3.7721503;25.358398;26.124002;22.481737;42.008007;8.364056;0.98660105;0.0;0
1.4770805;1.9522741;49.94415;29.157204;1.2149162;45.43353;31.30122;4.178024;39.118317;3.3071892;1.0898564;0.0;0
7.176872;4.755169;13.365867;3.6916914;2.5665987;19.96072;25.199785;18.700626;20.885933;5.4882193;1.0448009;0.0;0
15.991912;2.467986;44.854393;23.276644;0.65757585;17.118353;37.49659;9.395857;31.798586;2.7605047;0.56362635;0.0;0
12.64282;0.63032913;30.654705;10.820895;1.1601288;38.41657;19.585548;2.1251893;35.938187;9.949488;0.54608107;0.0;0
15.141353;3.4703515;35.895973;48.40108;4.4211087;31.90505;11.041301;13.160214;20.134161;9.377969;0.62315786;0.0;0
15.97589;4.820559;28.265486;5.8419385;0.8091867;22.266384;24.577194;24.786018;39.30801;8.801701;0.66793334;0.0;0
4.633115;4.5489316;9.450154;30.103731;4.0756063;43.990158;17.44073;12.744209;14.0277405;4.310849;1.0194829;0.0;0
18.513775;2.9026082;42.429054;24.351439;1.9257191;26.070543;7.988179;5.899886;9.5898905;7.4210067;0.8871273;0.0;0
9.040797;1.9437757;41.484653;29.115183;3.3512547;1.1331608;23.81863;22.850935;43.01552;2.9774365;1.0653346;0.0;0
12.960766;2.9453206;17.809431;47.846397;4.5605993;34.81359;10.470805;7.8184423;17.296396;4.2049975;0.75130874;0.0;0
0.54502106;4.098062;38.310608;17.393454;3.9264035;3.6262553;23.779661;4.756664;3.310202;8.143066;0.7460758;0.0;0
19.870686;4.320063;27.380493;37.563934;4.1471114;24.314564;29.830137;48.02904;41.718517;1.0358763;0.66776866;0.0;0
5.9774795;4.112335;45.497932;22.649591;1.3796304;10.0079365;39.21878;24.059835;40.051273;0.97025263;0.7625108;0.0;0
