[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];
7.5833645;4.194603;3.4191718;10.953191;4.6875834;48.986866;12.316309;0.84878755;1.5660108;29.40947;0.27594796;1.9269016;1.0449356;3.417326;0
3.3535256;3.067399;4.8018885;11.226073;4.392707;34.933136;45.64249;0.790544;41.481083;32.27829;0.56698006;49.3385;19.460752;4.4852595;0
1.7779922;0.43681768;3.9104054;15.93671;2.5259922;12.666224;10.004054;2.1993837;11.670268;28.914406;1.8456122;7.9335785;33.050945;7.1920586;0
15.76952;2.2702532;2.4821968;44.647438;1.8089361;1.1524855;1.8885043;1.6900965;25.904556;34.84527;4.630477;25.945057;7.7881594;4.5483804;0
10.304296;1.6276802;2.2594864;20.936;3.0972703;34.508087;11.986796;4.937073;35.50999;33.18538;3.2154312;17.74832;20.878218;9.178243;0
19.725264;3.2440639;4.5475545;15.787897;3.1000648;11.896605;25.146687;4.039497;21.10432;40.15849;4.6784525;16.976524;35.805363;6.118822;0
9.834496;3.1113634;2.9327247;37.31786;3.450444;12.337552;18.086544;4.4621606;12.937546;8.915783;0.28245816;21.553623;44.67655;7.2496033;0
19.580423;0.1509507;2.5335312;2.8615186;2.72444;28.056234;45.478317;0.76638854;25.508913;9.022437;4.353674;29.049927;35.370586;2.4574974;0
8.819944;3.077708;3.4458957;27.89191;0.23110077;2.5153701;27.709143;3.5984087;15.688544;11.75939;0.7649154;1.4901686;30.91993;9.7325115;0
16.079962;3.7007632;1.2620537;23.059309;0.47262794;21.402094;6.7707047;3.0609932;31.150713;48.209206;1.2610276;8.550409;12.070184;9.949018;0
2.611566;3.8667772;0.4123039;31.618052;4.8714976;40.1693;31.641268;0.58627236;6.3756366;18.494741;0.59154534;31.046106;33.87864;7.029412;0
11.553773;0.38898128;4.290046;36.823883;3.756553;2.3357518;20.058395;3.9889517;21.007557;16.492552;2.1148655;37.227985;42.085133;2.8887205;0
16.239136;1.5879263;3.0755823;16.92443;4.74641;31.573137;34.268127;4.2835307;29.988527;12.236153;1.0920129;34.079433;22.455814;5.8830976;0
18.569332;2.1642404;0.9078978;32.18444;1.7636755;8.760603;39.52266;4.579056;49.535553;24.588867;3.722827;49.5585;44.564156;1.8900498;0
16.629078;0.9808814;1.5604348;26.692106;2.7212522;43.27913;49.292023;4.7051206;25.277431;45.360497;3.799136;3.338643;17.600168;1.4997045;0
1.7024438;2.161596;4.950674;7.5644226;1.6775644;20.14366;29.255657;0.6282718;21.868412;34.03477;1.5233887;26.244576;31.999407;3.7271316;0
8.081345;0.44853473;3.2086759;44.204586;4.5537815;40.793995;18.970783;4.422644;49.471416;10.200291;4.018968;21.505844;42.219585;3.0064487;0
1.9252709;0.6547647;3.2169495;37.97492;1.5098935;36.467194;22.246418;4.732264;46.343864;42.030266;0.90190464;10.746857;44.500767;9.623661;0
3.0763636;3.3766043;0.45360196;46.161053;3.4996753;44.01392;20.728466;3.4848917;33.975372;47.32973;0.29724142;44.63389;23.95036;7.7307105;0
13.830807;1.386605;4.8480597;36.299824;0.9577723;26.326136;23.07633;1.0008715;27.693892;35.93965;0.9086995;8.032671;23.572193;7.4240923;0
14.551906;3.5858886;4.474636;12.995522;0.61573213;24.819538;2.4728749;2.0641046;14.273871;30.087557;1.3043052;25.72502;47.32448;7.8534837;0
15.700693;0.33573177;2.784134;22.095785;0.8626094;2.8340962;13.119083;0.5415402;31.568787;33.9168;0.34660617;10.414502;23.854853;4.237338;0
17.443674;2.857245;1.6160057;19.956553;2.6943307;27.15689;49.40028;0.12080758;41.864697;37.062866;0.6379531;22.387526;1.1659192;9.943554;0
15.049198;2.0180984;3.5204706;2.7552748;4.238251;26.576841;46.472713;4.608304;49.097744;43.11069;1.5832433;39.73555;24.751047;6.2275867;0
16.21656;4.00516;4.1835346;21.11686;4.9964705;30.713345;3.3661594;4.864458;9.377569;33.274864;4.276988;35.3291;30.607315;2.8834743;0
1.9303105;3.9413629;3.951995;17.932903;3.151147;7.42006;48.999462;4.604535;14.428771;27.042307;4.291814;35.320244;37.442394;7.0625424;0
5.4561677;1.9402423;4.887532;1.1922655;2.7146573;27.458427;39.805756;1.3444166;44.33687;9.940042;4.96852;11.538501;4.8784466;5.9740615;0
12.816058;3.1512988;3.2205915;42.50904;3.9557247;23.247583;1.1346092;3.1434436;43.18729;19.337044;0.5802363;2.119975;29.190546;6.481484;0
17.30438;1.2149894;1.6740047;8.049847;0.4123466;30.202824;45.759716;2.5485184;36.116283;5.145097;0.109023325;36.28329;30.943077;3.401632;0
1.0855024;2.9439936;2.5398452;25.546656;4.066046;33.366955;48.058094;2.5306332;6.0828333;36.69783;2.871496;6.199386;34.304893;6.2654305;0
10.777958;0.498197;4.099954;39.449215;3.8160598;18.709747;31.809143;2.1988356;35.606514;49.622345;3.055903;20.119415;14.344027;1.669757;0
13.868461;2.229561;1.4001787;30.619587;2.6947534;25.6986;39.62812;4.7117844;23.983896;5.702303;1.2572576;42.35222;38.56445;8.337863;0
1.5625385;0.9953656;1.2339004;9.29821;0.21263619;20.359793;17.29405;3.975358;19.191307;22.569595;4.0055046;21.064528;39.683865;6.4441385;0
8.625755;4.428568;3.6516895;31.292345;1.0907652;38.509007;29.043741;4.249656;13.283634;35.30373;4.784168;23.80609;7.722524;6.9672503;0
18.017063;2.280014;2.2776945;38.12225;1.9115918;40.02476;36.845947;0.26959231;16.581053;2.4661734;1.7252665;47.939022;38.834686;6.189644;0
13.760643;2.9947913;4.101195;42.88346;4.711989;15.354129;28.501783;2.1185558;27.253855;22.539003;4.7345943;45.543938;31.20079;9.886453;0
5.515509;1.8658711;0.80404955;16.614035;3.2285953;13.717751;15.925649;3.0300934;8.935542;39.94407;0.61094195;5.4528804;22.392242;1.7437339;0
17.20284;1.5148311;1.7449126;2.6621487;2.5994537;34.23783;32.810814;3.3277354;25.955967;15.367195;2.430639;43.47551;39.177795;5.2081227;0
7.612597;1.094307;1.4136895;30.789463;2.4932895;38.926796;42.082527;4.484911;3.361962;33.325405;1.0661259;25.235317;7.2451086;7.0428276;0
17.213549;4.5681705;3.519554;12.062657;3.9218812;1.5324091;41.9644;0.91831434;21.121212;30.759699;2.963716;40.100666;18.508684;6.420061;0
6.6799293;4.017382;3.820713;39.26386;1.6857882;21.944363;7.4763775;0.5411799;48.041298;35.301514;0.4485377;18.253963;44.749924;7.497189;0
12.2160845;0.75297964;2.3344133;34.314205;0.56317157;16.078814;22.825619;4.4766746;37.20978;12.767728;2.5713782;47.90405;8.017868;9.820531;0
8.541862;3.758952;2.442344;38.886154;3.4175122;38.5595;2.898222;2.5824342;4.3615017;9.248378;0.94854116;40.031322;46.466484;5.362106;0
6.221676;2.1508007;0.7469562;48.409027;1.7121785;8.033496;32.005566;2.7421563;34.703976;1.8286418;2.145509;23.020952;31.831192;8.17791;0
17.844593;0.1754436;3.5389576;29.642822;1.6954049;39.13408;12.865949;4.4610033;10.609545;24.537119;3.4714558;18.67526;1.3287532;5.4778547;0
4.56428;2.689;4.9623566;45.311363;2.3281047;33.408924;46.587387;3.7740688;24.234055;10.15507;1.7355478;11.341258;8.621105;7.662069;0
2.6114202;0.73722756;3.911817;32.452774;1.2893968;42.30355;31.29454;3.680697;15.414257;32.909153;2.7481902;14.494309;3.556914;5.493795;0
7.4966116;1.1286781;1.1932504;9.905473;4.6163425;49.521923;20.630262;1.0115395;46.77389;27.909721;4.860323;22.661148;38.834057;5.0665817;0
14.635144;3.5106008;3.1533015;40.1661;4.250155;24.3512;36.841698;3.1449103;3.667568;41.85201;4.3890524;18.356693;13.457968;9.67937;0
16.3412;1.359996;1.5452883;34.991234;4.9563327;35.271164;11.162193;2.305349;44.166943;40.294926;4.985137;32.561733;28.915848;7.169779;0
19.976124;4.470252;0.24786511;48.91905;4.826289;35.788086;5.4801583;3.0941033;35.367554;18.699371;0.9675022;32.141445;42.68297;7.1418934;0
6.630879;3.3201318;0.981132;12.928167;1.6408312;42.38409;5.281695;2.920818;18.776669;15.517127;2.521251;10.48115;45.204964;5.675516;0
8.750897;4.1781893;0.6027085;17.32315;1.9649299;26.388134;29.557453;0.22877188;44.102486;5.026448;3.942779;13.777279;42.206486;1.6146586;0
3.5996044;3.1144288;1.0600696;41.25306;3.521464;6.2747393;44.554558;1.7849895;20.90884;38.062233;4.652115;3.2146552;25.635529;4.2267056;0
11.922566;4.357363;3.9984617;4.08159;0.17764492;48.988785;11.915147;2.3432357;35.22013;25.314026;1.280369;19.740429;7.987668;1.4482658;0
19.954021;1.8722548;1.5348774;32.026787;4.9700556;3.78503;38.24237;2.5510874;39.605408;17.47856;4.940011;24.19908;18.028208;7.6619434;0
14.316739;2.790789;3.8094957;27.238327;0.1531311;48.15635;2.8435528;0.5873994;15.033156;35.47446;2.2626162;6.149553;17.409332;8.172318;0
12.309044;2.627863;4.7494264;9.272272;2.704281;13.512553;18.313663;4.5028405;4.5405326;14.431139;3.883316;5.171325;49.541004;1.2843518;0
8.455012;4.5285745;2.9139383;9.090963;3.3766315;25.131712;33.03211;1.7381469;43.538166;24.423624;2.6400826;14.122792;40.535896;5.4897747;0
18.390676;0.9080855;2.4785037;40.699684;4.579317;47.582413;41.48628;2.4981678;12.333076;22.362133;1.5582521;25.079779;16.805819;9.109153;0
10.441416;2.9324977;3.775623;1.7568126;3.256268;34.15637;47.216396;3.3522644;46.658543;14.241298;0.63361204;49.188286;21.217905;1.9550657;0
3.5529714;3.7967129;0.5757417;37.59523;3.0251472;29.692507;31.995949;3.6235;16.436945;39.73157;0.8930665;45.838623;14.31175;4.2164865;0
7.9421906;1.9132438;2.1982393;36.900696;1.5717605;16.96875;23.671038;1.9523349;21.329897;35.659473;3.2722387;20.522484;20.767845;2.0698311;0
2.2761667;4.3511496;2.5442405;32.83432;2.9955149;15.327896;3.9711833;0.73265284;22.0852;26.457113;2.8139513;28.248075;4.9326572;5.486069;0
4.8376017;1.9277724;4.1721516;21.066366;3.7735374;2.6061056;14.506735;1.1158565;23.92657;34.87103;2.220509;28.423452;41.915916;5.7944427;0
1.3357068;0.9492129;4.0896664;2.3877134;2.6263993;29.73028;46.23248;0.9087541;48.17536;5.3805404;3.1678586;17.811045;27.088528;4.526765;0
9.612318;2.961837;4.2565002;40.287056;3.920213;22.074963;29.56193;1.2962753;13.009254;22.061634;2.5862129;42.986294;30.648157;8.535944;0
13.056265;2.1607833;3.5195773;7.159653;0.44110394;11.990759;17.791187;3.057867;30.805426;30.407429;0.79245764;15.289161;10.643062;4.6875715;0
7.522557;0.17443152;2.6997235;14.758587;1.7433496;19.826492;13.192027;2.7252183;15.412427;20.297066;1.3815914;21.928106;23.139692;1.9851393;0
8.987253;0.4422091;4.1566086;47.392365;4.803088;47.106167;6.5691943;0.9262892;7.415579;35.992065;2.215778;45.438076;23.653206;8.172887;0
19.224976;1.0568582;4.3790836;15.79119;1.6848776;42.571606;37.828644;3.439431;15.149831;26.588652;2.049373;17.950174;5.7326856;2.9162574;0
15.287299;3.869717;2.4543746;13.501819;3.147091;22.089958;21.20643;0.41215304;28.0678;19.761236;4.5223756;26.04338;2.4954953;7.511266;0
11.276276;4.4709935;4.9297433;48.695156;2.6474354;49.0177;46.89092;4.5570745;30.742508;21.352135;4.7153835;43.658714;31.279675;4.9107294;0
6.4062767;2.7736404;4.3866086;5.210678;4.689458;23.64377;23.265194;2.874335;13.922345;36.095932;2.7168643;17.047747;29.011858;2.9655445;0
18.042938;0.61727077;2.6013014;8.873829;0.8975822;18.107952;41.100452;2.9930449;49.378407;4.2246003;1.4016862;48.123383;32.650284;1.8950616;0
5.466845;2.718653;0.4395092;22.477558;1.5670017;20.00811;7.381644;1.5008798;18.774384;42.069466;4.0144696;10.974027;44.905487;8.440894;0
7.181512;4.2924666;1.200011;39.59598;4.325649;43.856216;8.394474;2.6070213;41.76986;3.81053;0.99099284;34.524513;49.91912;2.9696314;0
18.272232;3.7724404;3.9043531;44.333588;3.3643925;14.119983;14.387383;2.1886606;2.7166603;7.5010324;2.5116174;3.9418142;42.121918;9.893908;0
11.061299;1.526381;0.6446559;38.02615;2.760942;11.883036;10.370499;4.7586575;35.065685;40.70033;4.9718013;27.317575;2.1345844;5.7038074;0
15.104041;0.707064;2.4020202;48.832577;2.035012;48.06682;48.86029;0.47348514;15.869666;19.348537;4.3863583;8.810264;16.04165;7.545084;0
12.224151;4.5133405;3.0637758;1.825461;2.1154456;36.979176;40.598946;2.3478045;27.30757;23.511843;4.654963;31.79546;39.102264;6.0963116;0
13.415345;4.2850347;4.4038997;31.355822;4.6811213;38.42526;18.0722;3.978435;41.99357;19.265144;0.5795986;31.224297;45.158222;9.984287;0
6.6882825;0.36320528;4.250858;6.700964;3.3882704;37.27423;26.471334;2.7684278;36.517384;5.559273;2.3645196;21.406696;45.683285;3.1555336;0
5.586069;4.136005;3.844962;45.607773;4.652582;34.46246;27.129158;2.869568;18.622046;30.819334;3.8686075;46.3167;33.879852;4.523364;0
7.1273546;0.5763419;2.0977018;46.83005;4.863712;5.4711504;30.753244;4.5649567;36.891495;34.764465;0.86446816;44.67885;42.500683;8.944117;0
3.9533896;0.4100898;0.7970213;15.848383;2.7803392;37.930264;6.0772204;1.9408946;21.285877;10.306754;3.8679228;37.014076;8.843472;2.7235653;0
17.611973;3.8171444;3.3812816;41.557716;3.088456;13.197173;18.100029;0.11011534;4.110833;37.852917;1.7747546;36.26294;20.23526;6.661017;0
6.381692;2.727922;0.9883143;31.883503;3.316188;7.487858;5.2105603;4.63579;33.613663;5.8903165;4.447337;4.343174;5.093329;9.071457;0
11.668299;2.1312854;2.850441;5.9239507;4.211928;49.167145;46.034195;0.26199275;46.903996;38.966133;2.1462522;16.854261;15.216218;9.925713;0
16.047514;4.528925;4.905323;30.53564;3.3294513;2.3653255;20.76924;4.0072803;5.098961;35.365467;1.3263108;10.954951;39.03735;8.200445;0
15.892658;4.2125874;2.7965178;48.826794;0.6617724;2.5501685;36.623837;0.78401166;34.69364;45.69371;4.592635;20.038792;10.128314;1.6304035;0
9.329339;0.382355;3.2632287;16.09661;4.7179074;16.185715;46.120495;0.20135252;42.146965;40.86138;3.5926807;6.349329;37.37821;6.110182;0
10.048889;3.1188276;3.4201198;1.0558981;3.3385785;42.365902;16.16243;1.8378842;30.234997;42.38028;2.3685641;16.594868;38.649418;7.1839705;0
19.899334;3.8841102;4.168903;48.862793;4.3625946;48.919262;5.3046107;4.3338766;24.78471;47.92764;4.8090415;28.975492;44.111286;3.7514784;0
13.817352;2.7974038;2.2314053;21.285187;2.181215;6.8078585;17.474596;0.28099555;12.623384;42.372356;3.0516963;9.143362;48.394516;7.0951505;0
16.47813;4.916727;2.5377984;22.115705;2.4261103;20.376553;33.87839;1.3871325;10.498725;40.02394;2.976512;6.1820073;37.609085;9.195261;0
18.148525;3.4616327;0.96226287;35.917995;3.4753962;36.98079;25.490076;1.4673412;20.418531;10.610185;1.8700174;35.627502;34.0985;6.817258;0
15.964207;0.6103008;3.1119316;30.614883;3.9043796;32.630882;4.6727247;0.564554;32.42311;37.99864;4.1901054;13.099388;39.40125;5.4431286;0
4.5184073;1.0716603;1.5492142;15.797344;0.4844477;12.435457;4.4396157;0.5535344;16.418934;32.002617;2.9678822;24.432417;10.272295;7.8294683;0
11.681244;4.1486034;2.5873613;5.8989162;2.09598;17.13109;35.27852;4.550085;24.931889;48.116604;3.146074;42.083622;37.20202;3.670594;0
2.935989;4.9841075;3.8561304;41.540764;3.8722963;30.124357;37.09072;3.5069487;30.399477;36.281666;4.6874332;19.548925;45.560852;7.014819;0
13.40552;0.5818624;0.18609253;24.685482;4.961956;2.7349212;6.3658814;1.624574;11.289001;13.719266;1.4226346;5.8300686;23.208193;5.5606627;0
19.15164;0.59161365;2.8631861;33.95124;0.15704802;38.15322;39.941177;1.2677718;37.32837;9.042212;3.9754677;39.481422;2.0799026;6.498799;0
10.741909;3.8405967;0.9498806;43.16473;1.3975604;14.494841;17.932398;0.31011793;31.80379;14.786533;4.07276;37.18688;17.501287;5.4141865;0
9.226478;0.41533598;1.4689784;1.8683966;2.377758;41.588963;4.342248;1.8580574;29.999863;24.526884;0.41058546;30.900612;5.732633;4.734228;0
1.6810123;0.43594456;0.27009508;43.10988;1.1924143;34.499775;17.35919;1.5755594;24.427452;32.9729;3.6394386;27.357935;31.692293;1.4664161;0
19.235716;4.4552007;0.9303675;37.837967;0.23191877;32.625313;36.79328;4.593691;18.87548;11.539517;4.1688676;37.85734;41.904453;6.595664;0
2.957051;4.022204;4.934484;47.394264;2.7437608;38.600697;33.133133;1.1804919;27.891863;12.408203;2.728193;18.310083;5.4775906;9.795035;0
1.7805028;4.4196596;4.9927616;12.44595;3.2820532;4.6815915;24.592073;2.0852215;38.520847;15.791372;0.6447963;17.15486;21.944487;4.1880116;0
5.675266;3.2875156;3.6272547;16.798695;2.138704;13.738565;14.702981;3.441869;35.59451;40.55686;0.48674998;31.743284;33.95898;6.6221695;0
2.2450783;1.6804285;3.0980985;33.412457;1.9124026;26.565136;21.478628;1.6737838;37.14786;18.905594;0.21540399;9.155019;45.46511;7.512768;0
9.647239;4.5409346;3.907334;46.363857;4.9294915;39.08066;19.698923;3.930751;11.2614565;4.8406587;1.8939309;32.027893;11.799949;6.433592;0
10.805668;1.5637453;4.493116;49.6408;2.4398897;42.603733;20.111113;3.6586566;39.204548;27.706726;3.1439533;43.48616;26.873587;9.102128;0
6.938829;1.4500031;2.644595;21.420145;4.0105405;19.72308;24.994955;0.27379787;17.4352;1.2914959;2.8936026;26.240887;1.8433317;9.387766;0
1.9682492;4.443362;0.2728916;27.422255;1.5071534;39.888737;23.308908;4.29357;12.421015;34.011497;2.5979018;5.0635276;20.118633;8.84075;0
3.120407;3.4360306;3.5760396;9.356999;4.1679225;11.793431;6.0209765;1.8831104;6.956005;42.261696;2.1445322;33.48031;17.909636;4.7856207;0
8.305583;4.4887934;4.9245524;35.00479;4.1361284;5.039327;15.218308;0.56969315;41.686043;9.1527195;3.436262;43.596878;9.683969;2.2603388;0
2.1500406;0.86391634;1.3644595;42.03115;1.4117404;13.082588;7.3263555;3.5218935;31.536669;42.385395;4.427882;10.645455;8.019894;4.6049266;0
14.265605;4.7662544;2.3709812;40.133816;3.3136892;45.25426;30.502714;3.7610185;42.22399;34.27216;4.149771;30.996931;19.090014;5.7069197;0
4.93339;3.1024365;1.8702446;17.94631;3.4418733;27.657785;21.717936;0.44794753;28.509375;5.8290873;3.6036942;10.658874;3.996408;1.3819023;0
6.73936;3.3733716;2.0132906;48.199936;2.268816;24.586107;33.92436;1.8342112;43.15374;12.166821;1.5324044;41.166336;45.412315;8.544786;0
8.48839;4.578897;3.63486;6.8969827;3.8915224;37.4234;5.292557;4.4878545;28.27199;12.139613;4.708212;13.389046;47.733425;8.97119;0
8.915583;1.9656895;1.9541816;25.20453;1.6037378;1.4945537;17.900545;3.3802462;32.646385;11.080919;4.3199925;31.842026;43.287815;6.689394;0
1.0315534;3.6259174;4.7113123;28.175259;2.472932;6.7968526;9.837235;2.7162163;3.7616673;17.392977;4.7440934;29.876633;1.1808434;6.221457;0
3.129337;3.237669;3.9693265;27.289179;4.951743;5.8805337;5.512298;2.5701537;33.813274;45.475994;3.1333768;19.363821;17.898058;4.4862413;0
17.392527;3.9599884;0.23547043;38.13665;0.9755108;6.9616885;38.89889;3.08124;30.28787;11.982898;1.7315807;45.122845;22.39218;9.801868;0
1.0234282;4.49502;4.1108894;30.870754;0.82413536;23.219069;7.4158945;3.2998025;12.861734;46.40838;2.3155608;45.16417;17.126932;4.925642;0
10.65518;3.4322982;3.8870013;4.779342;0.79677355;14.753463;9.570831;0.43729922;6.5239573;27.93326;1.704093;17.664146;40.201782;2.855518;0
10.300538;0.43143383;2.6308193;9.812731;4.9907355;39.500526;18.972107;1.7373266;18.012056;26.334778;1.8195623;18.056433;34.089188;9.648581;0
7.328789;0.9973877;2.5344052;27.079712;0.8835751;42.112915;15.345377;2.6805947;3.9489527;34.01526;2.185313;33.087482;10.562124;8.518062;0
9.195213;4.774493;4.194082;35.032833;1.0321722;46.32203;46.071117;3.6786733;30.440634;40.478165;4.6815224;14.915696;5.2452054;3.9454265;0
15.831041;4.8463874;2.181448;26.194551;3.5044544;10.607058;49.443676;3.7395961;27.751204;47.924168;2.5376053;15.887371;30.395416;6.0252137;0
16.98287;4.8403254;0.8813655;18.419882;3.8215334;25.639732;21.697634;3.0669956;45.97296;1.1317912;2.0814276;2.008248;42.329678;6.2670064;0
5.9466224;0.28031707;1.6332042;3.5055935;2.6826005;3.386193;10.855607;2.9739716;26.36052;20.508438;3.2329278;5.6031914;32.070248;8.893964;0
7.1273184;1.973996;1.3994918;39.508163;4.9150786;12.755498;25.407473;1.9019792;36.7568;9.772507;1.5030873;33.24371;13.015936;5.9280796;0
5.6071744;3.8223963;3.4371893;25.362518;0.29065353;31.138792;25.287762;4.19003;33.535267;8.435751;0.1431512;16.719343;28.312294;4.763189;0
10.117405;3.7891405;0.9764794;27.400667;3.1420224;21.697224;23.835894;4.590361;35.28353;8.204254;3.6764822;4.9807363;27.010645;6.3264484;0
13.981909;0.52095366;3.2593849;23.978949;3.0716996;34.844265;1.9964752;4.2469554;16.368956;35.779064;1.7290196;46.58012;39.561466;9.751099;0
5.336805;3.0864956;2.383238;14.001925;1.6740994;42.122143;7.2904706;4.3724127;21.352154;3.5059042;1.2636687;15.489435;21.864487;1.4704763;0
7.283979;0.8000611;4.214339;14.5423;4.5072584;3.9172204;7.909421;4.5531693;6.868713;41.99951;2.721633;11.246197;36.333538;6.8242097;0
18.677307;2.5167258;2.4764938;4.1115384;2.8091204;46.992035;18.236294;1.0901119;32.87314;37.875786;0.8893845;26.59439;13.725367;1.7412536;0
1.9228165;1.27446;4.656039;35.67235;1.3070673;3.077763;29.458605;2.6179953;15.819454;21.054247;1.4620633;41.704906;2.1689785;3.3652134;0
9.754622;0.36048976;4.5122986;14.321771;0.5329567;49.10177;44.01433;2.7192473;27.890833;21.847525;2.610266;43.758476;38.71887;7.262006;0
14.519603;0.49209517;1.0079092;15.629506;0.6248826;32.243954;11.944453;2.4785821;46.154663;34.239758;4.874507;15.949242;49.333363;7.3910365;0
3.8586261;4.5633755;3.4622152;49.681507;4.4969134;3.121701;38.788803;4.2575936;34.46279;1.5277896;1.2952099;37.365788;49.334324;8.502863;0
1.9001064;3.7487652;1.1516613;19.904816;1.3265129;20.287811;12.084185;1.6926907;14.115643;19.96956;2.3884737;26.635489;37.80321;5.8652964;0
3.6259022;4.6659374;4.134191;26.024162;4.544326;13.652214;2.5982184;0.8904372;26.217712;9.82667;2.6872807;30.170113;33.72417;8.217857;0
18.457642;2.4029508;3.2150435;19.937181;0.6885778;40.130047;32.84306;1.444073;30.506668;9.858138;3.5932515;22.560759;19.344215;5.528678;0
1.1759359;2.1251333;1.5411767;15.219364;4.921283;12.047303;11.517014;0.8013255;42.65752;27.978918;2.6578104;9.68518;46.305874;2.8144286;0
4.5781174;1.8561957;1.3207058;1.2866862;4.1834106;41.484413;46.063095;2.0834713;39.8943;13.050503;3.693673;41.201225;24.552267;5.008904;0
1.5943867;3.1199048;2.2049305;42.88943;0.66952085;16.30473;46.737553;0.67237437;16.446548;19.384005;4.33463;27.661697;36.631638;2.5533;0
3.10196;1.822641;4.0235424;24.18453;0.52167684;49.46804;6.146558;0.5291212;46.06244;36.14847;1.4856468;20.690804;28.781029;5.9129624;0
12.782837;3.756739;4.001192;36.274624;4.0368423;14.250046;10.541215;2.3099258;8.222012;31.412933;4.194739;34.09129;44.94944;5.644921;0
5.5911393;4.026455;0.26354352;47.97418;0.48252466;34.56308;11.3102665;3.0455897;14.528323;17.171116;1.3873763;21.85676;34.782055;3.3511279;0
11.815029;4.3916383;1.5812074;1.1387357;1.3846868;40.209496;45.66049;3.0774453;2.6593559;3.430532;4.065812;42.606354;16.033113;5.376109;0
12.213713;1.2897246;2.1719697;34.076942;4.026124;11.606511;4.8231664;0.5522046;16.251915;2.306647;3.2196062;7.6490235;45.878773;6.4329;0
17.13927;2.682408;2.9693518;6.8133945;4.547142;4.7120314;37.807236;4.8607173;21.288376;24.88976;2.8858173;2.466142;9.66993;4.9127874;0
1.0900865;1.1948786;0.8326824;23.440289;3.861495;28.011127;15.097527;0.6965568;12.824105;21.655022;2.3732688;28.900303;11.425972;3.0122795;0
17.21402;0.28402352;1.7428868;42.49232;4.460475;34.176872;29.539293;3.336271;1.6179959;40.025852;2.7725837;13.585341;18.597338;9.584372;0
12.763263;3.5683439;4.4394255;4.5032964;2.8434527;41.04653;9.686821;4.4543386;1.5151993;5.0192294;1.2494373;6.792456;19.017843;8.222809;0
4.0921264;2.7900083;2.435083;49.491062;3.9200947;14.365434;40.519955;4.4353538;46.274334;42.646496;2.5405247;2.4861171;41.345505;2.9165957;0
15.68581;3.6472437;3.746302;29.460955;1.786513;43.74201;33.867825;2.609432;37.00551;11.4140835;3.0816803;38.748577;22.429512;5.290216;0
17.25434;0.52935225;2.4754148;20.35468;3.9475489;45.872566;2.0361903;1.4595187;35.221367;18.18583;1.9696748;48.030525;43.781467;4.4033966;0
5.831006;4.9780784;2.3784146;1.956003;3.4307303;39.18016;12.619495;4.1565604;39.50096;43.13649;1.9710014;31.171715;17.258545;9.96946;0
18.45708;4.972308;3.1474352;29.754332;2.9166672;1.3722457;23.851162;3.10169;35.01528;42.045074;1.8023593;38.85867;19.96153;7.4936385;0
9.634691;2.378499;1.3708861;25.249632;4.9622765;5.2736034;27.027597;3.9761283;4.0114145;26.230333;4.107719;42.085102;38.379784;6.840887;0
12.465065;4.3436875;1.3240303;11.550533;2.4019196;49.88913;41.5363;2.059961;46.360817;5.0016065;1.9837655;40.46585;13.108815;2.3239415;0
19.708342;1.2934859;4.947834;25.031929;3.1343114;36.963486;19.961264;4.5758004;22.011723;29.933401;2.9435992;17.011215;7.058607;2.7120616;0
7.8691854;3.7140741;4.358061;1.6266739;2.598538;31.71279;46.415375;4.655004;23.217913;38.325447;4.8638396;1.1152182;7.794331;9.382224;0
16.450027;4.4082065;3.714999;49.974403;1.3765056;45.166737;10.500384;3.7130008;44.441906;13.853278;0.24746254;31.778364;12.394358;5.0408535;0
7.0495834;4.0918646;0.77200824;17.273607;1.7187909;2.9424317;43.027935;4.7185774;11.020645;9.970027;1.1775248;47.431538;30.427116;1.1347921;0
16.185057;4.077693;0.24810109;24.530886;4.8960505;38.111515;45.310677;2.3221412;16.32816;25.35506;4.633606;44.488697;2.9886808;5.4713283;0
12.413944;2.3688304;0.9595213;39.454132;2.0213413;33.0792;31.70766;1.0528717;42.895576;37.715984;3.611857;1.2329832;33.51354;6.5635743;0
5.1107583;4.117951;4.694882;35.92614;3.4290907;42.56282;48.40867;3.3139298;26.463413;25.73956;1.9446472;45.306133;38.48657;3.616527;0
8.866496;3.4844537;4.0998197;44.539394;2.8787766;39.117306;21.118778;3.3014889;21.587341;12.7338;0.53987044;1.5320816;37.622658;4.8292794;0
7.035077;0.7490119;2.6630723;47.12496;4.460046;24.761612;35.264874;2.507478;47.77355;43.576904;2.618279;27.03862;31.980644;3.4849303;0
2.4840596;0.6595036;4.847025;10.269713;3.8126814;4.477454;1.4947863;1.377031;44.547146;43.728333;3.940964;42.780125;22.543776;4.9777193;0
1.5668607;3.8824184;0.8182523;20.129593;0.4951919;45.560677;14.459342;3.1592805;44.482086;33.25825;2.1721606;21.385931;49.126816;9.857867;0
7.5830946;3.164774;2.839837;34.654034;1.8416651;38.41161;28.75208;0.9858207;11.397907;4.640199;4.235506;34.50876;5.4302773;5.1325707;0
1.3616488;2.644943;0.9977884;3.2061894;3.5883763;18.463408;43.920753;3.7911649;42.35095;12.374118;1.5233915;12.39208;38.10227;8.258228;0
