model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhkp;rhkf;rhk_scale;rhk_shape;man;rch;offset;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;r_rank_sfr;r_lin_sfr;r_rank_multi;MAE_multi
1906;488.5703;62.166542;2.308625;0.9694811;9.571229;3.9504058;2.371783;4.024031;0.14944842;5.9498463;3.028811;2.0342379;1.7337393;8.722522;4.024031;0.14944842;5.9498463;1.4832478;3.3630335;1.128041;0.77072537;0.14944842;1.0730644;4.031483;7.3314524;4.7913232e-05;6.817062;1.026457;0.93890595;2.2523038;;;;;;;;;;;;;;;;;;;
1907;414.35944;81.47037;5.2498713;9.360058;8.753943;5.659911;2.0436099;7.4789524;0.25936273;2.364841;2.837748;3.768888;1.4490362;2.9214587;7.4789524;0.25936273;2.364841;1.9136931;3.3197548;0.64542186;1.304967;0.22755896;1.1123493;9.595007;4.668059;2.562816e-05;4.921448;1.0540563;1.0968162;1.2083043;;;;;;;;;;;;;;;;;;;
1908;560.5505;41.10225;6.747015;3.3384802;2.18581;5.9804215;1.3197346;5.7144327;0.8200711;2.7807624;3.2523005;2.6499429;0.5883535;4.6384363;5.7144327;0.1295384;2.7807624;2.1406124;3.075395;0.5883535;0.638702;0.1295384;1.0614424;0.8534087;3.2508214;1.9935615e-05;8.360568;0.9183609;0.9265134;2.2894704;;;;;;;;;;;;;;;;;;;
1909;578.6105;61.064392;1.0688494;4.0629325;1.2577419;4.9397893;1.9395577;3.5540206;0.6222791;2.815828;2.2637608;8.231461;0.6490566;3.215444;3.5540206;0.6222791;2.815828;2.2637608;2.6389952;0.6490566;0.36640048;0.52174073;1.0010492;5.5440326;6.22004;8.772458e-05;5.584351;1.0481187;0.9225014;2.6631007;;;;;;;;;;;;;;;;;;;
1910;402.20334;89.465225;6.7506375;1.9451038;4.2314754;9.672126;0.5019148;6.4969;0.5221568;5.6049075;4.952714;3.8243437;1.9605242;2.193963;6.394695;0.47951353;5.6049075;1.6515821;5.69131;0.5964479;0.22141148;0.47951353;1.1113701;8.198836;1.7667882;7.019314e-05;8.747968;1.0743009;1.0067973;0.96840924;;;;;;;;;;;;;;;;;;;
1911;435.72083;85.28152;6.7217245;5.5682817;2.4348648;2.249001;1.1790739;3.3821208;0.78236943;3.1823423;3.520538;8.793211;0.68035144;1.1687837;2.8160825;0.78236943;2.368249;2.076784;3.3824832;0.68035144;1.5272197;0.17728646;1.1407748;6.6658964;3.6654959;6.7267065e-05;8.244671;0.9359083;1.0216022;2.1014023;;;;;;;;;;;;;;;;;;;
1912;580.7808;92.08231;5.0405774;7.6075997;4.025377;9.977188;0.83997864;3.3558433;0.53232765;2.291337;1.7067515;7.3110547;0.8865758;8.847513;3.3558433;0.53232765;2.291337;1.7067515;5.388623;0.53877085;0.59665155;0.38687497;1.1713787;8.07201;8.23091;1.8292301e-06;8.134774;0.9088893;0.92923015;2.3759067;;;;;;;;;;;;;;;;;;;
1913;509.8987;27.628527;9.048161;7.1432104;9.626162;7.191561;1.1105403;1.4140363;0.52472085;4.8767467;4.098934;9.861081;1.1892252;5.794529;1.4140363;0.52472085;4.6008215;4.098934;2.1886568;1.0896304;0.96686274;0.31497055;1.0815655;9.4045315;7.2696633;3.705384e-06;7.034948;0.97371185;1.0657834;1.9206195;;;;;;;;;;;;;;;;;;;
1914;430.0079;98.556694;2.126853;8.685979;8.757125;8.407436;0.9180293;5.7788153;0.92483485;3.6408484;2.5044224;9.390008;1.1778752;1.5669094;2.4897947;0.32759374;3.6408484;2.3662248;8.58658;0.55988646;0.63778585;0.15728706;1.0198041;9.013838;2.5775993;9.0051755e-05;5.3455772;0.96417373;0.9989692;0.6578162;;;;;;;;;;;;;;;;;;;
1915;440.5581;81.8226;1.3669376;3.507788;4.9610887;6.6723614;1.93005;2.315132;0.6144916;4.3837347;2.2412584;8.143713;1.233673;9.4123535;2.315132;0.21196042;4.3837347;1.5590675;3.2760255;0.8786112;0.25571603;0.21196042;1.1816171;7.3934274;2.0921624;8.054737e-05;3.024273;1.0575371;1.0799432;0.02126571;;;;;;;;;;;;;;;;;;;
1916;531.99725;79.685974;5.4120636;3.7634358;3.482478;2.8558843;2.1580808;2.528394;0.6843013;5.8834844;4.2047124;7.8148656;1.3310452;8.843143;2.528394;0.44217157;2.389758;3.6496084;8.056126;0.70732987;1.2301645;0.44217157;1.1480279;7.8064;0.8577541;3.846121e-05;9.06055;0.9633121;1.0605751;1.6476508;;;;;;;;;;;;;;;;;;;
1917;544.9634;67.09028;5.750614;9.686719;6.200267;7.730936;0.8604668;3.2508416;0.67223686;2.8908753;3.110898;6.87136;0.76955533;8.856896;3.2508416;0.4113749;2.8908753;2.066131;1.9137179;0.5548809;1.5337237;0.23895784;1.0336089;1.4145662;4.223527;5.8148165e-05;4.543239;1.0121176;1.0284753;2.4960744;;;;;;;;;;;;;;;;;;;
1918;519.8854;98.34353;3.3268716;5.055058;9.437475;8.618529;1.3345839;6.342578;0.3476659;6.938463;1.2009051;2.092053;0.6665135;6.3243217;1.3070941;0.2939413;6.938463;1.2009051;5.3060136;0.6665135;0.3610047;0.2939413;1.0435735;5.5351934;5.8969936;1.38054975e-05;3.3984807;0.964593;0.9908897;1.6058173;;;;;;;;;;;;;;;;;;;
1919;590.6297;44.71476;9.650812;8.494075;8.11587;7.742595;1.6972791;6.594157;0.99855894;5.8113804;3.583535;9.731889;1.9642314;4.5140853;4.702428;0.37107405;2.4878724;3.583535;8.723627;0.84155977;0.16334516;0.37107405;1.1940118;4.2649374;0.58732533;6.835596e-05;8.829848;0.97657496;0.93901336;2.0642524;;;;;;;;;;;;;;;;;;;
1920;498.8127;74.41239;3.2089179;6.4646688;8.809778;8.852894;0.78890085;4.580955;0.13682823;6.4092574;1.6469829;2.2086744;0.82730997;2.341378;3.0819106;0.13682823;2.5289707;1.6469829;1.6315047;0.6110284;0.35671148;0.13682823;1.125352;4.073522;2.6334445;5.9831757e-05;7.6417522;1.0509151;1.0925204;0.12834558;;;;;;;;;;;;;;;;;;;
1921;460.05438;70.18232;3.3584726;2.5458696;7.8500032;1.4781022;1.2215034;7.0163274;0.38634714;3.9780662;3.6997051;7.037091;1.4781022;9.541256;1.7291111;0.38634714;3.9780662;2.541008;4.952344;0.7217395;1.6481695;0.38634714;1.1659847;3.7330234;8.054333;4.397777e-05;2.7210205;1.0922142;1.0697343;2.671195;;;;;;;;;;;;;;;;;;;
1922;495.4466;73.4768;8.279977;9.612687;5.532887;9.653759;0.89094883;3.7768683;0.40974864;5.018436;3.2115319;2.287603;0.7832091;1.8129194;3.7768683;0.25252274;2.3064246;3.2115319;6.783434;0.7832091;0.31153098;0.25252274;1.0840123;3.08022;4.8526464;1.9853353e-05;7.351671;0.98332363;0.9734358;0.32276738;-7.607987693801716;0.5701233399555008;10.480126871339127;2.1208264082291635;0.7475571938489938;1.171688603995937;0.815679442508711;0.39244951127514976;0.8780487804878049;0.7317073170731707;0.34146341463414637;0.1873957968101977;-0.09929501105652334;-0.168145774407803;0.2914749307185572;0.4761904761904762;0.9707655697769266;0.7304388422035483;8.454595452929134
1923;471.93326;75.39502;9.297695;3.8524294;2.2735682;9.446634;1.6241794;4.931643;0.9813093;6.208121;2.2742765;2.087832;1.5861391;3.6533318;3.428416;0.92541534;1.8344162;1.8320541;7.9638133;1.3116189;0.86553943;0.92541534;1.0114418;7.763503;8.1691475;4.8211685e-05;8.116932;0.9761233;1.0735935;1.679064;;;;;;;;;;;;;;;;;;;
1924;444.88318;19.884832;5.7788715;6.740303;8.36749;9.062637;2.304101;7.0400796;0.6395768;1.7827132;4.5570607;7.2805595;2.2993062;5.5059524;4.133912;0.23299731;1.7827132;3.1703842;6.6680512;1.3174188;0.22867525;0.23299731;1.0733967;5.358093;6.237683;4.7551686e-05;8.847572;0.95407337;0.95527446;2.5416045;;;;;;;;;;;;;;;;;;;
1925;409.19266;35.556095;1.0733913;3.2160923;6.858727;6.7004123;1.4256886;4.3884735;0.43726885;3.6985023;1.9442954;5.635309;1.1873385;6.5667467;4.3884735;0.4107776;3.6985023;1.9442954;4.1544514;0.5812375;1.796149;0.30194643;1.0872898;5.7004294;8.971924;1.8395209e-05;9.8001795;1.0478336;0.9343129;2.5225995;;;;;;;;;;;;;;;;;;;
1926;470.4425;39.833145;4.1344576;6.13858;7.954093;8.60483;1.8421074;3.996289;0.38773167;2.1892984;2.1160522;7.0247965;2.1835463;6.219391;3.996289;0.38773167;2.1892984;2.1160522;3.8234959;1.3575544;0.46634468;0.1869644;1.0698043;9.334079;7.176832;7.539479e-05;3.5792365;1.0832584;0.9233202;0.014917486;;;;;;;;;;;;;;;;;;;
1927;542.28186;75.05198;2.9378524;5.8241425;7.606088;6.4046164;1.9406496;1.1883079;0.17943741;6.305857;2.0778747;8.289648;0.8766135;2.757865;1.1883079;0.17943741;3.7720237;2.0353444;8.062742;0.8766135;0.38077924;0.11958994;1.192874;6.506348;5.526042;9.709737e-05;9.375725;0.9448265;0.90281785;2.3584683;;;;;;;;;;;;;;;;;;;
1928;403.68756;71.90855;5.5502644;3.2754478;3.215012;5.3790994;2.4813085;6.723469;0.12940145;7.3301888;3.0898252;1.7901704;1.4491279;9.473219;3.7875133;0.12940145;4.540408;2.5193827;2.3774383;0.59115225;1.5142822;0.12940145;1.1506876;9.396475;9.366188;4.2424686e-05;2.4742715;1.0209061;0.99277335;0.90614265;;;;;;;;;;;;;;;;;;;
1929;487.8357;83.50326;7.1114035;9.897815;3.571016;9.372192;1.7558115;2.2284472;0.24133;6.9199038;2.4563146;8.727539;0.86578006;1.3350121;1.3847158;0.15870206;3.8166962;2.4563146;1.8312253;0.86578006;1.0442896;0.15870206;1.1817837;4.3494244;1.5625422;2.5708856e-05;2.4423277;0.9167751;1.0715231;1.9189221;;;;;;;;;;;;;;;;;;;
1930;528.8019;79.0634;4.4711704;2.1802201;8.707395;2.7886388;0.87008435;3.9706838;0.51419985;7.0131903;2.3806856;1.7200323;2.2115946;3.4578;3.9706838;0.3716428;2.908532;1.7514735;3.4336793;1.0612438;1.902846;0.3716428;1.1582724;4.2917686;3.182815;7.662302e-05;2.8201423;1.0450006;0.9728598;2.6651423;;;;;;;;;;;;;;;;;;;
1931;522.0808;60.007355;5.7899756;4.931414;4.665475;8.649345;0.5208012;6.1613255;0.35976964;3.7500794;3.9446075;9.103584;1.4173532;4.47002;6.1613255;0.35976964;2.5160944;3.9446075;7.336891;0.6201724;0.8350912;0.33625466;1.0448062;7.4017015;8.559167;3.761356e-05;3.973319;1.0825506;0.99458367;2.2795343;;;;;;;;;;;;;;;;;;;
1932;555.3297;14.8549;7.8147287;1.1855352;2.5995173;4.908968;0.7778914;4.332267;0.98622704;4.6234503;4.95265;6.936537;1.8124082;5.192327;0.106104;0.6820551;2.129498;3.6757982;7.182977;0.9622256;0.6610326;0.61184835;1.1654857;6.711848;8.867023;3.872799e-06;6.973234;0.9257807;1.0642099;2.5732427;;;;;;;;;;;;;;;;;;;
1933;562.10394;63.910072;3.1399379;7.1127753;6.784391;3.5566485;0.7493509;6.076397;0.3502037;3.8365526;2.88544;5.3609242;1.8103182;8.680824;4.0505157;0.2993927;2.577405;1.2101232;6.0276976;0.5648145;0.42579654;0.18456775;1.0558509;7.478513;5.2923217;2.6129188e-05;5.1361456;0.96261585;1.02632;2.6527188;;;;;;;;;;;;;;;;;;;
1934;542.3412;88.81887;2.683308;5.1051426;3.6848547;5.5063753;1.5460112;6.438731;0.8510367;3.6940475;3.5933533;5.169778;1.5715938;9.899037;0.8539008;0.3301632;3.1668417;3.5933533;3.148949;1.4392135;1.3486477;0.22998565;1.0808237;0.39544192;3.9625778;6.3602405e-05;9.607675;0.98691976;1.0064456;1.0671;;;;;;;;;;;;;;;;;;;
1935;420.55954;64.67426;8.231278;5.9968424;6.784104;6.6994257;1.3785237;6.559418;0.86761606;1.5880796;3.9437149;1.1843804;2.1010394;5.8771677;6.559418;0.86761606;1.5880796;3.2222548;3.4229999;1.1242777;0.31607884;0.7829913;1.1040194;5.221953;8.688183;3.420392e-05;9.602045;1.0239843;1.0879177;0.2969129;;;;;;;;;;;;;;;;;;;
1936;495.0045;89.667015;1.236915;7.2564154;6.3105717;2.5628839;1.7291876;1.5172309;0.29412177;5.044364;3.7600904;4.429602;1.1472456;5.74305;0.46509522;0.29412177;1.9550447;1.1539521;6.2558165;1.1472456;1.2586825;0.13404723;1.1763498;2.3322682;2.2936575;1.2277581e-05;7.8352995;1.0453606;1.0665581;0.76798165;;;;;;;;;;;;;;;;;;;
1937;520.6812;99.90625;2.270429;7.8524795;6.968237;7.7355046;0.6554124;2.3426275;0.30413428;6.3786693;4.120174;1.9994276;1.698569;0.5078571;1.8250064;0.30413428;6.3786693;2.1441672;1.5809348;1.3429451;1.6555713;0.14060631;1.1789743;5.52677;0.6669318;8.210148e-05;3.919778;0.94685274;1.0221804;1.3221228;;;;;;;;;;;;;;;;;;;
1938;449.11322;36.56102;1.0124464;9.689032;9.940904;4.491133;2.1406837;6.9115863;0.74126047;3.8835585;3.859307;6.6047697;2.4180741;3.2912672;0.9793903;0.74126047;3.8835585;2.2597897;9.428531;0.708125;1.2663206;0.74126047;1.0891396;5.794619;2.6046395;3.1465017e-05;2.0369723;0.9890926;0.92695606;2.810541;;;;;;;;;;;;;;;;;;;
1939;408.51038;72.60568;5.9540014;8.762364;3.495784;7.3037643;0.7178555;2.70796;0.9659089;6.6042066;4.8592243;7.3828654;2.0276153;6.697082;2.70796;0.17697297;5.2175527;2.3398607;9.40485;0.9326804;1.0749369;0.17697297;1.0119405;1.6586357;9.531364;9.897368e-05;5.241187;1.0798187;1.0716984;0.4411237;;;;;;;;;;;;;;;;;;;
1940;444.71808;54.455906;6.3607802;3.8466227;9.780728;2.3300285;1.8669779;5.593272;0.5777371;4.179004;4.6340284;9.522931;1.947255;2.3127887;5.593272;0.5342113;4.179004;1.501435;1.612101;0.9370056;1.8219649;0.2670183;1.1296775;6.894913;6.45883;2.7538185e-06;6.5999827;1.0676692;1.0334707;1.5707076;-7.36432399068443;-1.1378975773091042;9.024512715702757;3.041100451418174;1.0682001684281932;1.3615623880294885;0.7066202090592336;0.4587637737029219;0.8048780487804879;0.4878048780487805;0.21951219512195122;0.27544711902393215;-0.25568631691976096;-0.3829181306888635;0.4189779885431905;0.9047619047619048;0.9738644864765293;0.7099906629318395;7.298207809725579
1941;490.97888;46.04221;5.7323794;7.518109;7.8711624;1.4093899;1.8857815;4.4388347;0.43850645;5.3367214;3.43612;7.880576;0.81246585;6.516434;3.6358182;0.43850645;4.0791492;3.43612;9.296821;0.6266821;0.9082298;0.43850645;1.0242018;2.4880183;5.693824;4.7036352e-05;7.384502;1.0628418;0.91637707;2.064813;;;;;;;;;;;;;;;;;;;
1942;482.78607;24.746841;4.669848;1.5912763;8.698595;2.370179;1.6358587;7.0903816;0.12759623;1.5710559;2.5484307;9.736625;0.6453017;5.678791;1.7199725;0.12759623;1.5710559;1.3138262;4.7096996;0.6453017;0.39340693;0.12759623;1.0642067;2.75069;2.7257783;5.5059445e-05;7.400311;1.088643;0.92250323;2.7120862;;;;;;;;;;;;;;;;;;;
1943;435.3334;25.345545;5.714165;2.1394825;8.22247;2.5428998;0.8496949;2.6601725;0.8107461;5.2241883;4.939473;3.049061;1.1861985;5.307496;1.4982766;0.8107461;3.728667;1.0133207;5.437904;0.89883685;0.9840543;0.3022299;1.0724723;7.180752;7.7160277;4.1175767e-06;8.717252;1.0130544;0.9995668;1.2939826;;;;;;;;;;;;;;;;;;;
1944;564.8831;19.312256;2.664834;5.0824747;1.2066603;7.8299613;1.7258581;6.2406154;0.32999393;3.2647645;2.4658408;7.2005;1.0030873;5.577355;1.5636542;0.32999393;3.2647645;2.4658408;5.541973;0.9019908;1.7599512;0.32999393;1.1958787;0.8251667;5.1798024;7.171837e-05;5.5692787;0.9162936;0.95117956;0.08848247;;;;;;;;;;;;;;;;;;;
1945;585.1373;63.51687;8.418809;5.0825834;5.5332017;5.3823495;2.349637;3.662733;0.27910542;6.3097215;2.2051022;3.3179991;1.6237328;2.6056821;2.2520177;0.27910542;4.995864;2.2051022;7.333149;0.7853423;0.92837644;0.22780612;1.1912302;6.725478;5.6741166;6.59712e-05;3.6387491;1.0946138;1.0466517;1.238564;;;;;;;;;;;;;;;;;;;
1946;440.26965;15.063256;9.825034;5.502331;1.95189;7.85262;2.1103594;2.5627084;0.29160133;1.5083969;1.1596956;2.513766;1.704429;4.8907485;1.1401674;0.29160133;1.5083969;1.1596956;9.8087225;1.2057941;1.339725;0.14100192;1.0161321;9.912157;9.357135;3.8728413e-05;9.348137;0.90933144;0.95722497;0.8083014;;;;;;;;;;;;;;;;;;;
1947;585.9146;43.70726;5.8196683;5.2242928;7.061311;7.697427;0.7598635;4.1906013;0.70465595;2.156672;4.8694196;5.5814786;1.743804;7.1338186;4.1906013;0.70465595;2.156672;1.7258037;5.889786;0.92911494;0.40459004;0.26395264;1.1704942;4.9925365;1.5080525;8.266493e-06;2.9140377;0.99708927;0.9829025;0.17280747;-7.973862298258063;0.14390785757925073;10.410820735713276;1.9473368160230962;0.8931777238603242;1.2417618614245602;0.8283972125435543;0.3938383216429271;0.8780487804878049;0.7560975609756098;0.2926829268292683;0.16319629399253202;-0.14012084226273014;-0.2576328956474688;0.27696783769032723;0.6666666666666669;0.9810910224865075;0.7705415499533149;8.395082755219306
1948;403.5722;52.80999;4.3066354;6.736546;1.5367969;3.1318653;1.1621537;4.5160146;0.47069782;6.4064865;4.449074;5.5533214;1.8736352;4.112424;1.36883;0.38207525;2.3220189;4.449074;5.855535;1.285867;0.31117427;0.38207525;1.17502;5.415658;9.10443;4.917774e-05;8.388811;1.0889679;0.95326036;2.641407;;;;;;;;;;;;;;;;;;;
1949;584.9925;44.385212;8.105223;9.584543;1.2987864;9.189255;2.079724;1.7164437;0.8279239;4.176669;1.9504548;9.464038;0.6714741;2.2746093;1.7164437;0.57992584;4.176669;1.9504548;9.468884;0.6714741;1.0392118;0.46914023;1.0978482;1.0534647;5.9032245;9.4112715e-05;6.7725244;0.9611228;0.90502506;2.66909;;;;;;;;;;;;;;;;;;;
1950;590.38574;85.63802;2.6569545;2.471471;9.160574;7.8984814;0.89360255;2.2493014;0.18218036;3.109028;2.5533874;6.5724325;1.3893992;5.7075214;2.2493014;0.18218036;3.109028;2.5533874;6.8603725;0.7430019;1.6039696;0.18218036;1.0603923;1.9884915;4.068817;8.7976514e-05;7.766452;0.9722301;1.0585957;2.8435738;;;;;;;;;;;;;;;;;;;
1951;402.41037;44.873768;3.8190393;4.1529083;9.253519;1.6768857;1.9298278;6.91006;0.71797734;1.6141187;1.9025087;4.5669065;1.6768857;6.0767517;5.694839;0.71797734;1.6141187;1.9025087;2.468218;1.1181878;0.28726107;0.71797734;1.0394171;2.6697361;4.673637;1.4768531e-05;8.801521;1.0076917;0.9896288;1.4823378;;;;;;;;;;;;;;;;;;;
1952;552.6039;9.200377;9.453823;1.5758158;6.613936;6.108346;2.3366928;5.3270864;0.88150203;3.6543381;4.9521875;6.753429;1.570694;8.848433;2.9263372;0.26215944;3.6543381;4.2880917;9.543914;0.9834386;1.0168306;0.26215944;1.0927199;6.272719;0.6627213;6.2837404e-05;4.1369176;0.98816866;0.9601044;1.7963333;;;;;;;;;;;;;;;;;;;
1953;594.04034;99.22775;2.595277;2.719847;5.139343;4.655713;1.0686237;5.5768666;0.8669181;6.2656155;1.1070461;1.8708166;1.7857853;8.784062;3.5503702;0.642201;6.100835;1.1070461;1.8477013;1.4560024;1.0559222;0.53072804;1.1546718;2.1029599;5.312131;8.6727894e-05;9.530526;0.94745886;1.0648565;1.5956664;;;;;;;;;;;;;;;;;;;
1954;581.1804;84.65337;1.9202517;9.884477;8.456448;5.0812387;0.6883779;3.3007686;0.25174093;4.6792045;1.0865948;9.199815;1.9452363;9.389577;3.3007686;0.25174093;3.493137;1.0865948;9.688673;1.3104694;1.0427066;0.25174093;1.0957876;4.383093;8.862679;6.756826e-05;9.524339;1.0831861;1.0249481;1.1839663;;;;;;;;;;;;;;;;;;;
1955;594.142;66.34431;5.8718185;1.2599661;9.677987;4.240788;1.4204267;4.5084977;0.6383358;2.205856;3.8134732;3.669749;1.9806868;9.3613615;0.7897497;0.6383358;2.205856;3.498388;8.766646;1.3518727;0.8706608;0.6383358;1.1488029;4.3867846;8.441547;4.0549174e-05;3.01404;1.0453997;1.0689847;0.19385284;;;;;;;;;;;;;;;;;;;
1956;510.0647;75.87604;6.2454977;2.844468;1.4886231;5.4162273;1.1267318;1.2504697;0.9593042;3.7346323;1.7927859;2.899009;2.296275;5.7982283;1.2504697;0.83892846;2.113439;1.7927859;2.7227027;0.6478249;1.1439039;0.83892846;1.0634214;3.4970903;2.0907598;4.2553213e-05;5.207175;1.0053557;0.9025736;1.9743423;;;;;;;;;;;;;;;;;;;
1957;415.63123;13.690879;6.334066;4.7811894;1.9317447;4.1359797;1.5179788;1.9311479;0.81894463;3.5705369;1.0076866;5.070715;2.0982554;9.47273;1.9311479;0.7395983;3.5705369;1.0076866;2.1534352;0.8009568;0.99764943;0.30311987;1.0837141;5.0536757;3.2466378;8.9134555e-05;8.37662;0.9578867;0.91555727;0.19381717;;;;;;;;;;;;;;;;;;;
1958;569.9578;76.82556;2.3967519;3.563291;9.145792;5.1118727;1.1055049;7.340898;0.8754373;2.134214;3.4445078;5.8324137;0.90022427;0.7002287;7.340898;0.6746928;2.134214;1.437865;6.0991406;0.74916476;0.21366003;0.6746928;1.0264212;6.498415;4.7553034;8.509012e-05;2.8271523;0.9935536;0.9145374;1.7410938;;;;;;;;;;;;;;;;;;;
1959;522.7656;21.567144;7.462417;5.8615313;1.894569;5.856965;1.5076358;2.3622096;0.93552583;3.7123864;2.8658168;6.8247266;0.57261443;9.361678;2.3622096;0.8528007;3.7123864;1.8781158;9.442306;0.57261443;1.2743845;0.8528007;1.0349231;9.534718;1.5688938;8.6301676e-05;8.333375;1.0275955;1.0256286;2.5662787;;;;;;;;;;;;;;;;;;;
1960;522.9473;49.408638;3.1047583;9.913064;7.4275246;7.548462;0.8156462;4.1907754;0.20122899;2.3310819;2.4845428;7.1499786;2.1250486;5.4205627;1.2495183;0.20122899;2.3310819;2.4845428;5.2609577;0.5019267;1.7621112;0.20122899;1.0117161;7.75986;4.879185;8.993925e-05;2.2538733;1.0174415;1.0087603;1.0146599;;;;;;;;;;;;;;;;;;;
1961;483.4507;18.620296;9.527733;7.305793;5.981593;2.2785444;0.8454633;7.0475945;0.26567125;5.7716246;1.0490326;3.9998944;1.4300566;2.7126215;2.827138;0.26567125;5.7716246;1.0490326;7.054939;0.82039475;0.8966795;0.26567125;1.0841757;9.686905;8.70059;6.597052e-05;6.071139;1.0303322;0.93038356;2.9202347;;;;;;;;;;;;;;;;;;;
1962;514.3684;75.62471;2.9744103;4.593329;5.694727;2.114994;1.2695104;5.2466803;0.81589884;2.859324;1.3335631;6.6806464;1.7326264;7.676755;5.2466803;0.59515613;2.859324;1.3335631;2.5707881;0.5961089;0.4577764;0.59515613;1.0585526;7.6404195;9.604323;7.23335e-05;2.9645855;0.98160976;0.9855538;1.75117;;;;;;;;;;;;;;;;;;;
1963;430.71594;25.347454;1.0575345;7.114724;1.8787788;5.430605;0.6793515;2.0800343;0.8141235;3.230268;4.3821626;3.0727446;1.571495;1.3813128;2.0800343;0.5620014;3.230268;3.5933397;1.4360743;0.8847164;1.217742;0.304515;1.1797771;8.814074;7.9647264;8.634054e-05;7.9996567;0.93919075;1.015127;0.8303586;;;;;;;;;;;;;;;;;;;
1964;547.954;26.067633;6.0673914;8.837535;7.5583706;5.222367;2.4679677;3.9203427;0.19143742;2.4091241;4.761365;7.917998;2.4574533;6.221666;3.9203427;0.19143742;2.4091241;1.4329618;4.596072;0.651621;0.35270292;0.19143742;1.1591412;0.5123294;1.4806744;3.442544e-05;9.023691;1.0654068;0.966073;0.14077643;-6.840066990851364;1.095753581663871;10.249940640408033;1.9889573906217493;0.5630040016914369;1.0829231221992992;0.8268292682926831;0.3988904802360421;0.8780487804878049;0.6341463414634146;0.34146341463414637;0.16312657689931487;-0.08326703777671784;-0.14419046612756753;0.25327975276285375;0.5714285714285715;0.9767822242252483;0.7543417366946781;8.265736840625959
1965;415.00345;11.813012;2.7459157;2.9839256;6.418094;6.031138;1.145252;4.007492;0.8724641;6.268687;2.3426168;5.411916;2.2334023;2.8040807;4.007492;0.56263834;5.7252927;2.3426168;2.3760653;0.6311084;0.98645467;0.14621185;1.1638706;9.14894;2.729808;3.655936e-05;4.8751287;0.9114292;0.9947336;2.7521818;;;;;;;;;;;;;;;;;;;
1966;545.9562;72.34004;6.620022;7.424058;9.359578;6.4817777;0.89990693;4.091173;0.37807542;7.0774364;4.3175783;2.5882866;1.7496918;6.1694293;4.091173;0.37807542;1.7479644;1.462519;1.3570887;0.69003993;0.96335727;0.37807542;1.1561899;9.851761;1.9041963;4.545068e-05;6.2902617;0.94322467;0.997879;1.7907802;;;;;;;;;;;;;;;;;;;
1967;569.79565;30.288618;2.9858415;6.486948;5.328935;3.3944898;1.9065763;6.469188;0.93173283;2.6582873;4.4823794;2.9449325;0.9145326;2.6664057;3.859802;0.3157857;2.6582873;3.0514522;1.0846585;0.9145326;0.5211232;0.3157857;1.0025448;3.151336;9.298333;5.993204e-05;7.936121;1.0977612;0.96574455;0.84390175;;;;;;;;;;;;;;;;;;;
1968;494.49374;52.309723;4.7955675;7.5777645;9.211745;6.794371;1.3420888;4.612;0.15578319;4.664187;4.213756;8.711822;1.7318953;1.8011227;4.612;0.11818204;4.664187;2.522912;4.78776;0.58985263;0.75831896;0.11818204;1.07263;4.895316;9.909839;5.5722085e-05;7.118164;1.0207397;1.0928617;0.09131043;;;;;;;;;;;;;;;;;;;
1969;501.96606;33.892113;2.533581;1.6658574;2.6550417;5.410588;2.4157872;5.977649;0.64587355;6.960492;4.699561;9.760834;2.3831456;1.1123515;2.8393846;0.64587355;5.2934365;1.7246889;4.3642673;0.73540175;1.527649;0.18192048;1.1187071;0.66953605;9.518829;1.5689542e-05;5.117342;0.9670612;1.0514854;2.333323;-9.733950328117025;-1.0946618058475508;11.252766276692382;3.0009215193788066;1.272358147313026;1.564418811936278;0.6942508710801395;0.43085748138719054;0.7560975609756098;0.4878048780487805;0.3170731707317073;0.2629491717938775;-0.24663664661359647;-0.3188753519244764;0.3486427336403177;0.7380952380952381;0.9760718849230674;0.67390289449113;9.087588445465466
1970;462.44284;77.69543;4.802183;7.5697684;2.8350174;5.4125977;0.60591197;3.373886;0.9858531;7.159483;4.98308;8.6650505;0.77980083;4.617524;3.373886;0.30066547;4.221591;1.3951026;7.220019;0.77980083;0.603331;0.30066547;1.0145828;2.3227925;5.356449;6.1634746e-05;7.342657;0.93201524;0.975529;0.53549254;;;;;;;;;;;;;;;;;;;
1971;593.8917;23.421883;2.1423352;8.071034;9.540806;6.304558;1.4582298;5.523243;0.62981516;2.3311327;2.1287136;6.2676983;1.7464103;4.5044665;3.794591;0.5253789;1.5008079;2.1287136;6.7704015;1.0570065;0.85214615;0.2703505;1.1184562;4.8242526;8.55984;5.1667503e-05;4.1543274;0.9827825;0.97539395;1.8583014;;;;;;;;;;;;;;;;;;;
