[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
460.59293;75.764435;9.723273;9.240882;57.611202;5.2161427;2.372299;0.60342187;1.5315782;1.9163706;1.9476789;55.44589;0.53947216;2.3314893;0.60342187;1.2005286;1.7871937;1.5033327;17.961996;0.53947216;2.1940184;1.2005286;0.9975723;0.0;0
473.85455;71.115036;2.08898;9.192406;59.407207;3.2288685;1.1024743;1.5796757;0.9726978;2.4044244;0.6208771;52.628998;0.57561946;1.0364015;1.0489974;0.9726978;1.5495692;0.6208771;11.715167;0.57561946;2.346445;0.9726978;1.002763;0.0;0
447.19946;77.03528;2.288661;5.568184;54.225376;5.425703;0.5811696;1.8969626;1.4008505;0.7971376;1.7798877;54.225376;1.0731814;1.5525787;1.0349697;1.4008505;0.7971376;1.7798877;10.957909;1.0731814;2.4442346;1.4008505;0.98105794;0.0;0
552.6311;74.31113;6.6208367;8.727434;59.16798;4.090025;1.4266367;2.3567674;1.3455712;2.1419961;2.2968628;51.673462;0.7410634;1.7367845;1.7613062;0.6996574;2.045662;0.7453003;8.7823305;0.7410634;2.1716173;0.6996574;1.0068107;0.0;0
586.0007;72.04082;2.2825623;7.3746576;58.957085;3.1438031;0.58392704;2.0369012;1.6137338;2.4003632;2.4818404;53.505375;0.9135845;1.846383;2.0369012;1.6137338;1.6278405;2.387302;12.334293;0.9135845;0.67141104;0.9094658;0.9984342;0.0;0
499.58636;79.610695;2.0470803;4.14632;50.184864;4.2243724;1.0176488;1.7369664;1.0295964;2.1392682;0.5500023;50.184864;0.75616974;1.9044068;1.7369664;1.0295964;2.1392682;0.5500023;15.480526;0.75616974;1.2588397;1.0295964;0.9883682;0.0;0
528.5997;77.19648;7.001403;6.0119386;52.39254;6.680123;1.8364961;1.5167491;1.1598895;1.6000406;1.3217019;52.39254;0.6019221;0.58355737;1.1746761;1.1598895;1.3249621;1.3217019;14.653109;0.6019221;0.8810329;1.1598895;0.99850744;0.0;0
573.43445;75.92994;6.529783;1.9612106;57.99883;5.160232;1.4141881;1.4133703;2.421768;2.3434753;1.0212066;56.114586;2.4445655;1.6308099;1.2425817;1.6862631;2.0641215;1.0212066;14.476256;1.1100086;0.7648287;1.6862631;0.9598328;0.0;0
599.7659;78.48867;2.8814068;5.4114375;56.65092;4.624368;1.1543145;1.3743298;1.4766759;0.525472;0.8975595;56.65092;1.1497506;1.4174539;0.8657422;1.4766759;0.525472;0.8975595;13.091723;1.1497506;2.4512393;0.55963993;1.0277704;0.0;0
522.7033;75.4387;8.390928;8.452809;52.228878;8.667438;2.0987122;2.1116643;2.196355;2.2249238;1.8494501;52.228878;1.5010254;1.149644;2.1116643;1.7157404;1.794639;1.3164817;9.021951;1.5010254;2.4686124;1.256462;0.97309834;0.0;0
577.9559;74.4147;1.8577827;6.225684;57.814697;6.7687993;1.1729953;1.2129154;2.4230402;1.8859427;1.2856666;57.814697;1.1528405;1.1863068;1.2129154;0.71963495;1.8859427;1.2856666;11.273692;1.0299711;1.1881689;0.71963495;0.9990214;0.0;0
581.7217;71.89447;3.9264317;4.3764787;53.165558;6.6964025;0.8201642;1.1287329;2.1199734;1.2790362;2.115348;50.235275;1.2939897;1.5673766;1.1287329;1.4796922;1.2790362;0.6813425;18.773458;1.2939897;0.7061115;0.58404154;1.0473214;0.0;0
558.2903;71.533905;7.6236954;6.9383926;56.02145;2.9230633;1.0586758;2.2853606;1.2908776;2.2212276;1.8542405;54.534843;0.53837407;0.9194279;1.7013359;1.2908776;1.2500969;1.8278706;14.619352;0.53837407;1.8658019;1.2908776;0.96374196;0.0;0
492.18628;74.319695;6.486501;9.789385;59.346577;7.725512;2.404742;2.2430563;0.8965711;1.9749408;1.1846374;50.97019;2.2914279;0.77536935;1.9479645;0.8965711;1.87261;1.1846374;14.727982;2.1400266;2.348538;0.65079844;0.9594581;0.0;0
416.2308;74.559746;6.360646;1.514082;52.396183;1.2356522;1.0002341;1.9731704;2.1084964;2.0924234;0.8198042;51.91497;1.2356522;0.8026976;1.9731704;2.1084964;1.5037692;0.8198042;12.048869;1.1195776;1.4483967;0.9309036;1.0410998;0.0;0
403.1611;77.33312;7.1450944;3.9063153;50.553677;2.843766;1.2248633;1.8092386;1.7314373;1.0701996;0.69633806;50.553677;1.8569396;2.170019;1.8092386;1.4485346;1.0701996;0.69633806;15.301789;1.0010247;1.6285589;1.291124;0.9919456;0.0;0
495.44012;74.42085;6.7828107;2.3190472;56.601387;4.656523;0.8499553;1.2277532;1.1362001;1.650795;1.1727389;56.601387;1.3460435;1.3646916;0.68908286;1.1362001;1.3464439;1.1727389;11.8319025;1.3460435;1.9374878;1.1362001;1.0106819;0.0;0
498.8629;75.931595;8.855864;9.608222;57.284214;8.991434;1.7953753;2.032606;2.1173518;1.2177081;1.3153845;53.00681;1.4008458;1.0288956;2.032606;1.993415;1.2177081;1.3153845;16.693146;1.4008458;2.281911;0.56770855;1.0087211;0.0;0
481.47247;78.32519;6.075783;5.867707;53.12579;1.1551712;1.0537584;2.0709574;1.6512444;1.8111789;0.6850475;50.3609;1.1551712;0.63588935;0.7444896;1.6512444;1.8111789;0.6850475;6.377397;1.1551712;1.5413065;1.6512444;1.0405107;0.0;0
513.6335;79.93335;4.5516887;2.0799892;54.68411;4.948281;0.9191341;1.5103335;2.061788;1.979926;1.4675758;52.872547;0.71929413;2.2461615;1.1840132;1.6066666;1.979926;1.0574758;18.816402;0.60605615;1.5266087;1.6066666;1.0161272;0.0;0
510.43253;73.22525;7.8714128;6.4707475;55.010902;1.9903346;1.6740239;1.2758428;1.5143015;1.7934775;2.1115353;52.009647;1.7679932;2.3841674;0.96776307;0.6590726;0.5741007;2.0517795;13.791019;0.883686;1.4289315;0.6590726;0.9996815;0.0;0
567.32263;79.01955;3.2590811;5.4538236;58.159473;2.9934356;2.0291011;0.73701894;1.7250258;2.2577875;1.0560544;54.50506;1.4594755;1.9840665;0.73701894;1.1302298;1.6682942;1.0363688;5.579925;1.4594755;1.2648464;1.1302298;1.041531;0.0;0
421.7314;78.06051;7.8122873;1.4398162;56.93079;4.588769;1.6831608;1.657812;1.2301594;0.7564915;0.65476316;50.286728;1.2673516;2.1777298;0.7582498;1.2301594;0.7564915;0.65476316;5.6710715;1.2673516;1.3116117;1.2301594;1.0495702;0.0;0
445.03552;70.68007;3.4478543;8.767083;52.72984;1.7961495;1.4969623;1.5417026;1.191803;1.6045281;2.324592;52.09547;1.7961495;0.783634;0.54002345;1.191803;1.6045281;2.145085;15.510089;1.2461202;1.4144864;0.7434911;0.9695948;0.0;0
558.601;73.34159;5.271465;7.353686;52.73012;8.448348;2.446829;1.7744064;1.9413364;1.5731535;1.1247475;52.73012;0.9486938;1.1364634;1.6897185;1.7623502;1.5731535;1.1247475;6.72489;0.5889264;0.67504334;1.4574802;0.95299196;0.0;0
569.5674;72.19043;7.6266594;0.947673;53.24965;1.6545917;1.0700108;0.52687097;1.2650328;1.9977264;1.1676532;53.24965;0.953284;0.72066927;0.52687097;0.5539549;0.77503353;1.1676532;9.985482;0.55151093;1.4965237;0.5539549;0.9961496;0.0;0
598.96484;76.643845;6.611699;9.633018;51.45953;6.2266026;1.4456283;1.749101;1.3111968;1.4674174;0.69584066;50.565395;2.335366;1.4113215;0.62207186;0.77189785;1.2728323;0.69584066;5.667476;0.8642727;2.387259;0.77189785;1.0006636;0.0;0
574.5824;75.55299;1.6797704;2.34934;51.342785;2.3857522;0.8823217;2.1448722;1.09624;1.0076405;1.717694;50.737206;0.6798034;1.2195103;1.8458626;1.09624;1.0076405;1.717694;15.75736;0.6798034;0.9984855;1.09624;0.9871714;0.0;0
577.9798;74.94851;4.963693;0.9023843;58.174114;1.8693484;1.5059552;1.6778111;2.09327;1.008018;1.9164432;50.762768;1.8693484;1.8427625;0.7161063;1.7019536;1.008018;1.9164432;16.646816;1.8693484;2.4489205;1.7019536;1.0401291;0.0;0
462.8696;77.635635;8.287886;4.7881713;58.31705;5.1107883;1.4711626;1.4038225;2.1558475;1.1697904;1.016748;52.903854;1.8786995;1.6746722;1.4038225;2.025616;0.505507;1.016748;6.5312185;1.8786995;1.5718892;1.2856635;1.038411;0.0;0
480.33234;73.333084;9.970561;2.1811204;52.6008;4.043307;2.043277;2.4914484;0.81449085;1.3301678;1.2397528;50.16673;1.9831159;2.1327794;2.358488;0.53610516;0.5320556;1.2397528;13.036555;1.956729;1.4409513;0.53610516;1.0143878;0.0;0
453.61703;73.82752;5.1478615;6.088346;58.503967;1.3114392;1.414064;1.7278284;1.8725797;1.8701377;2.4123707;58.503967;0.60685664;2.0580802;1.5087026;1.5078028;0.755924;1.0213436;12.05123;0.60685664;1.6719568;1.5078028;1.0248268;0.0;0
521.2599;78.65634;1.6819241;3.7340095;55.707348;1.4906515;0.7860677;2.095958;0.9911936;1.340066;1.6399636;53.01336;1.4906515;0.91873753;0.6068195;0.9911936;1.0715979;0.5203626;15.908065;0.88420343;1.8387166;0.9911936;0.98275244;0.0;0
587.76105;79.722084;4.23229;2.5851207;57.12158;3.622559;2.3993366;0.94415975;0.98753107;0.9400633;2.1048267;52.946217;1.396492;1.575582;0.94415975;0.98753107;0.8237861;0.59264916;10.059893;0.7442098;2.423795;0.98753107;1.0338176;0.0;0
468.9282;77.76357;5.3582993;9.866639;58.804443;8.023793;1.0355847;0.88797325;0.8810356;0.7722031;1.2148205;55.604286;0.62676346;0.9141821;0.88797325;0.8810356;0.7722031;1.2148205;18.225348;0.62676346;0.7895129;0.8810356;0.9597884;0.0;0
511.40036;72.17071;1.5681996;3.927834;53.083443;8.64768;0.9897433;2.3471398;0.94414985;1.9088353;1.1431559;53.083443;1.6490225;1.9686509;0.52610564;0.53370327;1.5275272;1.1431559;15.318582;0.8585569;1.4045879;0.53370327;1.0496888;0.0;0
459.25992;71.12652;8.764757;4.6740727;56.62226;1.5038515;2.3034964;2.3547218;1.2912219;0.7228565;0.7910351;56.62226;1.2452542;0.65737534;1.3568084;1.2912219;0.7095439;0.7910351;13.06757;1.2452542;2.0108886;1.2912219;0.9955289;0.0;0
433.96;72.09205;5.802999;3.5775852;53.085335;2.462732;1.8250805;0.7565982;1.0857385;1.0935723;0.94264627;53.085335;1.8826025;2.2602024;0.68317205;1.0857385;0.98610187;0.65192246;9.889549;1.8826025;2.2753165;1.0857385;1.0211247;0.0;0
439.0371;74.227615;4.6866517;8.516582;59.02915;3.9857228;2.27179;2.4272351;0.91290367;0.9251695;1.4530584;51.351414;0.90694064;1.0421035;0.5744021;0.5945012;0.9251695;0.60003716;18.254318;0.90694064;1.9413749;0.5945012;1.0052266;0.0;0
411.58908;72.366974;4.514379;2.690735;52.995857;6.8157344;1.0755445;1.9581729;1.7558753;0.66851604;1.0436105;52.995857;0.52758086;1.3669161;1.9581729;1.5664247;0.66851604;1.0436105;10.007288;0.52758086;1.8095086;1.3061829;1.0252749;0.0;0
589.8587;79.010414;1.1576077;2.0616834;56.253338;3.4949944;0.60488147;1.098159;2.0897636;2.2690125;1.1125482;56.253338;0.62369686;1.9594183;1.098159;1.1370795;1.8208449;1.1125482;13.757924;0.5426885;0.67637444;1.1370795;1.0409796;0.0;0
480.57593;76.70723;5.621768;8.921266;51.910267;2.9189355;1.366548;0.935868;1.3657972;0.64369965;1.6371025;50.04279;1.2986498;1.8382391;0.54949653;1.1407745;0.64369965;0.925588;15.470641;1.2986498;1.5409724;1.1407745;1.0365727;0.0;0
566.82416;74.16729;5.227742;2.568574;53.697796;6.253278;0.9902225;1.802932;0.51546544;0.9734507;1.9966449;50.72064;0.9022087;1.4616753;0.74731755;0.51546544;0.9734507;1.6097783;11.55665;0.9022087;1.6079311;0.51546544;1.0499159;0.0;0
536.26587;72.73812;4.047556;8.707236;53.51399;7.1010947;1.9601507;0.69487447;1.6975459;0.84081435;2.497078;53.51399;2.158276;2.3978245;0.69487447;1.0511583;0.84081435;1.0671061;15.906425;2.158276;1.5421379;1.0511583;1.0103345;0.0;0
438.38425;73.80661;6.8939633;6.1614175;57.503246;5.3362317;0.9302291;1.9212354;2.1582396;2.2056525;0.64864624;56.758686;0.8648567;1.8679122;1.3728938;0.629908;1.6735215;0.64864624;7.04133;0.8648567;0.60831445;0.629908;0.9930128;0.0;0
435.09244;74.760506;4.6403933;8.392682;52.86595;6.9830685;0.65621716;2.1443312;1.7269377;2.290458;1.2783992;52.86595;0.7620869;0.5229384;0.9808451;0.5756681;1.3978972;1.2783992;19.892153;0.7620869;1.8907127;0.5756681;1.0425285;0.0;0
562.39764;77.13822;6.1030526;1.5384384;53.274086;0.9373215;1.4457936;1.5179834;2.1907253;1.6080375;1.2250928;50.074818;0.9373215;1.1199585;1.1798528;1.3398181;1.6080375;0.7295026;11.310343;0.9373215;2.3560252;0.7854609;0.9552022;0.0;0
452.94235;70.89342;8.953886;9.66895;50.094147;3.8835108;1.0640776;2.1511738;0.52317774;1.9017799;1.0200161;50.094147;2.27835;1.8018565;1.1800525;0.52317774;1.1379654;1.0200161;15.231773;1.7477183;1.0181108;0.52317774;1.016545;0.0;0
582.65704;78.48833;4.211369;3.6278408;53.15837;6.446346;1.009207;1.8491668;0.9470343;2.1872137;0.7319451;53.15837;1.8769629;1.9470264;1.8491668;0.9470343;2.0090666;0.7319451;15.4956;1.7832955;1.9385848;0.9470343;0.9864542;0.0;0
428.01108;71.2756;4.5211067;1.4335052;52.721474;6.8236012;1.1291134;1.6571434;1.802699;1.1171365;0.95015377;51.717136;0.9664694;1.0040991;1.5900563;1.7389253;1.1171365;0.95015377;12.4475355;0.890521;2.2501976;0.7276043;0.9659839;0.0;0
535.54175;72.624504;8.779726;7.8604608;55.446075;2.6694825;1.112375;1.3534018;1.2520018;1.5356054;1.0984757;51.0447;1.342541;0.6691756;1.0771493;1.2520018;1.5356054;0.94794947;9.757234;1.0936828;2.4474032;0.5221416;0.98386997;0.0;0
562.8948;79.9359;4.1586547;2.523929;54.017803;3.9217186;1.3840001;1.8047723;0.8949937;0.51483035;1.5357381;54.017803;0.85787207;1.2567178;1.3539863;0.8949937;0.51483035;0.91568583;8.532339;0.85787207;1.2810746;0.54946;0.98245263;0.0;0
447.05127;71.902084;4.8982024;4.095118;59.804714;2.9599452;1.6538422;2.4486778;2.3302639;0.99827754;0.56397605;51.827084;0.59761477;1.2635062;1.7216228;1.8734187;0.99827754;0.56397605;10.633329;0.59761477;1.7218924;1.5738466;1.0370378;0.0;0
455.2415;71.01142;8.187391;6.311372;55.461323;9.076529;1.5770793;0.73563945;1.3071489;1.547004;1.5023321;55.461323;0.67172444;1.4819745;0.51576555;1.1594225;1.547004;1.3440431;7.916548;0.67172444;1.6833868;0.6419203;0.984637;0.0;0
592.90375;76.384056;6.285989;1.5244092;50.727486;3.5940573;1.69044;0.83744067;2.1883595;1.1691662;2.39238;50.727486;1.3251642;1.1325339;0.83744067;1.0800849;0.8111186;0.8951364;7.706891;1.3251642;1.8767995;1.0800849;0.9920103;0.0;0
452.91953;73.93129;9.398361;2.7375953;58.094852;8.926174;0.75748956;1.8260328;2.4314053;0.7850189;2.084814;51.158974;0.617557;1.4853966;0.6537349;2.1851895;0.7850189;2.084814;16.747078;0.617557;1.3124574;1.6638167;1.0181569;0.0;0
485.99142;70.91836;5.183033;5.3505573;50.53265;8.941088;0.61993027;2.4691362;0.55427873;0.6856592;1.7906268;50.53265;1.1180952;1.7098534;1.3883489;0.55427873;0.6856592;1.4788007;17.835976;1.1180952;1.8035182;0.55427873;0.9663281;0.0;0
486.5031;70.03742;5.2591405;4.739317;58.372295;5.683912;2.3635287;1.4991751;2.3957531;2.2013958;1.5074817;53.64837;1.7246791;0.64258915;1.4991751;1.8837686;1.5428298;1.5074817;10.272019;1.6160814;1.4555026;1.2424729;1.035275;0.0;0
450.60696;70.79162;1.2906482;5.973918;54.05471;8.824459;0.94595385;1.2920603;1.9406358;2.00289;1.3596807;54.05471;1.767078;1.1394463;1.2920603;1.4465412;0.79475105;0.7246387;11.047865;1.767078;1.5013211;1.3256097;1.0450821;0.0;0
555.1582;75.227356;2.695459;7.530559;50.616768;1.5976871;2.160725;2.4207695;2.0535545;2.071899;1.0552181;50.616768;0.8772611;2.0419104;2.2970176;1.120311;0.63164407;1.0552181;13.25674;0.8772611;1.0385072;0.5301976;0.98122674;0.0;0
554.3699;72.30893;5.813994;4.11223;59.773655;2.0480866;0.63210845;1.0576757;0.87056375;1.8622704;1.7021008;51.705772;2.0480866;1.7277277;1.0576757;0.74022335;1.8622704;1.7021008;12.568168;0.9436491;0.72591305;0.74022335;1.0382994;0.0;0
475.6636;77.77552;2.602707;4.580092;54.954254;4.6011286;1.8517792;1.1577102;0.85304415;0.84894514;1.4525621;53.768547;0.76747787;0.7210163;0.5020748;0.85304415;0.7529641;1.1433815;14.229377;0.76747787;2.417907;0.85304415;0.9864381;0.0;0
567.02515;78.57509;5.027609;3.3786705;58.54813;7.1952834;1.706323;1.3439187;1.4465439;1.97273;2.0804238;51.15946;2.023361;1.2801121;1.3439187;1.4465439;1.390507;1.5998157;12.334062;1.0109648;2.3006084;1.4465439;0.9760659;0.0;0
442.615;71.44833;3.4781864;3.9912426;54.20558;9.731995;1.4252853;1.5386542;0.8054486;1.6126206;1.1298022;54.20558;2.1070416;2.1984842;1.0022128;0.8054486;1.6126206;1.1298022;9.993494;1.4444084;0.82829547;0.6447795;0.9862708;0.0;0
400.86115;73.3702;1.0894014;1.3643655;54.616074;5.148437;1.2475063;0.6080694;1.9340649;0.5304287;0.9894974;54.616074;0.83178663;1.3293138;0.6080694;0.9475649;0.5304287;0.9894974;13.492411;0.83178663;2.4500222;0.9475649;0.99692357;0.0;0
514.23346;71.465744;5.223496;6.1791296;53.623642;0.9671751;2.2287629;1.3051674;2.3053284;0.6009882;2.0223644;53.623642;0.9671751;0.51422215;1.0896449;1.3599147;0.6009882;0.9333354;10.848702;0.9671751;1.1235197;1.3599147;0.9774676;0.0;0
598.81555;72.86693;6.781057;2.4722865;53.68922;2.551685;1.9061949;1.6653659;2.40255;0.93887305;1.5965972;53.68922;2.249197;1.520508;1.5090572;1.8499357;0.93887305;1.5965972;17.306684;1.6594244;1.6791449;0.73204446;0.9732056;0.0;0
407.72885;72.392044;3.9779267;7.418209;57.93455;4.8858476;1.793617;0.74734324;1.1065696;2.0758932;2.0400748;54.01887;0.9073311;0.8345827;0.74734324;1.1065696;2.0758932;2.0400748;8.371368;0.87453455;1.5444348;1.1065696;0.9991399;0.0;0
441.5996;77.86865;7.9663954;1.2839606;50.307846;7.178848;2.3551283;1.4222586;1.5340487;1.7004716;2.1373062;50.307846;0.677669;2.0768852;1.4222586;1.5340487;1.7004716;2.1373062;12.774614;0.677669;1.8558037;0.82081354;1.0216628;0.0;0
503.78293;73.454796;2.2290907;1.4448711;54.89864;6.23744;0.63433117;1.1145765;0.87901664;1.695532;1.6517215;54.89864;0.9308955;2.0362887;1.1145765;0.87901664;1.6476043;1.6517215;17.055117;0.9308955;2.3190005;0.87901664;0.9780571;0.0;0
561.98816;74.95565;1.7307547;3.4906738;52.65557;8.87257;1.9981872;0.7230447;1.1727315;2.4744112;1.4932867;52.65557;2.1225479;1.5447811;0.7230447;0.6024727;1.9231337;1.0258722;5.828419;2.1225479;1.0245984;0.6024727;0.99507016;0.0;0
417.8084;76.73895;9.407058;4.8894787;55.56719;3.3167977;2.4358175;2.3320293;1.0531166;1.4913445;2.4406435;54.474545;1.1029826;2.0299911;1.6674656;1.0531166;1.4913445;0.89192724;18.743256;0.78283936;1.4781779;1.0531166;1.0366389;0.0;0
479.04694;78.222565;9.287075;7.211836;52.15212;5.8139677;2.4426055;1.2159404;1.5321434;1.4198858;2.1873548;52.15212;2.046132;0.92601544;0.7037772;1.411814;0.8713841;1.0246226;8.703307;2.046132;1.7467734;1.411814;0.9628923;0.0;0
549.41516;73.01209;4.5995526;7.1988688;53.487507;2.2126932;0.8469395;1.4857988;1.0289863;1.4249547;1.876813;51.84599;1.2089398;1.9127653;0.9670784;1.0289863;0.6474811;1.876813;19.609243;1.2089398;2.4163306;0.83760923;1.0441031;0.0;0
474.30865;72.09221;4.72138;9.75775;55.33258;6.771702;2.1196792;1.5495067;0.5360583;1.1230903;1.6351312;52.96472;2.205329;2.1294603;1.2862127;0.5360583;1.1230903;1.1970867;5.8531957;1.2504127;0.9633084;0.5360583;1.011138;0.0;0
437.76727;79.78453;8.6444235;4.0999646;57.418083;7.8374033;0.6177273;0.8318537;1.0307202;0.9377393;0.78940845;50.325405;1.2856966;2.4008257;0.8318537;1.0307202;0.9377393;0.78940845;11.602417;1.2856966;1.4731234;0.6563333;0.9506311;0.0;0
439.09915;73.20148;5.727742;1.4400938;59.459686;5.5720887;1.8841263;1.6329793;0.7702336;0.6423027;0.5186684;59.459686;1.91976;0.8752946;0.77447164;0.7702336;0.6423027;0.5186684;12.999303;0.7435161;1.0072013;0.7702336;1.0045185;0.0;0
482.00977;76.71068;1.9657354;8.737506;52.431293;4.977865;1.7825731;0.9916944;0.5788736;1.1257257;2.0277116;52.431293;1.8908763;1.2029026;0.9916944;0.5788736;1.1236044;0.74856675;9.317417;1.8908763;1.9300232;0.5788736;1.0195329;0.0;0
495.88342;76.77841;1.9453484;7.548803;54.829136;2.5913768;1.4114475;1.7101238;1.4442809;0.73459834;0.84896624;52.634586;0.5561342;1.7522097;1.134626;0.7677598;0.73459834;0.7051519;17.605097;0.5561342;1.0947403;0.66437066;0.99596035;0.0;0
572.36285;75.1403;2.0932896;1.5199095;53.486473;9.40004;1.1889927;0.73464376;1.7825862;0.7981048;1.6114091;53.486473;0.9118946;1.9495742;0.73464376;1.7825862;0.7249364;1.6114091;7.0294895;0.9118946;1.676685;1.7825862;0.97858757;0.0;0
528.4505;72.28448;8.004963;1.6583798;56.060368;6.4161434;0.9782691;2.0840058;2.3102133;1.6617285;1.7165525;50.12861;0.50077444;0.715348;1.7951008;1.38316;0.9269779;1.6217515;7.5078273;0.50077444;1.0618211;0.9013957;1.0307257;0.0;0
538.0804;71.41457;6.377256;5.237387;53.664803;8.318006;1.1988139;2.2269247;0.9121673;0.94638973;1.8597342;51.479156;2.2312717;2.4359143;1.091536;0.9121673;0.94638973;1.8597342;6.06421;1.4710022;2.049403;0.9121673;1.0380694;0.0;0
596.5974;74.87016;3.6278722;4.008969;50.969692;1.1206899;0.6987822;2.4608233;0.6518268;0.8346936;1.5383972;50.969692;1.1206899;0.5691075;1.0285512;0.6518268;0.8346936;1.5383972;8.085902;0.6827913;1.8114672;0.6518268;1.046526;0.0;0
482.36868;75.1093;2.3748682;6.326986;56.143967;3.1869116;1.1045918;2.2909908;1.9562571;1.5531873;2.0864077;56.143967;1.1005445;2.167453;2.2909908;0.9912508;1.5531873;1.086872;14.628033;1.1005445;0.99685085;0.9912508;0.9638022;0.0;0
480.67087;77.733665;2.023518;2.8943644;50.355633;5.2897763;1.5155115;1.8283507;1.5348456;0.51794034;1.2794843;50.355633;1.0419513;1.3887892;1.7894636;1.5348456;0.51794034;1.2794843;8.274781;1.0419513;2.3935351;1.1711496;1.0412852;0.0;0
584.6694;77.098335;7.6466265;9.629986;50.430424;5.7796793;1.529422;0.78922975;2.3298802;1.6497023;0.6782577;50.430424;1.1189777;1.4760659;0.78922975;2.072251;1.6497023;0.6782577;7.3016887;0.6420908;2.1614316;1.3705415;0.9992973;0.0;0
449.1751;79.120415;8.9613495;5.560429;58.84221;4.5852466;1.6538713;0.6746426;1.433371;1.2699091;2.240939;50.549736;0.5404548;1.9189813;0.6746426;0.88247395;1.2699091;2.2386017;5.8017807;0.5404548;2.3786862;0.88247395;0.958187;0.0;0
545.9631;79.7086;5.7328134;7.7315416;58.70281;3.9693055;1.9542937;0.65813035;2.235744;1.0735221;0.7127259;58.70281;1.1764661;0.9128834;0.65813035;1.519515;1.0735221;0.7127259;9.247581;1.1764661;1.7181433;1.0062925;0.97998023;0.0;0
550.9146;77.27851;7.931662;2.0446386;55.62714;4.998375;0.7332273;2.1799183;0.6300904;0.6264319;1.610244;53.4794;1.3909745;1.546551;0.6573492;0.6300904;0.6264319;1.3234674;9.693434;1.3909745;2.499947;0.6300904;0.9998479;0.0;0
419.5576;70.765114;3.4764686;6.514018;50.180027;4.2303553;2.2001634;2.029721;2.4880354;0.97925127;0.57709926;50.180027;0.6697688;1.0638802;0.92912173;0.9944936;0.97925127;0.57709926;17.669521;0.6697688;0.8781059;0.9944936;0.98796904;0.0;0
493.64627;74.051186;6.2295403;8.773136;53.431057;1.2644458;1.2317202;0.94508183;1.3244178;2.0150323;1.7263855;53.088684;0.7300726;0.8845256;0.58167964;1.0212582;2.0150323;1.2677126;6.666414;0.7300726;0.5733162;1.0212582;0.95949477;0.0;0
440.1125;76.08802;4.8861537;1.1092148;53.462677;7.203993;0.88250107;0.9730055;2.2341144;1.3443257;1.1599181;53.462677;1.1581267;1.4390187;0.9730055;1.1688068;1.3443257;1.1599181;17.29114;1.1292831;2.0687742;1.1688068;1.0354587;0.0;0
437.07504;75.90195;1.6980171;5.8138742;57.208904;7.9188104;0.85876554;0.6932128;0.5730487;1.7853559;1.773817;55.759945;1.2984229;0.68950266;0.59807295;0.5730487;1.7624284;1.0563729;11.281285;1.2984229;1.6693145;0.5730487;0.9925851;0.0;0
492.76562;71.81444;5.3350377;3.1455307;58.119087;3.7323673;2.1118443;2.443708;0.87484616;2.1921203;1.3695993;52.099133;2.150103;1.4424275;1.2699966;0.87484616;0.60702854;0.95625687;10.574334;0.8867258;1.1055883;0.87484616;1.0227885;0.0;0
457.88596;75.829445;8.60576;5.253338;53.542397;9.689913;1.4560089;1.0023023;1.676173;2.1863344;2.3666022;51.627243;2.1888108;1.8832424;1.0023023;1.0239009;0.65335226;1.5911987;13.238125;0.8300144;0.58530366;1.0239009;1.0439727;0.0;0
559.2121;73.4968;1.371221;8.325556;54.217396;9.880966;1.0151656;2.1954253;0.5304226;2.1202583;1.0034112;54.217396;2.132264;0.7016204;1.6382473;0.5304226;2.1202583;1.0034112;18.45543;1.3266437;0.85556614;0.5304226;0.95244515;0.0;0
581.521;73.38927;5.2416644;7.179643;52.246597;6.073967;2.3628073;2.0303419;1.6185687;0.7809659;1.0925345;52.246597;1.7727017;2.1066482;0.6555244;1.2852724;0.7809659;1.0925345;18.78132;1.7727017;0.7194707;1.2852724;1.0171968;0.0;0
560.5441;78.34007;8.846694;7.765942;57.279182;8.126212;1.6723269;2.1042757;1.0417107;1.8983625;1.2314273;54.88071;2.4142733;1.7148025;1.2603574;0.6865523;1.7149323;1.2314273;18.19725;1.6015835;2.1778111;0.6865523;1.0459313;0.0;0
453.20618;74.21933;8.089655;2.826314;53.491528;5.8643565;1.7685615;1.7572262;1.5603697;0.86518085;0.6539194;53.491528;1.3566276;0.5608741;1.5945885;1.5603697;0.7649307;0.6539194;15.738625;1.3566276;0.88453054;0.7152005;1.0296527;0.0;0
454.82687;75.27396;5.3903947;8.475931;57.054802;3.2760096;0.9958265;0.9263255;1.9974803;1.7880236;2.2267883;57.054802;1.9226235;2.0852036;0.9263255;1.6238953;1.1785698;1.5978117;13.566124;1.7575313;1.9695275;1.6238953;0.96690065;0.0;0
450.94568;75.62873;2.4592361;6.487328;57.069;1.5372201;1.2995987;0.9405696;1.7535436;1.3632859;0.6915527;52.60769;1.5372201;0.64728457;0.9405696;1.3259693;1.3632859;0.6915527;15.822131;0.58441705;0.6755476;0.9840299;0.9515216;0.0;0
427.00763;75.62997;8.621589;1.5306493;51.562138;4.034345;1.1139827;2.367209;1.9902016;2.3715515;0.9025171;51.562138;0.6474762;2.3839154;1.6254472;1.3663518;0.81929016;0.8818633;6.9101553;0.6474762;2.4468224;0.9901726;0.9986911;0.0;0
