[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
346.08298;966.81146;298.71802;34.76705;5.958988;1.8449789;1.5532782;1.7930561;0.7221753;788.7793;251.9316;747.2309;68.795364;2.8638177;1.0449636;1.0707244;1.1780155;1.2989917;0.88123006;0.0;0
955.3494;592.62866;249.50111;63.06434;2.4484515;0.6233067;0.7635475;1.4729396;1.3588017;54.307827;314.5011;785.3457;27.151945;1.3234782;1.4683882;0.49302027;0.7264171;1.381166;0.8722354;0.0;0
251.16078;522.5624;871.362;34.213474;0.4459399;1.8488187;0.6215772;1.0000247;0.4009451;615.0695;425.21045;246.11244;12.161581;2.4172997;1.7005074;0.30571592;0.7562888;0.1415355;0.99199945;0.0;0
107.93526;848.87714;469.2079;68.28538;8.561658;1.6037303;0.03861189;0.82152224;1.9329213;345.08023;676.9905;571.3381;44.69094;2.638999;1.9261006;1.5975227;0.053414684;0.50520456;1.1015543;0.0;0
755.96954;37.272144;686.7088;77.56432;4.928144;1.4583726;1.5769362;1.7185885;0.88770473;520.98706;951.92664;291.94977;36.913975;1.2620015;0.22755177;1.7254156;1.3464711;1.6523038;0.9070707;0.0;0
882.2257;779.3812;962.498;82.86773;6.191115;1.9386159;0.3314909;0.39890906;0.03115659;370.1169;994.7953;977.626;35.524235;6.9782777;0.77463603;1.60729;1.4926953;1.0429374;1.004332;0.0;0
285.3322;125.438;306.19598;18.016436;4.8901076;0.65605384;0.45999706;0.15877798;1.3140978;941.6391;692.35156;305.84872;0.8660136;6.6676555;1.0556444;1.2399328;0.45380682;1.6308908;0.8139156;0.0;0
210.06721;842.3703;763.5876;18.289461;6.1932125;1.8321291;0.5603573;1.7050239;0.24945727;601.1852;418.31497;865.4094;77.951996;5.8968954;1.1605761;0.15852194;1.5389848;0.5188653;1.2153661;0.0;0
193.90848;533.88446;32.53648;5.3261714;6.273455;0.20582315;1.7406518;1.7144272;0.18694259;848.1331;77.77246;703.3179;74.006454;8.693485;1.8214517;1.0663029;1.3583186;1.8776034;0.8482833;0.0;0
526.7922;70.518105;113.07501;49.136097;0.16025496;0.96124816;0.5829218;0.4937221;0.056873377;264.158;597.0572;965.9468;70.43476;0.54893816;0.9678911;1.903861;0.11850601;0.9312605;0.876599;0.0;0
473.73248;834.9126;170.24644;13.839608;5.3372583;1.1085024;0.8571096;0.39861482;1.7671058;370.96442;486.9103;722.2714;41.177116;6.073901;1.5349957;1.8132277;0.5387144;0.97828084;0.9620713;0.0;0
266.84543;37.040977;319.29416;31.92784;5.0260587;0.25439313;1.4972156;1.4454013;0.07701906;789.1965;674.01263;613.079;49.60383;5.8841386;0.905049;1.6153654;1.9998991;0.5945117;0.8192315;0.0;0
54.721386;146.98698;408.95734;84.05939;0.96721697;1.4773345;1.7856193;0.29533648;1.0790325;242.09671;964.8242;465.84314;66.40919;7.1723447;0.7744285;1.3917922;0.025833096;1.5891998;1.2277853;0.0;0
486.67642;799.84625;482.24573;94.871025;7.46136;0.95560616;1.5844532;1.2476825;0.9839785;999.9938;175.13785;476.42334;95.54585;3.2625287;0.5273889;1.0158834;1.8413048;1.3967463;1.0774684;0.0;0
959.739;470.2224;252.87804;82.22539;2.366235;0.9165255;1.0754735;1.4054569;1.8229655;663.4787;376.9136;11.230253;28.319849;4.2649455;0.61420244;0.88329;1.6364404;1.7298826;1.0801766;0.0;0
655.994;882.5748;75.55317;0.16477348;0.55470824;1.1670649;0.014336605;1.2477401;1.8231739;897.8508;580.3892;996.9497;74.77848;3.3949606;1.2762396;1.1866665;1.4578311;0.8534791;0.8505366;0.0;0
500.55148;639.07495;680.74786;56.845623;8.033558;0.27807623;0.32410613;0.8595875;1.8425548;113.469635;357.20648;571.94977;61.533676;3.9095125;0.12031332;0.95190156;1.1175975;1.6343558;0.9200943;0.0;0
119.58515;627.29346;33.42474;16.749348;8.652666;0.40805006;0.51466954;1.6341937;0.80600566;419.69125;184.28912;591.0969;63.51504;6.404065;0.6314835;0.8313591;0.51514995;0.8864338;0.8464531;0.0;0
259.91193;299.31274;811.3759;37.637115;2.4145405;0.369562;0.83339345;1.8606671;0.95226824;342.56204;602.56146;188.64015;9.455001;2.5904763;1.3527713;1.2003438;0.33548895;0.6144878;0.7897051;0.0;0
301.8262;142.34372;929.8633;42.849102;6.8785796;1.9043459;0.73075736;1.4143603;1.6530806;971.2541;48.98734;437.67648;76.41088;8.681371;0.18823381;1.8350701;0.12380721;1.9729316;0.96462345;0.0;0
767.1555;961.56067;713.2652;94.29978;0.059457235;1.5486479;1.0336686;0.843713;0.24911466;153.30165;383.27274;226.89348;41.13667;9.9387865;1.0855454;0.44504058;1.1274369;0.55290556;0.9794245;0.0;0
877.94366;113.74971;600.0009;63.4105;7.214288;1.063102;0.8299348;1.9914457;0.2376924;750.6816;972.9693;226.6355;33.019154;4.265835;0.9237999;0.27980313;1.7620028;0.40556157;1.087546;0.0;0
902.6254;533.7205;660.44836;26.83874;4.6535563;1.3223157;1.4548727;0.9043375;1.8442388;634.53815;483.4254;552.0649;43.30207;9.90805;0.13960172;0.3233455;0.31341022;1.1758038;0.9712629;0.0;0
984.7229;279.8429;655.6998;64.3152;7.926906;1.3034564;0.11393911;0.24136421;0.06857344;852.8441;110.57308;248.487;87.20493;4.826208;0.16211917;1.4013777;0.4872936;1.5343897;1.2445714;0.0;0
982.543;271.49927;932.38806;95.19136;3.9364095;0.5320666;1.9895091;0.37333864;0.7719189;977.51434;835.9461;669.93304;65.345566;0.20799313;1.2056309;1.7413805;0.30650565;0.2859845;0.99363047;0.0;0
953.4691;598.6404;964.66284;6.0099964;3.5172465;0.18234959;1.6876872;0.70240945;0.397943;807.83185;187.24843;382.86966;1.0344564;9.025381;1.0607516;1.5357269;1.2496008;1.6050602;0.9745098;0.0;0
81.10392;799.9548;432.44452;81.617165;8.409441;1.1143281;0.67658365;0.35052216;0.17713319;259.6312;258.32324;382.92947;23.52729;3.37054;1.444246;0.8138821;1.527417;1.9417444;0.8832223;0.0;0
146.4156;779.4077;620.9084;21.768066;0.39608052;0.53345454;0.7996362;1.558802;1.9479976;835.903;962.8131;705.18353;69.50046;0.6138473;1.2523462;1.134806;1.683551;1.0306046;1.0572622;0.0;0
311.42188;870.11365;804.779;15.395484;1.8797783;1.7482085;1.9277763;0.03807034;0.34024504;531.4915;777.35126;674.0154;87.57167;1.8518944;0.98934174;0.10230768;0.48095083;1.9320768;1.1560639;0.0;0
557.36926;299.97372;11.027776;89.896805;4.127167;0.47974557;1.8722506;0.8177078;0.86963;656.77655;328.68887;409.63843;53.85397;7.2436633;0.8693541;0.934703;1.40424;0.28348908;1.2333142;0.0;0
106.00811;471.09387;531.7457;0.28476074;5.967418;1.1499944;0.7924154;1.7576321;0.51978326;287.63763;650.79675;930.78564;59.262478;2.3377757;0.643554;1.4936746;0.906029;1.147142;0.82155275;0.0;0
847.339;19.241228;656.3476;74.13447;0.061074007;0.8459849;0.1286355;0.2442961;0.9874275;817.8558;492.88898;334.96774;28.180319;7.3352857;0.08981287;1.5861077;1.9790882;1.7693985;0.7635045;0.0;0
620.5886;749.38904;720.0334;8.814118;5.7557254;1.4883766;1.9760531;1.1564068;1.5361195;450.0176;893.5719;721.18646;14.094766;8.317726;0.16561091;1.2274463;1.4085948;0.91900045;1.2390126;0.0;0
546.94073;309.31967;375.1015;61.83773;3.7911406;1.9019849;1.3109692;1.8683594;1.3228368;810.2836;564.69073;795.75195;43.81293;9.101768;1.1603708;1.6657971;0.21426494;1.6539333;0.9582802;0.0;0
173.6582;565.8786;302.688;62.1276;6.3037205;0.8290264;1.3890736;0.15247668;1.1477821;432.98163;664.2036;226.08267;53.871754;9.063329;1.1635417;0.6970646;0.61555344;1.3129822;1.086804;0.0;0
260.72293;177.60728;190.32114;86.29133;9.070668;0.09826551;0.55644494;0.70595425;1.0262557;620.37646;157.64644;479.4594;56.504147;1.8138599;0.09991536;0.18476579;1.3578969;0.527931;1.2249824;0.0;0
168.70891;821.2055;562.23737;82.27839;4.4143114;1.3262485;1.6392219;0.084946916;0.27238557;111.96455;257.3652;30.754078;19.108362;5.5894876;0.8753399;1.037055;1.3995908;1.8017056;0.762151;0.0;0
853.4138;819.0995;920.1104;68.54792;5.5502405;0.2670779;1.1193889;1.3675667;0.8109823;101.5413;36.277203;336.7938;7.8028316;8.834613;1.8994832;1.9854504;0.7902733;0.74841154;0.8359419;0.0;0
588.38556;878.6784;897.0184;38.116703;4.633271;0.21795799;0.94578224;0.84082365;1.8114792;953.4395;592.36194;277.2768;33.63196;2.4374025;0.38421428;1.7821167;0.60211086;0.10103519;1.1464174;0.0;0
737.77814;55.477627;366.36627;16.723934;1.1940348;1.3265007;1.4849919;1.8951695;1.6428409;728.8048;566.8928;773.7676;80.30503;9.991258;1.5385984;1.7536833;0.51893675;0.47030896;1.0909169;0.0;0
303.07254;992.5341;265.27658;63.604725;7.933199;0.21459655;0.75007993;1.385667;0.13883209;180.96835;314.73724;228.51776;27.35476;7.3664126;1.0211958;1.215678;0.6531929;1.6004745;0.97342026;0.0;0
377.5401;255.30162;790.9059;49.747284;8.853106;0.2662665;0.8645156;1.2078618;1.6824824;601.758;239.81187;35.18126;68.402016;9.337821;1.5579555;1.9084896;0.18375069;1.4399927;1.2295814;0.0;0
410.80643;316.33936;727.7302;7.886432;8.116551;0.88377064;1.3081304;1.8215414;1.6577969;783.3836;458.50278;33.41663;26.041443;3.1153429;0.55086464;1.1230634;0.7355711;1.3397286;1.0797195;0.0;0
762.4148;256.84238;510.28644;95.56063;9.47649;0.9101289;1.282777;0.26802793;1.6059021;602.72235;112.744644;766.0771;23.567732;2.0342546;1.9690495;0.8774028;0.33411178;0.18595858;0.76458645;0.0;0
774.62946;274.85736;395.13995;31.51051;4.685605;1.8282914;1.9426601;1.5690556;1.6314771;453.9627;854.4249;151.93723;21.190329;9.496795;0.7263868;1.3206767;0.44856036;1.540097;0.80082905;0.0;0
214.74539;557.13477;132.55992;0.3138624;6.5266943;0.5595071;1.1300741;1.4623114;1.9662377;836.8932;833.5623;647.59937;42.91743;2.823464;1.2573314;1.1123371;0.4692411;1.2251278;1.1923645;0.0;0
942.1235;247.41245;787.28723;90.17886;1.6917326;0.80786085;0.64876103;1.3497695;0.119858995;60.26718;600.1843;209.546;26.943733;9.0437;1.3702958;1.3990909;0.3527751;0.2690495;1.2292538;0.0;0
129.44879;399.8336;621.2898;57.747383;9.768313;1.4179668;0.58200336;1.2797728;0.7737714;637.0023;902.56384;229.40631;36.309258;1.7104009;1.3245473;0.7615385;1.0102135;0.8896742;0.87262917;0.0;0
897.1609;659.05054;383.11285;73.33276;5.809735;1.6557697;1.0726979;0.25750226;1.9371909;478.2777;617.3514;808.37134;57.7066;3.5911458;1.06407;1.9470168;1.3292507;0.6415078;0.8621259;0.0;0
109.391685;837.66595;919.6001;15.351357;2.6240144;0.7047495;0.2479223;1.6299464;1.1098112;651.6847;496.00552;685.2182;83.19778;6.289896;1.3563042;1.8853837;1.7413789;1.4288713;0.771759;0.0;0
271.8944;695.8141;663.076;40.520107;8.055689;1.2658441;1.1803168;1.2739565;1.3677714;297.54514;603.9802;657.9746;76.63452;9.1197815;1.3618354;1.6079386;1.0521648;0.84176075;0.8078091;0.0;0
848.01373;598.37964;929.9465;64.54162;5.869046;1.2521299;0.7866073;1.5452312;0.73009187;170.85063;94.58248;929.38824;43.786957;4.618572;1.4780118;0.07864064;0.11470306;1.3668369;0.8710932;0.0;0
187.69716;156.25128;479.66833;25.171375;9.497253;0.6133832;0.7104742;1.7534193;0.43167952;974.4518;225.31454;871.5054;30.311428;5.9956207;1.4551651;0.5340965;0.6646956;1.8358873;1.2051318;0.0;0
419.43225;817.95447;460.07166;70.17974;7.702074;0.24605618;0.39302993;1.0894277;1.9570677;865.5874;562.7364;848.35803;65.70448;3.2703362;1.3496455;1.8712794;1.0653818;0.8612982;0.8174604;0.0;0
455.36072;46.902138;937.8669;23.438131;8.773875;1.368209;0.9958726;1.9142016;0.72968787;909.8531;121.12294;144.76735;43.383358;1.9605935;1.8222325;1.6245399;1.4364452;1.7536496;0.7883689;0.0;0
252.80638;271.54974;960.19354;20.99187;5.4710336;0.5434555;0.08488955;0.22731075;1.1261256;771.0714;811.4969;174.31757;75.75263;7.4093375;1.7975502;0.51347053;0.46299058;0.70859665;1.2397075;0.0;0
713.14276;66.48833;961.15967;1.2613026;5.1779113;0.6433819;1.218296;0.018035352;0.4951914;74.27088;178.52203;982.26746;85.94788;7.351257;0.09481592;1.1486541;1.5141516;0.6376225;0.80453503;0.0;0
852.8213;670.7547;820.70844;28.262484;7.575691;1.1489868;0.57824266;0.66658777;1.934233;631.63354;424.26556;580.7611;28.733805;8.641801;1.9622859;0.063533776;1.4724878;0.32037032;0.8354947;0.0;0
875.8294;374.68738;467.78207;24.749006;1.0590897;0.3300098;1.8110894;0.4409347;0.5242435;387.60532;489.72122;553.9039;38.56148;1.5153526;1.5902817;1.659323;1.4998982;1.4587351;1.013648;0.0;0
345.92892;655.528;218.1963;76.45922;0.5497756;0.4905816;1.0574602;1.1116837;1.8287512;340.9454;166.35097;510.63724;2.9870327;0.5954885;1.1910402;0.99346423;1.3339626;1.4912084;0.88569343;0.0;0
535.5419;353.56064;389.60648;57.01402;9.837186;0.89769685;1.5633686;0.5677878;0.5907015;256.72855;249.74397;738.438;42.999294;6.256047;1.2206246;0.9859839;0.47229317;0.27115044;0.9578979;0.0;0
255.92233;461.18332;938.9145;17.864666;9.163793;1.7581817;1.7038659;1.3793939;1.8943819;188.85286;489.5473;598.70764;43.88425;4.8931813;0.7835968;0.288099;1.1767701;1.8571768;0.95842;0.0;0
252.34854;463.3814;369.91876;56.855934;9.557053;1.5467896;1.7591765;1.8912038;0.7409905;148.05487;115.72018;158.392;91.67572;6.260631;0.8665165;0.07773693;0.5597909;0.7616937;1.0373697;0.0;0
169.64153;55.124847;759.15027;22.621815;0.633017;0.6420177;1.7425556;1.5408204;1.7454003;129.9971;195.29564;111.43143;40.6594;2.3954303;0.76428926;1.8886946;1.8332908;1.3043945;0.7597683;0.0;0
940.61884;435.92426;923.7743;42.607677;2.7003212;0.61111706;0.45868278;0.8463012;1.2036514;714.4481;32.96057;309.79935;42.6193;8.257856;1.8988146;1.4645756;0.11369455;1.7247536;1.1554859;0.0;0
889.10895;644.65375;970.68823;88.831985;9.016408;1.9748163;0.6135979;1.9711509;0.2365096;931.1118;511.38483;871.3476;32.971752;4.4546814;1.2001246;0.5313383;1.3571396;1.0130754;0.92790747;0.0;0
779.58514;550.59174;948.1974;71.9537;0.903901;1.3102347;1.4187969;1.5446529;0.5982864;386.51395;824.05865;408.2047;10.427847;6.776297;0.32620087;0.058928497;1.7433627;1.7630123;1.248102;0.0;0
522.4849;84.53093;559.507;65.14489;4.5198307;1.3742127;1.0798606;1.6236544;1.5241663;114.95802;812.70465;873.55444;60.38757;1.9580457;1.5430691;1.2755028;0.6764778;1.5219475;1.1777588;0.0;0
495.70184;671.3754;496.96127;28.220196;3.4195006;0.11969741;1.2225713;0.4174506;1.3384;228.94666;361.34753;577.0452;21.205454;0.50584424;1.3917186;1.7391024;0.51450646;0.75585145;0.75888735;0.0;0
534.4482;315.77414;987.7641;12.545709;8.799706;0.21889535;1.3586813;1.3769299;0.71863496;749.5226;690.5683;930.2224;52.127113;3.5858684;1.2702719;0.9458865;0.2324212;0.9005631;1.1697001;0.0;0
541.20233;24.290455;225.9974;75.3196;5.1855807;0.59596276;0.2373627;0.15056439;0.39873743;355.04257;990.0091;885.59393;76.89003;4.2649245;0.5355412;1.3354623;1.0412022;1.2866583;0.8507042;0.0;0
440.21747;164.0396;195.65495;56.83225;2.9108381;1.6856022;0.3449298;0.47826573;1.6593771;666.1953;429.17172;382.20673;73.39888;4.3013334;1.2411058;1.907375;0.38581637;1.757521;0.7500723;0.0;0
140.43729;502.58408;963.5505;62.31374;5.247769;1.822232;1.2792941;0.042711213;1.2485442;213.56754;914.691;555.6399;11.027053;2.401497;1.6345243;0.9724355;1.1823108;1.9755392;0.7725423;0.0;0
134.40721;317.29764;692.30286;97.51382;1.1333376;0.3901484;1.254489;1.41342;1.3671099;759.2097;780.7601;712.6204;42.144897;4.6793356;0.342727;1.6266899;1.1491625;0.32669103;1.1797749;0.0;0
952.72723;697.4392;540.941;34.89726;7.3147154;1.4312515;1.636689;0.051682983;0.96334296;658.6223;185.0679;55.198376;79.99292;5.0624413;1.0992577;0.7007;0.2680405;1.2468082;0.92598337;0.0;0
487.21045;248.24695;140.7293;80.09468;6.187192;1.7495339;1.3906258;0.90386176;0.7071783;230.0144;449.7913;168.30411;0.79483354;2.8711708;0.42585516;0.034560695;1.3865882;1.8148791;0.9148871;0.0;0
953.67346;775.06824;518.10785;55.93979;6.0110807;1.7590128;0.4232765;1.301246;0.77067655;932.6537;931.48773;732.7459;14.838026;3.327018;1.1092174;1.7072123;1.8355318;0.5561027;1.151692;0.0;0
171.94112;293.6124;944.77893;23.602468;4.384065;0.92302644;0.14944401;0.61694115;0.07191234;527.4332;175.8798;915.39514;41.815697;5.5986457;1.2877605;1.8990103;1.8628627;1.0070585;1.2464892;0.0;0
558.8724;624.6551;606.8624;5.3835444;2.9494991;0.5249692;0.7881393;0.74088806;1.8880885;227.66452;67.05925;310.61145;50.672268;0.45734927;1.6234921;0.1251362;0.30643952;1.4062856;1.1994689;0.0;0
215.64008;801.22424;410.58234;61.63949;0.6631527;1.9130051;0.748832;1.7376364;0.7394271;571.01215;274.59222;400.0748;52.271732;0.42238677;1.0018672;1.3021772;1.6481858;0.94685364;1.2313972;0.0;0
260.65277;391.70056;555.592;29.831852;9.470855;0.5604004;1.5371579;1.8038119;0.9711085;421.17163;14.806726;875.6803;89.13028;4.3310328;1.8615156;1.418528;1.4979028;0.35037327;0.7941234;0.0;0
39.754032;56.33689;887.2836;69.578285;4.171374;0.51286316;1.3462518;1.7188131;0.7207406;917.972;135.8285;273.5222;74.93808;0.6362229;1.8235986;1.733674;1.9230497;0.38831538;0.9541797;0.0;0
127.76378;540.09106;913.72015;70.102646;4.9642577;0.41930893;1.7456828;1.5023695;0.71682024;316.75757;432.0078;926.82104;95.12056;7.4667506;1.6355976;1.3521316;0.5002929;1.191652;0.87190336;0.0;0
917.67993;995.45496;406.08728;45.600502;3.7639098;1.0697455;1.0134809;0.5622834;1.3743727;887.4472;766.7919;149.69504;96.56692;5.8724074;1.1147858;1.6450266;1.1566417;1.97754;1.0589683;0.0;0
328.31766;969.30194;611.9804;53.686073;9.878895;0.22329687;0.58451116;0.1586075;1.3440086;744.9609;221.58382;259.57025;5.146999;0.27237317;0.38693076;1.4704405;1.0764941;0.23257868;1.2343452;0.0;0
612.0479;228.81197;286.41058;62.69203;7.9637585;1.1456685;1.0134583;0.98250383;1.6223478;683.0932;851.16077;45.08426;10.129438;3.30167;1.3051817;0.7704226;1.6587583;0.98680156;1.2331576;0.0;0
470.36398;758.1395;456.57443;46.913635;0.96664464;1.8879417;0.438849;1.849542;0.15286528;191.99431;988.0189;102.56203;80.61628;0.8887203;1.4148844;0.2760168;0.16064192;0.18415907;1.0822535;0.0;0
406.44675;351.50232;227.6838;87.74932;6.085669;1.0148888;0.13045591;0.45451355;1.7493768;95.274086;469.53745;262.5488;93.489075;9.063383;0.99431586;1.7901096;1.0497614;1.5187498;1.1375734;0.0;0
536.56726;168.66975;536.15753;7.685864;4.8514996;1.9310417;1.0043693;0.4270033;1.9137976;865.7927;992.2128;658.59344;68.29848;3.1142998;1.9342247;1.9038321;0.9062931;1.6217587;1.1866711;0.0;0
195.36656;669.25555;582.45776;97.98383;7.935587;1.8123499;0.83307415;1.5615011;1.9783213;574.8365;582.03516;208.85936;1.0353847;3.828007;0.20311597;0.057307307;1.968351;1.4065118;0.97049385;0.0;0
988.71783;505.86005;344.45837;3.441746;9.9731865;1.5866803;0.07413582;1.1880565;0.26629606;965.63904;69.62362;939.91437;9.624534;7.8734946;1.7098622;1.4118277;1.6439186;1.3282994;1.0264949;0.0;0
820.1248;543.83826;279.39713;20.888826;7.4456244;1.2200339;1.4453348;0.8145568;0.9785278;521.22974;119.46296;355.1786;96.65296;2.1719227;1.8085444;0.20486161;1.9115096;1.6473733;1.1875888;0.0;0
744.1985;829.1187;159.51535;70.859955;8.650639;1.7625489;1.2922587;1.7267139;1.8786954;595.4699;517.8089;523.4749;9.065134;2.0868468;1.2600237;1.41939;1.3935232;1.4396795;0.94592506;0.0;0
474.07172;343.17825;148.14822;8.58753;5.0313287;1.1144178;0.15686631;1.1692313;1.5202836;997.13763;922.5964;668.3085;90.08972;8.074686;1.7766509;0.4358271;0.48530453;1.2245493;0.93768543;0.0;0
161.34836;670.4238;714.3465;26.291058;3.742244;0.42233062;1.4229469;1.8413324;0.12980048;718.7328;107.49599;144.98723;37.467033;5.335446;0.43207937;1.9552816;1.3298542;1.435129;1.1667169;0.0;0
921.4592;372.52954;229.42163;15.48227;6.436364;1.8511071;0.17481637;0.742619;1.7419058;366.42972;575.99805;690.82745;93.05413;2.5732944;0.6970506;1.4893395;1.6709224;0.22553521;1.1865346;0.0;0
347.9732;52.296658;126.79725;72.384796;7.49669;1.0093578;1.0401367;0.89371026;1.6787057;829.51733;812.8917;129.36044;19.85745;1.585803;0.37096277;1.4074569;0.59713846;0.699827;1.1303244;0.0;0
59.60562;384.23495;998.883;57.935448;2.283064;1.8164186;1.2482712;0.15786399;1.5625343;302.53867;983.26306;828.0192;97.23501;7.9170856;0.6339734;0.44518244;1.1706185;1.3245423;0.9838408;0.0;0
348.97964;950.5341;267.31732;6.5414133;5.038841;0.79236025;1.0029812;0.74170196;0.8295557;529.82495;908.9215;493.19662;52.14283;2.047147;0.33903632;0.48429486;0.21225531;1.5976176;0.9560086;0.0;0
796.51245;488.42987;897.0878;46.06741;1.1467719;0.6780914;1.4973377;0.3676314;1.2682664;245.56837;114.983444;98.50113;76.78842;4.916313;0.33605033;1.1156267;0.30144987;0.42774144;0.8090416;0.0;0
626.4816;117.14813;613.0941;20.929443;2.1713645;1.5343227;0.7772776;0.07533589;1.4346868;994.736;86.03376;710.5598;21.12873;1.9085873;0.07129397;0.32961544;0.80258024;0.6677568;0.9111647;0.0;0
753.3302;690.94855;717.9195;96.77309;8.81977;1.2725464;0.4337816;0.5189662;0.7993329;935.1778;213.21048;85.81327;13.389779;3.762888;1.4919415;0.6418736;1.0426908;0.89605933;0.86611223;0.0;0
795.69904;963.74554;565.3097;10.881003;1.4558725;0.8850526;0.9779519;0.986347;1.5701605;875.1246;287.08997;974.7923;23.394714;0.8481253;0.61126214;1.8318479;0.8625959;1.8258189;0.84302235;0.0;0
219.83507;908.8658;189.00308;59.84571;8.115369;1.7583922;0.6910515;0.50224197;0.5538425;407.13058;867.1468;459.08472;74.75717;0.111691006;1.2260308;0.91498846;0.083925284;0.7429734;1.1253237;0.0;0
924.5455;576.2412;848.58105;48.236538;3.7322314;1.0379875;0.31103992;0.22708632;0.37543198;731.24176;648.76;389.08612;0.16415584;5.77056;1.392047;0.6893659;1.6150388;0.2884645;1.0800568;0.0;0
443.6097;382.51794;829.69305;57.85064;6.6385784;0.035454344;0.94745606;0.9085527;1.7192097;268.175;942.802;321.43222;69.00864;5.6964173;1.3455366;1.7164267;0.5995868;1.7436687;0.7842029;0.0;0
642.62354;584.8709;356.1886;95.65363;9.10416;1.3894757;0.4108465;0.30421618;0.6852491;396.09976;424.65942;455.41797;10.329856;1.9057475;1.8621519;1.3399192;1.8277767;0.8006882;0.8315501;0.0;0
12.285685;817.7717;766.2122;34.19406;7.8111777;0.13568178;0.9458894;0.18112649;0.1229758;806.4879;416.02512;783.3523;66.315865;1.9816585;1.442348;0.90760845;0.48262212;1.7268273;0.92963314;0.0;0
993.4348;862.62494;547.60986;74.901764;8.261151;0.9673936;1.1891308;1.9207635;1.6670676;65.84395;286.81833;524.9541;30.283855;7.7338204;1.235666;1.5428022;1.3321943;0.17697997;0.9694851;0.0;0
288.08743;820.65546;909.9587;44.801903;2.6188793;0.39223826;1.5665733;0.95715296;1.6000412;59.005276;443.14282;646.8827;90.10015;4.4718075;0.27335453;0.4324008;0.91946435;1.8924122;1.1750226;0.0;0
71.442474;460.9216;804.79614;66.110085;3.6231294;0.49154717;1.7078003;1.6066314;1.606757;664.46674;793.0083;66.81722;31.486391;6.0441794;0.05228565;0.22080556;0.05083439;1.9102476;0.7694946;0.0;0
463.6794;127.66941;50.58581;36.62919;7.330592;1.9598322;1.339645;0.34986028;0.6883584;776.85223;699.7319;853.1625;91.07749;2.8059337;1.4530917;0.585771;1.2226241;0.5791712;0.8619251;0.0;0
137.73976;573.4817;880.4832;22.789509;7.7745733;0.23582384;1.788149;0.92848426;1.2104657;389.7073;791.8344;533.11926;56.830013;5.865502;1.7362224;0.63906324;0.073047236;0.08230254;1.1928355;0.0;0
160.80344;164.86453;968.88074;8.453275;7.902622;1.5178373;1.1200005;0.18895;0.03769189;677.92957;832.3884;528.6547;21.878027;4.1881757;1.2016093;1.8015318;0.11717513;0.8083966;0.93499917;0.0;0
635.95996;70.34875;744.7346;10.26495;7.403679;1.2785158;1.4237602;0.82948345;0.0145477615;903.94995;14.247949;259.8274;85.12087;2.7501824;1.9814748;1.9380342;1.3262405;0.4692913;0.8617196;0.0;0
398.9981;503.68115;128.7144;95.94709;2.32391;0.39813498;1.5430216;1.6545355;0.52594006;108.9854;244.91328;86.50682;30.105503;5.5412245;1.7771157;0.118104056;0.9995498;1.5484898;1.0414406;0.0;0
922.6339;658.8197;809.3021;78.86681;2.8979754;1.8713225;1.6514435;1.7865678;1.0553623;832.211;657.7103;342.7041;61.1411;0.70148915;1.87829;1.7840266;1.765751;0.09732315;1.230539;0.0;0
325.96494;855.60583;651.01416;24.571428;9.42099;0.41081873;1.5061843;1.0428221;1.2046276;585.92285;451.75595;820.30884;54.461388;1.2756077;1.4643391;1.6557943;0.9114882;0.24064945;1.2170712;0.0;0
728.91833;785.0072;345.43805;52.961807;5.543065;1.0360136;1.8058041;0.57994056;0.27546674;428.13202;126.27798;551.5663;78.6287;4.4392776;1.9275054;0.38641664;1.9742309;1.3223662;1.0127956;0.0;0
466.48843;858.6681;885.19025;71.45185;7.5469594;1.5831387;0.9509811;1.4696037;1.7366494;61.19486;74.142815;270.98044;25.656525;3.0856605;1.2049032;0.95287293;0.05109577;1.6326836;0.80189884;0.0;0
663.3518;762.4681;569.911;35.318535;5.995965;1.5295066;1.9074295;1.2814674;1.9195088;390.2344;943.91656;597.1622;12.627932;8.070762;0.94295675;0.97463214;1.8447198;0.077465594;0.8233127;0.0;0
603.6984;706.20703;854.3987;44.054806;9.245773;0.64621896;0.80657035;0.94624835;0.24723218;795.95087;849.96545;357.7851;91.28971;1.9740994;0.101117946;0.4205971;0.44682;0.5155436;0.9068111;0.0;0
478.05612;20.036194;673.4126;71.866356;8.689131;1.680152;0.14967899;0.95597345;1.6494771;546.5447;325.85587;231.45508;31.294027;1.3488626;1.8444175;0.77025384;0.3869612;1.2233396;1.180578;0.0;0
950.5605;629.8413;295.63095;22.822685;2.6211343;1.9245722;0.37240982;0.99149626;1.2323334;184.54488;642.9002;742.489;62.22906;0.6763425;0.79567164;0.330778;0.9765611;0.56910604;1.1495941;0.0;0
349.2865;129.277;975.2685;52.6818;8.848248;0.95329946;1.1209491;0.6850921;1.0097727;239.89928;155.28905;175.5783;87.107185;8.167866;0.20302534;1.1248436;1.3078029;1.3048781;1.2381772;0.0;0
185.46315;68.08046;575.2955;21.087809;3.0073931;1.3081075;0.039029937;1.0427519;0.9832364;849.14435;143.62296;589.02686;8.184114;8.603372;1.4275937;0.6854648;1.2525756;1.242564;1.003101;0.0;0
