[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
478.8144;76.13428;2.5830004;1.4488293;56.157253;7.5583405;0.93922776;0.8051305;0.80088514;1.3326179;1.4109612;51.422752;0.5097046;1.4038317;0.8051305;0.80088514;0.8456353;1.1152017;33.011948;0.5097046;1.0931709;0.80088514;0.96872747;0.0;0
562.0605;79.043106;4.2495847;2.7961662;50.69962;9.922276;1.1671108;0.7376644;0.9107609;1.211058;1.4820055;50.69962;1.2928529;1.4467919;0.7376644;0.9107609;0.95412076;1.0901598;31.27533;1.032953;0.59595644;0.9107609;0.96570945;0.0;0
475.56754;74.76854;3.6797502;4.9453983;50.103718;8.19846;0.9335387;0.9578664;0.85375184;1.4601357;0.57197446;50.103718;0.7963495;1.1371002;0.8523543;0.5698332;1.2614806;0.57197446;48.747845;0.7963495;1.1021259;0.5698332;1.0084054;0.0;0
506.08823;73.44709;8.044923;3.3152325;53.189022;1.2608262;0.7868614;0.7574214;1.3333528;1.1055822;1.3728797;53.189022;1.2608262;1.4134405;0.5694854;0.75195986;1.1055822;0.5494556;48.65944;1.2608262;0.6078342;0.75195986;0.9938498;0.0;0
518.7031;75.11517;5.787516;3.8955622;58.056435;8.285634;1.0150414;0.7715314;0.93666136;1.1748124;1.0506306;51.93878;0.56593627;0.65155643;0.6317137;0.93666136;0.8219299;1.0506306;41.37058;0.5124071;1.4315443;0.69232076;1.0026762;0.0;0
404.36627;71.94695;7.9948745;1.43627;50.41336;9.999013;1.4379575;0.76537853;1.2685201;1.0317049;0.95731854;50.41336;1.3790413;1.1977632;0.76537853;1.2685201;0.8186421;0.95731854;38.005688;1.3790413;0.82785535;0.73821676;0.9709749;0.0;0
503.02667;76.2554;4.1806464;5.924372;53.64799;1.2450565;1.0017802;0.6378428;1.3837004;1.0440713;1.2519736;53.64799;0.57147425;1.4501384;0.6378428;0.79457605;0.5047043;0.9405082;37.388485;0.57147425;1.0604116;0.79457605;1.0012058;0.0;0
468.96625;77.70033;8.812554;4.0993776;57.286304;6.334393;1.4898362;1.3868798;1.0061715;0.57818633;1.2303709;51.780224;1.2607194;0.7999576;1.1253808;0.7646056;0.57818633;0.9637402;36.420933;1.1800338;0.6100923;0.7646056;1.0187074;0.0;0
484.256;71.534615;4.8053775;3.255447;53.691338;6.354606;1.3201227;0.68418163;0.8841218;0.94601387;1.3105023;51.213478;1.1113796;0.9592406;0.5844045;0.8841218;0.94601387;0.9035687;40.25274;0.74033725;1.0458965;0.8841218;1.0304492;0.0;0
420.05746;73.18383;4.698104;6.4543953;54.788067;5.676708;0.9852774;0.521897;0.5023247;0.73683316;0.60463375;53.239235;1.16278;1.2136769;0.521897;0.5023247;0.73683316;0.5859669;35.169003;0.6938384;1.0041497;0.5023247;0.9552697;0.0;0
556.5641;78.67801;5.3507957;3.4186726;55.003494;8.865296;0.8375033;1.2776043;1.2291746;1.467851;0.5525958;55.003494;0.85394514;0.9494234;1.1887494;1.2291746;1.4439926;0.5525958;36.2821;0.7488088;0.9050543;0.55545324;1.0258632;0.0;0
588.48083;75.05532;6.2854323;5.2339954;59.079655;8.310327;1.1455864;0.9515504;1.4623272;1.3972776;1.1906106;54.172276;0.5292497;0.7443692;0.60747105;1.2666497;0.94306225;0.54927325;45.308277;0.5292497;0.55420226;1.2666497;0.9896525;0.0;0
404.45377;75.31837;9.036418;3.1422598;58.758915;2.465607;1.4547187;0.8541574;0.73827153;0.90957576;1.1506227;53.324356;1.0424118;0.7809635;0.6616688;0.73827153;0.81169313;0.54236096;46.322575;1.0424118;0.5472551;0.6621763;1.0205067;0.0;0
520.27454;77.22408;5.0655756;7.092679;50.636253;1.837295;0.91401505;1.0330368;1.4361936;0.60837084;1.3422734;50.636253;0.9292112;1.4465166;0.5424505;1.1097616;0.60837084;0.6508811;46.313747;0.9292112;1.3451431;0.6552413;1.00426;0.0;0
552.7688;75.77893;9.36424;8.6727915;56.922104;2.4159331;0.7135842;1.0567493;1.4810363;0.88476586;1.331726;56.922104;0.82323897;1.2797544;0.5895821;1.4810363;0.88476586;1.204905;31.571709;0.59780234;1.436141;0.59744;1.0073248;0.0;0
456.96152;70.6958;4.482382;1.6435664;55.429195;8.9691725;0.63092774;0.88488567;1.1626581;1.4938217;0.97880065;50.90998;0.86422235;1.1432681;0.88488567;1.1322576;1.3066596;0.97880065;48.661156;0.5867104;0.8799471;1.1322576;1.0233198;0.0;0
557.5111;78.03962;3.8536115;8.360638;53.5452;1.795526;1.0169058;1.3515047;1.1366934;0.5681763;0.85853726;50.16751;1.3511671;1.4737113;1.3515047;0.8206214;0.5681763;0.85853726;31.22377;1.3511671;1.4062926;0.8206214;0.98122317;0.0;0
526.471;79.22836;3.584915;8.650454;54.92548;6.7801743;0.9441322;1.3427947;1.3399696;1.4011843;0.9764154;54.92548;0.6594466;0.73673266;1.3427947;0.85021734;0.7747668;0.9464616;38.865395;0.6594466;1.4326578;0.7656844;1.036911;0.0;0
585.8325;70.532776;1.0924833;9.680843;58.798054;7.117827;1.0142001;0.86535466;1.4737439;0.60623986;0.73308575;56.88847;1.3408719;1.282775;0.8278437;1.1996241;0.60623986;0.73308575;30.12816;1.0732268;0.7612091;0.9932133;0.99139905;0.0;0
596.201;71.212494;8.62721;8.433325;57.73058;2.8848948;0.9861213;0.72210246;1.1239166;1.0571538;0.6717495;51.15615;0.56441826;0.86256844;0.72210246;1.1239166;1.0243127;0.6717495;30.540077;0.56441826;0.77696586;1.096703;0.9514412;0.0;0
408.4692;77.01975;1.621027;5.9267564;55.680725;2.9909923;1.0741991;0.98647416;0.52253276;1.3682013;1.3069006;50.98706;1.2363701;1.2776273;0.7101852;0.52253276;0.6979298;0.681037;38.220566;1.2363701;0.66285706;0.52253276;1.0244409;0.0;0
488.98755;76.04474;3.9424152;1.5393121;51.75604;8.505012;0.81391907;0.6561927;1.2601293;1.118263;0.6999249;51.75604;0.8684646;0.6809759;0.6561927;1.2241517;1.118263;0.5376076;43.266365;0.8684646;0.86085755;0.6525288;1.0388528;0.0;0
509.39755;73.82517;3.1791568;1.5774837;56.186565;4.722735;0.9755618;0.7823212;0.79903793;0.6741485;0.7043783;56.186565;0.65611607;1.2069807;0.7823212;0.79903793;0.6741485;0.7043783;48.64216;0.65611607;0.79165626;0.79903793;1.0265074;0.0;0
429.34863;75.39249;7.674374;2.689977;54.98024;5.4452066;0.92739856;0.88315874;1.0092306;1.4956188;0.6137984;53.28785;0.7584194;1.0877408;0.88315874;0.9266856;0.5385835;0.6137984;30.827583;0.7584194;0.8255565;0.7786064;1.0105588;0.0;0
467.25717;77.03339;9.386543;4.9686074;54.468826;4.5141034;1.0268253;0.88283294;1.1238399;1.3610578;0.77222943;54.17958;1.0904815;0.8490954;0.58159757;0.7476084;1.0649756;0.77222943;33.604374;1.0904815;0.9962093;0.7476084;1.0461892;0.0;0
597.5295;75.04476;8.332059;9.594501;59.438297;2.5670557;0.9497123;0.6794176;0.8695308;0.65114564;0.52971494;50.71278;1.2928096;1.2947888;0.5480957;0.8695308;0.64303255;0.52971494;42.48874;1.2928096;0.61647475;0.8695308;1.0302914;0.0;0
403.2461;71.401886;3.8119848;2.4957182;59.926304;4.897505;1.1501089;1.0094851;0.61865723;1.0174443;0.6206962;58.73289;1.1876863;1.3014226;1.0094851;0.5706409;1.0174443;0.6206962;48.810246;1.1876863;0.54524046;0.5706409;1.0038605;0.0;0
490.5016;70.89436;5.047392;5.803056;59.51359;3.350805;1.2104625;1.1138108;1.0421271;1.1491758;1.0168021;51.056557;0.9041674;1.3101739;0.7377329;0.66758746;1.0213118;0.5015983;46.8724;0.5961172;1.3305209;0.66758746;0.99867845;0.0;0
568.53094;74.38859;3.1480358;9.982445;57.388752;3.631482;0.9004088;1.1116749;0.9770675;1.0900998;1.3645059;53.620895;1.2810752;1.4133997;1.1116749;0.9770675;1.0900998;1.3645059;34.179924;0.8985392;0.63857764;0.96732914;0.9975317;0.0;0
464.78024;79.22885;9.30822;1.0253791;55.988674;2.735626;1.2317996;1.302266;1.4767467;0.85400933;1.4660448;51.689583;0.7177536;1.4147037;1.1312767;0.5568302;0.5204598;1.1303732;36.76677;0.7177536;0.6615801;0.5568302;1.0115681;0.0;0
495.9597;75.57779;1.9805757;1.3275384;53.194332;6.601507;1.4123615;0.5771644;0.5785156;1.3176721;0.79998636;53.194332;1.2430692;1.1277633;0.5771644;0.5785156;0.723502;0.7723081;40.442112;1.0009857;0.54998946;0.5785156;1.0116552;0.0;0
595.60913;73.5822;9.562785;3.3562028;59.47181;3.5103958;1.2684953;0.65689117;1.3685303;0.7789609;0.8961278;59.334427;1.0829773;1.0115529;0.65689117;1.3685303;0.7789609;0.8961278;36.03761;0.5721376;1.2034717;1.2429515;1.0398202;0.0;0
494.97537;79.08706;8.304277;2.948849;54.556202;2.4075036;1.2750186;0.9369682;0.9942925;0.8035097;0.7215076;54.556202;1.4203067;0.5586174;0.9369682;0.9942925;0.6096459;0.7215076;30.006397;1.1488701;1.0109104;0.9942925;0.95597214;0.0;0
426.18427;73.88632;7.375357;5.437273;52.0163;8.25666;1.2329923;0.98281795;0.71023744;1.0470095;0.9913425;52.0163;1.2550813;1.4176196;0.63355696;0.71023744;0.836756;0.9913425;34.601295;1.2550813;1.4702897;0.71023744;1.048356;0.0;0
410.3443;75.09146;7.943342;4.7261133;51.107403;6.140306;0.8935595;0.7054654;0.7946462;0.5633147;1.1469619;51.107403;1.141987;1.4623125;0.7054654;0.7946462;0.5633147;1.1469619;45.66228;1.141987;1.4578257;0.7946462;0.9877788;0.0;0
589.0833;71.16499;3.988056;6.211155;58.357845;8.715862;1.4548775;0.7993507;0.50860876;0.5780513;1.3397391;55.667484;0.77026844;0.63424784;0.68116575;0.50860876;0.5013549;0.61594;42.89534;0.66625917;0.76660585;0.50860876;1.0472536;0.0;0
453.1619;77.37401;3.5925672;2.2384045;53.281647;8.011047;0.6920144;0.659395;1.0415915;1.4665455;0.77703834;53.281647;0.7136057;0.76808864;0.659395;1.0415915;1.2103341;0.77703834;48.864155;0.5301952;0.84254766;1.0415915;0.96017677;0.0;0
500.81277;77.00303;4.3709297;7.1411686;57.66222;4.283555;0.79316926;1.0427345;1.4234436;0.9338189;1.3598124;53.556385;0.5706659;1.0291084;0.6594557;0.61614513;0.9338189;0.8646744;30.599987;0.5706659;1.0204078;0.61614513;0.9680658;0.0;0
418.14035;77.94244;2.5526805;2.8537128;56.27392;6.0112047;0.70754755;0.9771631;1.2519277;1.0639577;1.1449999;51.979427;0.7930125;1.2627314;0.7052826;0.5555087;1.0639577;0.8267137;49.74318;0.7930125;0.5016725;0.5555087;0.9805942;0.0;0
484.73102;73.251915;7.691877;5.0131264;52.835228;9.881658;0.98435473;1.1879381;0.7907152;1.4904648;1.3920691;52.835228;0.81932306;0.5466699;0.5660938;0.7907152;1.4861475;0.692242;31.988483;0.55145305;1.3829104;0.7907152;1.0417119;0.0;0
586.0211;74.360535;5.222899;1.2034862;58.506695;4.1580215;1.2477354;1.1305017;0.8537648;1.4754142;0.73927855;58.506695;1.3219947;0.69551146;1.1305017;0.8537648;0.62096083;0.73927855;30.79129;0.7373158;0.55284196;0.6234698;0.976427;0.0;0
500.4826;71.68342;8.960871;8.160531;58.44875;3.079486;0.75838935;0.77088916;0.79687;1.271096;0.82925373;51.9771;0.5691531;1.1950607;0.77088916;0.79687;1.2425184;0.82925373;34.99206;0.5095313;1.1115443;0.7627357;1.029514;0.0;0
594.22705;79.64505;8.893271;6.6066737;51.71823;2.3848505;1.4606494;1.2602261;0.6260075;1.0858281;0.51868606;50.363895;0.57410735;0.7902048;0.60285443;0.6260075;1.0858281;0.51868606;30.338856;0.57410735;0.7295316;0.6260075;0.97809666;0.0;0
451.76712;70.86077;2.3182702;2.7998316;51.217464;9.453325;1.1608332;0.65182734;0.6585277;0.74867547;0.9790461;51.217464;0.93783075;1.3255279;0.65182734;0.6585277;0.74867547;0.60033673;33.525387;0.93783075;0.67473775;0.6585277;1.0315248;0.0;0
500.90906;76.490135;2.8912463;6.375939;56.005104;3.171174;1.4360622;1.1303927;1.2165077;0.6818871;0.87670016;56.005104;1.0263693;1.1679664;1.1303927;1.1964946;0.6818871;0.87670016;35.5593;1.0263693;1.3167886;1.1964946;1.0358695;0.0;0
571.9061;77.052574;4.636826;4.876767;52.334084;9.341358;1.1059285;1.1200566;1.0825268;0.6193118;1.4479074;52.334084;0.8102563;0.71417093;0.59339106;0.91701055;0.6193118;0.7223182;43.182663;0.6154835;1.1456704;0.85753506;0.95233256;0.0;0
489.65048;71.57736;1.9812115;8.419037;53.32188;6.285655;1.0872267;0.73540556;0.78843933;0.87403375;1.2830861;53.32188;0.5145077;1.4138676;0.73540556;0.78843933;0.87403375;0.84352696;39.471523;0.5145077;1.3810364;0.53322625;1.0406197;0.0;0
455.89746;73.65323;7.173848;9.851856;59.36716;6.2696996;1.4647367;0.69537807;0.7627257;0.7641613;1.4357541;51.487823;0.9600064;1.2469162;0.69537807;0.7627257;0.7641613;1.4357541;48.61885;0.9600064;0.6107106;0.7627257;0.98855054;0.0;0
571.0951;70.43127;7.6121206;2.0331361;51.755547;4.542031;1.4456389;0.6067508;1.2239455;1.3443439;1.2721268;51.755547;1.2394338;0.702007;0.6067508;0.96438414;1.0168608;1.2309973;34.623684;1.10426;0.8794146;0.94102275;1.0042824;0.0;0
477.9779;75.566086;7.464288;5.35997;54.70493;4.5031343;1.193768;1.1203724;0.5952561;1.4197211;0.8345705;54.70493;1.0780135;1.1081651;0.89255285;0.5161488;1.1893326;0.8345705;41.23538;0.9025886;1.2498376;0.5161488;0.95842123;0.0;0
506.14465;79.94938;5.178914;3.2480092;52.94904;3.8189576;0.6146038;0.8639746;0.71680415;1.1049507;1.0799688;52.94904;0.54388136;1.0747308;0.553683;0.71680415;1.1049507;0.8700366;42.357826;0.54388136;1.3510785;0.71680415;0.9898033;0.0;0
595.3054;74.29885;8.573268;7.722108;53.479305;7.537748;0.6181271;1.4987159;0.85293394;1.1525557;1.1832159;53.479305;0.52573067;1.3211106;1.3740631;0.83992434;0.54737335;0.548292;45.168026;0.52573067;0.9735342;0.83992434;0.96415484;0.0;0
437.29666;79.900085;6.413196;1.2136163;53.70092;7.62268;0.5337316;1.1349428;1.3752046;1.0350826;1.2423984;53.70092;1.4433763;0.9874994;1.1349428;0.9051569;0.65951926;1.0320511;38.88079;1.0105053;1.2979242;0.9051569;1.0227883;0.0;0
460.28012;71.26225;9.941867;5.8556333;52.599968;5.7341394;0.64743745;0.5099004;1.3179749;0.6107428;1.1968254;52.599968;1.4565839;0.5711719;0.5099004;0.51654935;0.6107428;0.87376297;47.915676;0.5994601;1.2894207;0.51654935;1.0227243;0.0;0
406.21393;73.924545;8.320488;8.699567;57.634914;4.9853215;1.047296;0.87381744;0.5826374;1.3572496;0.64575404;57.634914;0.5116382;0.9900193;0.87381744;0.5826374;1.3572496;0.55505735;30.306587;0.5116382;1.3680257;0.5826374;0.96345353;0.0;0
478.36755;79.01965;7.472555;4.442506;58.11871;6.6842074;0.9455079;0.5142054;1.0559509;0.538856;0.88813657;56.692154;1.1640047;0.5937629;0.5142054;0.8001125;0.538856;0.5590985;33.687973;0.7388369;1.3727248;0.5248112;1.0133262;0.0;0
440.03668;78.76695;2.0220554;8.524862;55.395172;5.371814;1.19389;1.1265454;1.3364773;1.1749613;0.5354354;55.363277;1.0260444;0.691387;1.021372;0.51746064;0.9539604;0.5354354;43.997753;1.0260444;0.68445903;0.51746064;0.9624945;0.0;0
536.00696;73.235916;8.476661;2.2367027;58.993034;8.399926;1.3921493;1.4176202;1.04466;0.6666132;0.8042683;58.993034;1.2289783;0.53805536;0.9131426;1.0286049;0.6666132;0.7699859;48.752235;0.54038835;0.7867202;1.0286049;1.0393325;0.0;0
436.26428;76.7861;3.6807072;9.256763;51.36651;1.4928643;0.8765313;1.2449318;0.96261376;1.2800937;1.2706784;51.36651;0.7249652;1.1729776;1.219962;0.71310365;0.56323487;1.217183;47.033245;0.7249652;0.78207415;0.6282287;0.9531281;0.0;0
534.9625;78.8616;4.71212;8.102217;55.065964;9.11374;1.3693048;0.7653386;1.3922727;1.1510646;0.8664582;55.065964;0.6429226;1.0246646;0.7653386;1.1534352;0.6755682;0.8664582;48.366104;0.6429226;1.0242915;0.7818885;0.95277053;0.0;0
452.6951;77.66878;5.111119;4.4589963;58.284298;5.672921;1.396179;0.6787185;1.2342576;0.74635696;0.5478109;51.717247;1.2818716;1.0251377;0.56588703;1.1829133;0.7391474;0.5478109;38.533386;0.68618447;0.8590156;1.1829133;0.9862245;0.0;0
471.04358;76.28476;3.9149258;2.0887127;56.209133;5.533856;1.1780196;1.3773845;1.0089557;1.2774191;1.4897836;51.322525;0.9660735;1.1001319;1.065023;0.9307157;1.2774191;1.4590793;49.80554;0.9660735;1.3395956;0.9307157;1.0396904;0.0;0
469.77213;71.52576;1.8867931;5.6358466;59.850033;4.457886;1.3354511;0.6193399;0.6755073;1.284142;0.6864676;51.846893;0.73922884;1.3795859;0.6193399;0.6755073;0.9120731;0.6864676;39.463947;0.73922884;0.72323126;0.6755073;0.96054566;0.0;0
543.35034;70.73003;2.714211;7.0008793;55.95744;5.743782;1.425864;1.209842;0.67803824;0.99944866;0.82524616;55.95744;0.9055497;0.8304593;1.209842;0.67803824;0.99944866;0.82524616;32.124542;0.7472568;1.4876549;0.6078027;1.0362695;0.0;0
493.30185;76.146225;8.211545;2.0732315;59.60029;2.9049802;0.95681;0.7443471;0.73676795;1.049307;0.5732506;56.039047;0.66394174;0.5315851;0.7443471;0.73676795;0.8217412;0.5732506;46.0399;0.66394174;1.1631982;0.5412225;0.9546062;0.0;0
472.25977;75.002754;6.835658;9.391887;50.98706;5.4256043;1.0030636;0.80157757;1.0863167;0.60621995;1.37699;50.98706;1.4375687;1.1173896;0.80157757;0.5723555;0.60621995;0.7194845;38.49775;0.7082288;1.1689978;0.5723555;1.0226674;0.0;0
570.52454;72.38036;9.479857;7.8405857;50.426247;4.523852;1.0162194;0.54673773;1.0471332;0.9268952;0.82398343;50.426247;1.0511101;0.5290742;0.54673773;1.0144055;0.90864676;0.82398343;30.238163;0.8801683;0.5364964;0.59445834;1.0480372;0.0;0
514.39014;72.9277;8.371722;9.559845;53.56514;3.5753055;0.9602285;0.66990066;1.1331396;1.1600506;0.75074655;53.56514;0.9841357;0.6985968;0.66990066;0.8920444;0.52547264;0.75074655;32.27712;0.9841357;1.017603;0.87428015;0.99221987;0.0;0
442.76617;73.920876;4.560204;3.6231146;58.413334;2.8309631;1.4480983;0.53931;0.69731766;0.56888115;1.3070573;51.189846;1.19656;0.91788274;0.53931;0.69731766;0.56888115;1.3070573;45.925423;0.6945584;1.2149315;0.503118;0.9636076;0.0;0
580.01825;74.95521;8.054476;4.8442154;50.505093;8.727933;0.59149426;1.020491;1.018705;0.8591774;1.0632081;50.505093;0.5481522;1.4232029;0.6228372;0.8410364;0.8591774;1.0632081;45.58073;0.5481522;0.5289711;0.7853772;0.97362846;0.0;0
468.53006;73.90259;6.1455054;3.0849943;52.522957;8.636592;0.86324906;0.94989616;1.1102586;0.9506169;1.4299136;52.522957;0.6362216;0.8204198;0.94989616;0.65944636;0.9506169;0.6029664;42.50082;0.6362216;0.5194035;0.65944636;1.0126408;0.0;0
407.79587;73.87292;3.5053399;3.3914297;59.850185;5.3145747;1.4064295;1.0324241;1.35763;1.2110232;1.2579658;57.941414;1.4196334;1.218116;1.0324241;1.35763;1.2110232;1.1108373;30.806864;0.6964472;0.5443214;0.7659624;1.0491897;0.0;0
498.92004;71.157326;9.773313;2.2221088;56.409653;3.0063004;1.2743592;0.5653408;0.77554226;0.86942387;0.726789;52.366833;0.96469104;0.7431334;0.5653408;0.77554226;0.74598193;0.726789;34.73574;0.5301964;0.9788053;0.77554226;0.9735981;0.0;0
424.7876;78.65591;9.349268;2.0396473;53.931095;4.9984202;0.78833604;1.3061017;0.77812564;1.4259895;0.75005615;53.931095;1.4784695;1.3813405;1.0490297;0.57054263;1.4046154;0.75005615;31.383024;0.93269145;0.5376657;0.56752175;0.97095484;0.0;0
447.6933;76.09154;1.921006;7.0041385;50.778618;9.32333;1.1635524;0.6241534;1.4927877;1.3032664;0.9899079;50.778618;1.0026983;0.77005094;0.6241534;1.2159309;1.3032664;0.573441;37.369854;1.0026983;0.545381;0.6876336;0.99289364;0.0;0
549.4222;71.46102;8.538735;2.3281844;57.55242;7.992522;0.5019265;1.3318998;0.5623341;1.0016551;1.0519525;56.353664;0.9426335;0.5932028;1.3029553;0.5623341;0.6634081;1.0519525;43.47847;0.9062704;0.91517335;0.5623341;1.0275722;0.0;0
426.15036;74.23875;1.6069491;2.1142595;59.25306;8.248801;1.0326775;0.82210886;0.98820394;1.211926;0.9726415;50.933258;0.70807916;1.4474504;0.82210886;0.98820394;0.5256564;0.50133353;34.19787;0.70807916;0.9826129;0.8119127;0.9587269;0.0;0
561.38885;74.16716;9.352255;5.76473;57.415436;7.2949595;1.4184381;0.94394493;1.428512;0.81147534;1.0363494;57.415436;0.99373674;0.97496814;0.56027514;1.196089;0.81147534;0.9500973;47.084343;0.53593266;0.6734397;1.196089;0.9538561;0.0;0
587.3815;76.00621;6.5799108;7.3063827;51.164112;7.4885087;1.1183016;1.1526384;1.0495261;0.99281657;1.4932578;51.164112;0.8716608;1.3752996;0.87225866;1.0495261;0.7056919;1.2601565;35.60046;0.60523653;0.8192166;1.0495261;0.96067554;0.0;0
521.3064;76.0887;2.4158983;7.98015;55.318623;2.261612;1.4090955;1.1054024;1.080187;1.0716176;0.9166248;51.0997;0.640216;0.7264125;1.1054024;1.080187;1.0716176;0.7884263;49.76777;0.5638323;1.2040678;1.080187;0.98683864;0.0;0
542.07184;76.452225;8.337089;6.1801753;54.02771;4.056303;0.57554775;1.0658089;0.76828283;0.7832457;0.8981212;54.02771;0.53753644;0.9571412;1.0658089;0.76828283;0.7832457;0.8981212;48.019356;0.53753644;0.81886363;0.76828283;1.0308315;0.0;0
542.71735;76.97903;5.5936146;2.7342088;59.04044;8.470849;1.0337046;0.9001508;1.2344866;1.3455361;1.2826864;50.55185;1.2463838;0.6071123;0.9001508;0.928402;0.7025716;1.2826864;34.835922;0.8097437;1.2115061;0.6745088;1.0144334;0.0;0
598.5616;71.03354;1.4419038;6.116394;57.62306;2.5131893;1.1842512;0.979846;1.4618024;1.0524653;1.3778322;50.70918;0.5421579;0.5499974;0.979846;0.5364653;1.0524653;0.56308985;36.573044;0.5421579;1.1153378;0.5364653;0.9813672;0.0;0
468.30765;73.049225;8.165689;6.5947556;58.019714;1.5839566;0.53325707;0.56552935;0.9657022;0.96169627;0.7979129;53.873817;0.5491423;1.1092488;0.56552935;0.8642879;0.6412325;0.7979129;37.90511;0.5491423;1.4947989;0.5245684;0.9812158;0.0;0
432.57132;70.17348;8.073877;3.2486866;54.137386;8.602326;1.36639;0.6620795;1.3656746;0.81537545;1.3789803;54.137386;1.1006246;1.420303;0.6620795;0.9012331;0.81537545;1.1008339;42.46911;0.52639925;1.0192688;0.51367855;1.0484291;0.0;0
503.83344;74.54642;5.2867455;2.2148163;50.248745;8.00486;0.75648546;1.2327662;0.5347157;1.388189;1.3478761;50.248745;0.92555714;1.4263524;1.1192728;0.5347157;0.5916627;0.7871051;34.56515;0.520853;1.340972;0.5347157;1.018403;0.0;0
506.64996;74.294304;7.553098;9.3234215;57.593987;2.33899;1.3647991;1.1722586;1.3414652;0.8086268;0.78445745;54.228592;1.31394;1.444129;0.6570456;1.292155;0.66705173;0.7136673;49.869534;1.224845;0.7153357;0.9461862;1.0055869;0.0;0
435.5825;77.34327;1.2653497;1.7731192;56.3332;5.705894;0.77970946;0.8368094;1.4577699;0.62389404;0.7429058;55.739227;1.091564;0.6622113;0.59423465;0.61474514;0.52323943;0.7429058;44.394707;0.51287186;1.2555627;0.61474514;0.96232224;0.0;0
522.6219;71.67117;3.79477;3.422351;51.414825;1.2794687;1.4814976;1.292386;1.3501234;0.5865247;1.1995145;51.414825;0.6099724;1.3912445;0.7475762;0.9709063;0.5865247;1.1995145;34.699146;0.6099724;1.182819;0.9709063;0.9796543;0.0;0
402.82495;76.31494;7.026324;3.0061796;57.567745;2.251533;1.3874456;1.3061599;0.58755815;1.3608589;1.2333136;55.789085;1.0427271;1.0023992;1.1072974;0.58755815;0.903261;1.0090868;43.671825;1.0427271;1.4910667;0.58755815;1.043773;0.0;0
585.5337;73.06694;2.998512;9.017057;51.493004;3.241104;1.3563185;1.0275038;1.136289;0.8193142;1.2265892;51.493004;1.2870104;0.8052124;0.84812856;1.136289;0.5920039;0.5091664;46.047234;0.50515723;0.8408357;0.7080013;1.0224586;0.0;0
452.91486;73.81917;4.9987435;5.46783;57.396847;7.3064594;1.1874502;1.4798481;0.5744869;1.1472831;0.5349842;54.517536;1.1815625;0.7204671;0.6367274;0.5744869;0.7490341;0.5349842;42.46068;1.1381034;0.76422477;0.5744869;0.9520852;0.0;0
407.91205;77.19287;9.380715;9.604873;57.13614;3.6749535;0.901474;0.76654094;0.5677454;1.4937438;1.1913451;55.464336;1.1501656;0.6150756;0.76654094;0.5677454;0.93540925;1.0541761;34.466305;1.1501656;1.2301315;0.5677454;1.0350952;0.0;0
421.6499;70.71548;8.423441;8.436795;50.075172;8.275361;0.95805943;0.7947383;0.57732546;0.7630459;1.4425545;50.075172;1.4452263;0.76210815;0.6524342;0.57732546;0.5198489;0.635882;44.985462;1.4113643;0.61284244;0.57732546;1.0108874;0.0;0
448.0498;73.427826;5.9777684;7.769327;57.747765;1.1142515;1.0871363;0.5093264;0.6429105;1.1325742;0.8559006;57.747765;1.1142515;0.5439898;0.5093264;0.58930427;1.026868;0.77108437;40.7767;1.1142515;0.53706557;0.58930427;0.98966736;0.0;0
454.78122;73.91323;6.1481185;2.5086935;54.076595;0.9393538;0.7673453;0.64985853;1.0360153;1.0462136;0.6493582;54.076595;0.7615359;0.897519;0.5522408;1.0360153;0.87660885;0.6493582;31.765654;0.67966473;0.6460505;0.9777309;0.97908646;0.0;0
406.562;77.15749;8.971755;4.0336194;55.06583;3.628144;0.7563396;1.3179619;1.2466272;0.56731576;1.1165502;51.724808;0.5200377;0.7552993;0.596533;0.62500876;0.56731576;0.9212465;38.47142;0.5200377;1.4595425;0.62500876;1.0351079;0.0;0
455.87097;71.99224;8.753838;8.364461;59.64692;7.5516353;0.98536247;1.1292531;0.6629226;0.84564817;0.6677728;54.118416;0.9380969;1.4323246;1.1292531;0.5374404;0.74052596;0.59702873;30.48964;0.9375264;0.7540446;0.5374404;1.0487858;0.0;0
438.58835;79.47413;1.7035003;9.85013;59.198494;9.559015;1.0288738;0.6901394;0.50663036;0.62745255;0.715307;56.496185;0.95577425;0.89984524;0.6635489;0.50663036;0.62745255;0.715307;48.591835;0.95577425;1.2046149;0.50663036;1.0345011;0.0;0
475.72418;79.97762;5.136754;8.889079;53.82668;3.7705219;1.2974229;1.1772933;0.92646027;0.7419119;0.5577335;53.002567;0.56841356;1.3128384;0.9114439;0.92646027;0.7419119;0.5577335;42.88514;0.56841356;1.4330642;0.60006523;1.0215272;0.0;0
477.03354;78.1891;2.6367683;9.530551;57.095734;5.967906;1.2448963;0.6635572;0.92541707;1.3590739;0.7632031;57.095734;1.198646;0.93829745;0.6635572;0.661532;0.6521733;0.7632031;45.94178;1.198646;1.127047;0.661532;1.0237397;0.0;0
467.80154;72.99712;1.6572998;6.740833;55.130856;1.2762784;1.1251714;0.9066947;0.9381393;0.83086383;1.1305088;55.130856;0.88275945;1.0598419;0.9066947;0.9381393;0.51779026;1.1098561;44.635082;0.74725306;1.0617424;0.71700126;0.9937517;0.0;0
