[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
657.5614;713.7788;202.50536;40.628723;8.735972;0.9374624;1.4892594;1.2824391;1.7339493;1.010678;0.0;0
970.11694;294.02487;880.9738;51.09159;2.9151747;1.7332587;1.8381143;0.7395423;1.3143231;0.86041784;0.0;0
984.7323;655.1883;150.49677;3.2669327;2.7872095;1.302958;0.8659066;1.5774746;0.5347975;1.0431544;0.0;0
295.34598;630.85474;588.2961;61.110653;3.3644867;1.8739144;0.5346589;1.78089;1.9829473;1.0768634;0.0;0
736.41595;234.57307;384.46918;75.056496;2.3180718;1.9945079;0.27127805;0.47904944;1.6372899;0.7759617;0.0;0
752.4837;446.04782;308.9909;95.61175;4.9847274;0.6670734;1.8716338;1.5866991;1.7047869;1.2438698;0.0;0
353.02792;837.2769;680.6082;20.392323;9.363053;1.9588544;0.4695807;0.31409943;0.03298697;1.0398926;0.0;0
132.63107;609.5357;959.9734;20.948668;8.761866;1.3881009;1.8230318;0.29044542;1.6540276;1.0691662;0.0;0
50.53749;78.05092;779.8574;30.552599;4.9560537;0.48379153;0.37567484;0.8626068;0.44334355;1.034841;0.0;0
779.5697;448.47974;491.30096;89.087326;3.494137;0.01619278;0.04608415;0.6557739;1.0214299;1.0953599;0.0;0
494.80273;318.65375;446.30438;40.74503;6.120761;1.3708386;0.45619845;1.9744439;1.4115282;1.0784222;0.0;0
985.68475;645.22925;908.5875;30.249203;6.1264586;0.45253557;0.9906512;1.6099182;0.8264816;1.1495764;0.0;0
470.32373;618.4183;582.32605;74.14396;6.840803;0.47044346;0.7039229;1.7815714;0.49481052;0.8307733;0.0;0
978.1378;20.29412;501.67264;3.8952188;5.3606443;1.1088145;1.8163643;0.28063533;1.0053619;0.8318616;0.0;0
417.46024;611.6185;686.0075;54.92657;0.27728504;0.07154258;1.0947182;1.4307823;0.6065348;0.85978967;0.0;0
795.7453;737.50116;244.78227;45.07398;0.7697047;0.8385748;0.24436128;1.2125257;1.2344881;1.2317266;0.0;0
93.97108;771.0427;73.09813;62.523335;9.738012;1.6007532;1.2544106;0.20748611;0.22831666;0.92851776;0.0;0
559.9071;68.38601;856.5603;73.136856;7.4648905;0.06424788;0.7840042;1.5893905;0.8225518;0.90808725;0.0;0
804.0392;310.62183;611.1891;32.56634;9.482986;1.2516438;1.3610933;1.7090257;1.1872892;0.8646546;0.0;0
925.45465;427.06082;173.22833;63.678078;3.4018607;0.32517552;1.5744916;1.829045;1.9811378;0.99070275;0.0;0
824.35724;187.97398;305.06744;52.48044;5.3541446;1.7270503;1.9712474;1.8802428;0.99596095;1.2026582;0.0;0
46.60102;426.52652;990.0342;13.483384;3.2262998;0.787467;1.1575257;0.22454304;0.857513;1.0870895;0.0;0
378.9753;80.41824;638.0794;88.18445;9.090261;1.6261234;0.73983383;1.7655228;1.978533;0.84388053;0.0;0
58.211487;122.08511;639.75104;75.48356;2.8844564;1.4504024;0.8728647;1.8912665;1.8515161;1.1686761;0.0;0
118.18947;672.0078;81.442024;92.17325;6.941175;1.7568918;0.81121725;1.3846804;1.3492038;1.2227523;0.0;0
678.55255;269.94675;969.3018;72.06842;1.7588052;1.0385512;0.9065693;0.37586415;1.0940989;1.1065271;0.0;0
716.1256;714.2918;893.85504;24.556175;1.061462;0.9773649;0.06981675;0.80766696;0.54908174;1.0468118;0.0;0
775.98346;57.62744;552.3046;43.10957;1.5647893;0.08448676;0.5021832;0.18931939;1.251467;1.0858858;0.0;0
866.802;567.07605;316.295;38.748158;5.299258;1.0722901;1.975644;0.018450426;1.6696072;1.1179885;0.0;0
742.0372;397.53418;701.07465;3.678611;8.446965;1.048733;1.8567489;1.8409235;1.9633574;1.179701;0.0;0
802.86285;799.00165;835.04065;41.11376;9.992805;1.2167256;0.106095046;1.9449534;0.35023192;1.0793353;0.0;0
58.47407;786.11206;788.2602;34.622387;6.2306037;0.27073306;1.959366;1.8393929;0.55537254;1.0157378;0.0;0
242.1898;381.80405;977.2769;0.49198624;5.340699;1.0845362;1.5859888;0.51538557;1.7700075;0.8412249;0.0;0
625.6788;626.4869;640.4868;84.727615;7.870957;0.91352427;0.015466781;1.2460108;1.7233206;0.9371127;0.0;0
859.54407;235.27338;328.01318;14.473055;0.6468046;1.1959922;1.8277925;1.0043982;1.436151;0.7922969;0.0;0
14.455124;584.6028;502.94833;50.145123;8.095879;1.3244947;1.9211348;0.9971347;0.21642527;1.1142635;0.0;0
519.48303;90.45205;818.154;78.48931;7.5862117;0.7292326;1.2612284;0.8623843;1.4154482;1.2461463;0.0;0
680.5145;440.25824;272.68915;60.48769;5.30012;1.0130656;1.5787747;1.8829491;0.9434276;0.7979827;0.0;0
39.311214;190.9004;239.09418;17.018187;0.2396399;0.7962447;0.67173797;1.5838699;0.7487898;0.9700979;0.0;0
407.342;884.54736;727.58624;61.85929;2.0299478;1.533325;1.1489193;1.6952684;0.50886595;1.100038;0.0;0
896.6785;450.4518;449.98315;75.78393;3.703429;1.5948832;1.4657844;0.07887524;0.6427815;0.76496094;0.0;0
674.89667;594.866;818.40466;85.490974;9.41281;0.5929534;1.1269091;0.8297808;1.076228;0.96978575;0.0;0
245.28178;366.77805;152.24675;31.93351;6.3885036;0.5264964;0.6161641;1.1999768;0.3322802;1.1473885;0.0;0
854.2533;295.85364;342.3395;3.4887478;5.1058254;1.3598629;1.3019085;1.3208559;1.0235178;0.89660406;0.0;0
354.55112;210.89058;275.4189;60.834026;4.88938;1.5502923;1.6784537;1.7908107;0.105924584;1.079851;0.0;0
854.8112;912.75287;700.88947;22.654274;7.8019576;0.031622328;1.6736563;0.34233582;0.82716763;1.0536704;0.0;0
305.95422;801.4711;761.7359;78.11142;3.243066;0.8605976;0.27302024;0.18917306;1.9204527;1.1000154;0.0;0
594.41705;141.92853;461.44266;68.02018;0.9543028;0.6223844;0.8963874;1.7874657;1.4805605;0.87007886;0.0;0
402.97067;749.2576;483.24908;77.34137;6.7736626;1.5353757;0.08709105;1.0181723;0.14651813;0.8341671;0.0;0
282.0768;424.34546;140.71156;96.75637;3.29687;0.29564604;1.2692056;1.0830389;1.3787941;0.7584555;0.0;0
887.692;25.24269;704.8098;58.496284;3.2626724;1.5587106;0.4919028;1.7811013;0.4002652;0.99017465;0.0;0
195.71774;533.0836;992.3945;90.440926;4.552605;1.3261992;1.8614061;1.5021218;0.9535871;0.8434191;0.0;0
93.96348;138.74597;780.14264;64.22515;2.434913;1.6874299;1.2403294;1.4642015;0.5953953;1.0756036;0.0;0
348.50766;217.83498;230.8812;18.25626;9.217809;1.9805843;0.80722904;0.38019663;1.8689804;1.024589;0.0;0
720.46277;699.08057;626.89154;79.95089;8.471234;0.9583447;1.4656117;1.2466065;0.118335925;1.1668572;0.0;0
809.3573;264.57062;302.00723;69.40049;9.910973;1.4018289;0.42270947;0.90564173;1.7631065;1.1509687;0.0;0
998.7559;892.9693;39.874786;97.79618;9.645843;1.4228222;0.1919493;1.2259725;1.4057436;0.9306058;0.0;0
303.39844;660.5981;188.02463;24.418856;3.151409;1.6907008;0.18388924;1.1555976;0.73195046;0.89813393;0.0;0
413.86252;833.96063;111.567635;33.37924;3.8121736;1.0410691;1.1697823;0.06229715;1.7604886;0.7910862;0.0;0
145.45306;619.03766;203.97322;82.166954;6.985597;0.22421901;1.7788484;0.69431204;0.8185427;1.128186;0.0;0
579.1232;870.1611;797.6484;6.382671;0.16830057;1.9589323;0.4532886;0.9210284;1.3997564;0.9981023;0.0;0
997.60425;368.06784;299.9038;63.356655;9.93895;0.123106316;1.5224963;1.0054417;1.5778522;0.9181486;0.0;0
703.8722;553.6492;759.46954;53.59406;0.11832239;1.9251252;0.084870815;0.20794384;0.57991797;1.1017802;0.0;0
599.26074;520.7315;949.3739;16.965305;5.3195443;0.51816285;0.71314675;1.7980924;0.15378897;0.8870524;0.0;0
398.4454;904.7528;578.5304;16.59566;6.690316;0.990043;1.3108958;0.6752882;1.7375704;0.9890166;0.0;0
916.14575;173.26625;490.55484;81.03874;9.142322;1.9018164;1.6542386;0.9839497;0.47026163;0.9679809;0.0;0
501.94742;582.28015;752.6259;1.642971;6.444922;1.3565545;1.8869517;1.3308176;1.864296;0.88511527;0.0;0
143.02324;756.8869;106.11924;74.70946;5.973718;1.1752671;1.268815;1.4409724;0.636929;1.1452202;0.0;0
371.72467;376.34927;433.92996;73.29346;3.0105894;0.6585268;0.9307217;0.76227474;0.83564276;1.1036681;0.0;0
76.495;868.9057;503.83633;65.00303;5.913305;0.591888;0.13066642;0.2669345;0.8663173;1.0097665;0.0;0
209.95924;379.2846;832.7408;41.010815;7.499518;0.07522755;0.5585388;0.42256215;0.9410995;1.0956228;0.0;0
27.492094;181.57567;816.0755;2.9292362;5.160761;1.1768011;1.8469925;0.3384532;1.9258972;0.7946994;0.0;0
458.74713;588.2079;849.7827;80.19749;7.798557;0.8659015;1.1699641;0.49583423;0.4977228;0.9649146;0.0;0
638.1949;426.36234;700.8942;12.65815;0.7054343;0.4563594;0.6919278;1.2112561;1.2204653;1.0500758;0.0;0
349.85953;25.038204;535.25024;28.15067;3.3604207;0.7745861;0.50514555;1.0761601;0.595321;0.94690883;0.0;0
426.17795;79.140205;829.6005;94.68362;9.598541;1.882475;0.23617749;0.3455746;0.27055106;1.1070619;0.0;0
959.6172;203.3244;874.5496;30.255917;3.2412097;1.6983162;1.5056939;1.3662179;0.5846564;1.0111086;0.0;0
754.4435;771.63666;485.67975;25.588402;6.2223344;0.8665105;0.8306285;0.13677235;1.1092842;0.9414412;0.0;0
545.44806;893.11914;985.8053;97.33972;5.2036486;1.9601065;1.8737333;1.820118;1.21791;0.95767486;0.0;0
291.69547;550.18445;876.06995;8.684627;9.366874;0.92961437;0.9142395;1.1367197;0.5348055;1.1081218;0.0;0
898.02686;114.50981;515.365;16.15297;1.636091;0.7047923;1.6385694;1.1849304;1.9747558;0.7829041;0.0;0
242.74614;539.07477;78.59472;43.88792;3.0008872;0.78196204;0.26917288;0.57892877;0.7318576;1.1690762;0.0;0
332.0893;857.0494;232.24713;78.78854;8.62515;1.7504872;0.3103062;1.0281576;1.6657555;0.7786789;0.0;0
909.9742;751.98285;778.6346;88.44746;6.6653633;0.54283196;0.5536917;0.858252;0.07971742;0.81633705;0.0;0
534.24664;298.1872;120.04272;75.588005;5.435063;0.4519845;0.39055696;1.9019854;1.393484;1.1551054;0.0;0
744.8948;132.6517;475.10205;97.61989;3.955055;1.9214891;1.9537138;0.1616807;0.6138905;0.93723;0.0;0
594.83734;901.67487;608.80365;1.7829297;4.119041;1.4711951;1.6182021;0.9228839;1.0784094;0.97971267;0.0;0
656.90485;855.54785;879.56335;61.988705;9.349877;1.5299238;0.70334035;1.5851195;1.6748408;0.936379;0.0;0
306.38947;63.17821;848.6427;11.722985;6.7140455;1.4831779;1.0444481;1.0937084;1.4524406;0.7965232;0.0;0
248.95834;825.43774;766.63513;91.045235;9.291693;1.3689857;1.0711638;1.1347837;0.7256708;1.054279;0.0;0
329.26743;106.24051;413.6173;93.53719;9.722139;0.19158345;1.218346;1.8233191;1.4676341;1.0945354;0.0;0
163.88715;72.650795;150.82677;30.372519;5.47461;1.5098209;0.21619733;0.7576286;0.83385503;0.8449669;0.0;0
875.5712;761.0149;672.9528;82.788086;6.1027904;0.5053546;0.7044705;0.014108067;0.1363379;1.1260502;0.0;0
290.41446;540.9475;189.47574;63.06453;6.5670857;0.27348647;0.1810003;1.8520861;1.334514;0.7999012;0.0;0
565.8745;420.40256;565.70135;10.138829;8.393298;1.9661759;1.8389398;0.0757889;1.8742642;1.1374096;0.0;0
794.0547;904.82355;980.8714;60.31654;6.594126;0.06544893;0.8128732;1.5968342;0.176468;1.1006681;0.0;0
785.98584;840.9105;554.8067;97.6081;1.1553278;0.072955824;1.4567639;0.2877925;1.3783743;1.2060583;0.0;0
444.0024;67.04723;649.1013;30.878595;9.424877;0.6267259;1.8424445;0.051161535;1.6810707;1.1567488;0.0;0
481.49472;619.9264;680.79974;0.21396354;6.6127343;1.6899621;0.6257803;0.7157938;1.1972989;1.1722478;0.0;0
994.75476;774.54474;832.0845;97.68149;8.700474;1.9561088;0.18481989;1.7294723;0.9759505;1.2288535;0.0;0
677.8515;554.98566;440.63086;41.456944;4.25313;0.24587017;0.67907035;0.08350636;0.48205176;1.172167;0.0;0
816.49207;983.1754;502.5348;43.150185;4.7524166;0.79692525;1.3452652;0.53273344;0.39576456;1.1482035;0.0;0
903.52844;689.187;184.2123;71.28995;6.891675;1.4712607;1.004597;0.565308;0.7986302;0.8480631;0.0;0
789.7139;113.101585;618.5331;60.4781;7.766276;1.2946012;0.1591576;0.1986658;1.2861631;1.1275371;0.0;0
193.32755;206.31503;302.8004;30.268463;0.7938025;0.4744196;0.14969051;0.1941905;0.6361975;1.0663532;0.0;0
566.549;827.98315;512.5485;10.0877905;4.079355;0.6651198;1.4021276;1.8172795;0.98192775;1.2307817;0.0;0
110.87521;996.7891;768.8916;82.75352;7.7008653;1.1928055;1.4757252;1.3936384;1.2039788;1.110017;0.0;0
656.3929;107.35587;27.394205;48.38938;9.922437;0.08045905;0.22792049;0.6291637;0.42785946;0.8797884;0.0;0
955.79596;109.32603;568.27637;67.28018;0.12630808;1.5188757;1.5914886;0.48425835;1.4853766;0.8320634;0.0;0
517.60474;765.7532;181.71057;86.06442;2.6554341;0.5580558;0.69766265;0.09533361;1.261011;0.89067894;0.0;0
438.64276;73.71074;286.5895;1.8704656;4.653837;1.6584089;0.14573619;0.72398657;1.1877495;0.9900703;0.0;0
45.484325;77.87451;44.366146;85.95259;2.2371876;1.370501;0.67438346;0.60925776;0.9614414;1.0762541;0.0;0
960.17676;889.92834;177.76813;75.204346;0.27895278;1.294375;1.4636455;1.8349888;0.7359634;0.8575461;0.0;0
111.97266;802.4453;986.7631;94.68749;5.400035;1.5370486;1.3149987;0.44881204;1.1021389;0.86641026;0.0;0
50.6683;882.74756;998.53754;23.435722;6.4974923;0.1595177;0.9681271;0.816243;1.5338058;0.9009324;0.0;0
253.60594;654.00824;722.6494;32.30999;4.16646;0.5273418;0.5665088;1.367208;1.4149606;1.1536415;0.0;0
74.87513;329.31107;615.7383;66.181725;3.705082;1.0482576;0.84168303;0.64914894;1.4780458;0.9327102;0.0;0
460.56665;907.25006;779.2369;92.58672;9.85625;1.5565411;0.76940525;1.565754;0.4267408;0.7891904;0.0;0
520.92694;305.7363;897.58875;99.26767;4.78051;1.699621;0.7861452;1.4552503;1.5615724;1.0225176;0.0;0
319.44424;282.75574;524.112;41.73209;7.9827137;0.7703863;0.98448896;0.08058321;0.6774703;0.75297445;0.0;0
60.45088;887.53644;44.93116;53.969044;2.87887;1.5893588;0.91601485;1.7131029;0.47383305;1.086852;0.0;0
120.48437;684.01434;712.3019;17.138046;8.30358;0.44834548;0.21391313;0.73416114;0.25188673;1.1710377;0.0;0
390.65933;896.7154;984.7565;69.42814;8.23876;0.17404613;0.58743745;0.20075293;1.6623515;0.83319104;0.0;0
69.923164;164.34227;265.4724;83.7533;2.6843443;0.500701;0.2669275;1.3997078;1.2501627;1.1723;0.0;0
701.2078;952.7738;468.8309;79.88506;6.5619907;1.8072648;1.2081715;1.4968219;1.6841989;1.0895119;0.0;0
214.95033;616.61475;367.66165;34.64972;6.8233294;1.0926325;0.85140187;0.1513093;1.1272174;0.7992764;0.0;0
309.05084;671.3547;396.5628;96.33008;4.4317293;0.9678847;1.3471322;0.7143021;1.721958;0.86394715;0.0;0
400.1845;914.92;724.186;12.122624;7.7400627;1.489236;0.18433037;1.7920061;1.1175767;0.8636695;0.0;0
422.44354;386.94543;384.62033;49.447605;3.0757837;0.030084934;0.69636905;1.3421816;1.2952307;0.85286653;0.0;0
11.6441;722.3793;941.6733;55.504253;4.8478756;0.24542321;0.36889997;1.0725042;0.1221575;0.91727525;0.0;0
120.94967;643.9372;791.76184;53.697735;9.901615;0.20820943;0.19325455;1.0131849;1.3426207;1.2038367;0.0;0
864.1369;789.8752;37.370556;75.813286;1.7949699;0.25211754;1.549159;1.2207485;1.1994462;0.8620704;0.0;0
11.220732;897.9734;820.3634;60.999763;1.4863493;0.9123662;0.27056387;1.3095117;0.49173164;1.2133508;0.0;0
513.0857;683.26025;775.12885;7.8052306;1.4305649;0.568559;0.3580807;0.14698479;0.23434031;1.0248291;0.0;0
494.607;76.96316;521.3288;18.06718;9.981112;1.5735928;0.7398876;0.67495507;0.70089775;1.0085181;0.0;0
339.7632;191.30894;501.8492;53.27068;1.6075336;1.6796879;0.59259796;1.0580374;0.12976359;1.0868903;0.0;0
437.01376;954.4384;837.17163;69.485306;1.9104899;1.8506293;1.8404392;1.4633795;1.2056502;1.1528385;0.0;0
782.7753;968.964;430.53745;51.466034;6.950918;0.4001642;1.9774064;1.4881217;1.0964264;1.228818;0.0;0
842.7917;967.7392;167.86772;35.615227;7.597371;1.0106748;0.8505774;1.2149636;1.836453;0.7513448;0.0;0
267.74506;46.431408;319.76984;5.2083426;5.2753425;0.10690866;0.41025832;1.1771845;1.0399476;0.9490657;0.0;0
329.26553;388.6237;272.55038;78.609505;9.826864;0.48741716;1.0012423;0.7418242;1.4621639;0.8395154;0.0;0
250.05803;762.076;684.2484;49.769703;0.3986997;1.234004;0.9963805;1.6710532;1.3313303;0.825875;0.0;0
485.06476;755.35693;187.08461;53.925034;6.2120004;0.8505607;0.9374169;1.8336364;1.4023311;0.8235128;0.0;0
686.4258;95.04981;648.3247;46.948917;6.0686283;1.3844914;0.050469097;1.6941717;0.63416785;1.1048884;0.0;0
235.97035;613.394;471.30728;26.608007;3.2192354;1.6800625;0.26547015;1.7451228;0.83654666;0.77557045;0.0;0
337.42838;151.44092;841.26434;27.70971;8.99541;0.12847486;0.2906071;1.8185321;0.2483416;1.1683624;0.0;0
931.08075;498.27725;490.14874;6.4437284;5.5332885;1.8778398;0.71000457;0.41210663;1.3044397;1.1262835;0.0;0
58.083595;247.28885;930.5059;70.78914;2.4709394;0.09438262;1.1657679;1.0326144;0.6118513;0.9546352;0.0;0
466.1619;62.62956;901.4644;27.2601;0.89270157;1.9635208;1.7569087;1.0737352;1.1020972;0.9627299;0.0;0
714.44244;89.21923;193.43471;29.92628;1.0801177;1.2788872;0.4544788;0.97599554;1.8438323;1.0891812;0.0;0
158.94948;911.784;689.3047;99.35066;8.974319;0.096167035;1.5446881;1.6984922;1.3689991;0.75538564;0.0;0
56.90028;747.1995;222.4785;38.642673;2.5105846;0.7933214;0.46015364;0.65682745;0.5426557;0.943567;0.0;0
146.82332;932.50574;825.0713;51.118652;9.070983;0.5238348;0.074907236;0.33101428;1.0341479;0.84006804;0.0;0
919.63495;475.29004;639.3659;38.708664;1.2099779;1.599159;1.3032181;0.5558582;1.2083321;0.8403892;0.0;0
19.167185;419.15958;301.1765;29.090092;9.839513;0.45865577;0.43711954;0.29482403;1.7018055;1.025295;0.0;0
196.43875;364.8232;256.6324;0.6844888;8.335157;1.6541629;1.8401135;0.8155322;1.5895848;0.8729643;0.0;0
40.970676;620.14404;435.2819;85.50314;1.1711252;0.6315594;1.8675046;0.24245408;0.637319;0.9375919;0.0;0
119.52317;358.0438;802.71576;47.368053;0.8697045;1.9783959;0.21901326;0.18427578;1.8400868;1.1086578;0.0;0
623.9478;748.8105;798.2;72.017044;8.036338;0.5481141;0.39749017;0.90750045;0.30330208;1.060336;0.0;0
249.22252;803.30414;43.04246;95.869804;0.7898819;1.373072;0.42872307;1.2062701;0.5594156;0.9150114;0.0;0
573.51996;877.0861;309.26434;0.38285086;2.629188;1.6023855;1.8237627;1.2192073;0.07739017;0.7748014;0.0;0
594.29346;250.37292;428.62247;67.53645;8.014485;0.44075423;0.16526738;0.19365044;0.6294145;0.76333314;0.0;0
850.941;531.75183;589.7262;11.952207;9.076724;0.16075394;1.5048244;1.9434341;0.83395654;0.99377304;0.0;0
14.693979;231.21017;158.03174;45.850708;7.678844;1.1069825;0.5825322;0.2522751;0.49020344;0.96076554;0.0;0
854.83575;47.180264;341.93018;84.69353;8.900029;1.3573873;1.1690447;1.3243223;0.0350982;1.148223;0.0;0
622.9279;710.7471;886.741;7.2424355;5.6032844;1.6363796;0.3627913;1.7783946;0.0309234;0.7910125;0.0;0
171.11606;553.49146;481.78204;98.96239;7.7983155;0.55280024;1.614994;1.7706845;1.8486924;1.1749642;0.0;0
775.208;726.688;746.7018;58.1255;3.4484215;1.7458489;1.3448361;1.0291367;1.4722646;0.85626614;0.0;0
856.93665;96.74668;489.93073;39.559845;7.8542886;1.8323756;0.05208201;0.56213105;1.3998066;0.9253656;0.0;0
261.72086;995.5709;470.33276;2.0490756;6.8006115;1.560582;0.48189378;1.6574602;1.5736104;1.1799642;0.0;0
919.6058;994.4051;625.7063;58.723625;5.7525525;0.02511773;0.93803704;1.2290537;1.3914369;1.1688273;0.0;0
459.91284;470.34982;266.77087;49.53956;9.92309;0.18356062;1.0670391;1.5841827;0.1323003;1.0074524;0.0;0
607.3902;867.39813;257.30408;21.610168;4.7030973;1.9954973;1.6562703;0.80598414;1.8522046;0.7908327;0.0;0
984.80304;251.13287;989.4603;49.095707;6.19628;1.4705579;0.7800595;1.827723;0.8633332;1.0452387;0.0;0
367.92072;740.1905;870.30206;1.3776475;5.1039577;1.2573154;1.8544204;1.8598894;0.91231936;1.1308719;0.0;0
815.0278;880.4336;740.3773;99.947815;2.6125083;1.8037103;0.39583194;1.4773207;1.7742734;0.8811559;0.0;0
325.21512;816.5196;145.77309;33.278233;3.3103511;0.088886514;1.7168489;1.885708;0.41696087;0.84153086;0.0;0
801.2214;813.6563;39.922462;48.074192;9.78807;1.517182;1.809556;0.91246146;0.6325109;0.99852103;0.0;0
604.72656;468.39636;183.65839;78.49934;3.9271834;1.3128084;1.257107;0.3969826;1.7114735;1.1246529;0.0;0
224.19214;821.79004;938.35364;71.30656;6.7972684;1.6979594;1.9353724;1.3152491;1.0441264;1.0024445;0.0;0
419.88583;693.7978;818.1269;88.86705;5.6753016;1.5580294;0.82706875;1.3101965;0.8460982;0.8697327;0.0;0
324.4593;141.12688;527.8453;94.13844;8.899155;0.9750124;1.4015735;0.98773086;1.9095788;1.1844583;0.0;0
87.32731;123.04256;969.0928;18.998865;7.579324;0.15122722;0.030094383;0.5286309;1.7785474;1.1860034;0.0;0
39.536423;774.20294;155.11629;39.100945;0.81570756;1.8197091;0.5566141;1.2524425;1.7759051;1.0791658;0.0;0
353.01385;629.2095;563.55896;68.71302;3.5608642;1.5293695;1.1370744;0.3697517;0.43228236;0.7871449;0.0;0
28.843807;524.1824;191.38991;4.597925;7.1220164;0.71922815;1.7531081;1.5090649;1.6893549;0.8660624;0.0;0
173.83289;908.18915;313.36432;71.72279;1.6219546;1.9680172;1.9063221;1.814556;1.3168217;1.0593321;0.0;0
727.93146;662.99445;940.73364;0.58785564;5.039357;0.6291053;1.1630725;0.3415762;1.3861398;1.1406516;0.0;0
711.0103;402.18527;869.5957;91.41744;3.1845129;0.7474156;1.7131823;1.64234;0.10518313;0.98713034;0.0;0
741.1946;419.79248;110.7808;71.84513;0.65689474;1.9496046;1.6004725;0.40495932;1.1159117;0.90202206;0.0;0
323.98163;609.1919;257.04837;56.59337;9.971489;1.3395411;1.5496112;1.0058444;0.44493708;1.1922609;0.0;0
891.11926;762.67255;598.5624;42.94721;9.294353;1.7595979;0.2318028;1.8591998;1.8549606;0.940666;0.0;0
597.8923;568.7098;70.73926;98.80367;7.477786;1.7766308;0.9624916;0.17459433;1.1276491;1.2081201;0.0;0
134.76608;513.6733;554.5838;73.67752;2.018248;1.0775322;0.97765636;0.18863577;1.2386059;1.0161705;0.0;0
152.28148;729.6317;588.64655;80.748566;9.885377;0.541264;1.5770419;1.9178597;0.49413705;1.0571395;0.0;0
696.1645;708.2119;298.0575;82.55596;6.311615;1.6964172;1.1763539;0.3261102;0.84853846;0.81247854;0.0;0
181.2145;832.0434;300.19174;2.2853057;9.661094;1.0087563;1.6415069;0.6906748;1.0635091;0.8837924;0.0;0
512.2198;71.92627;236.78848;5.56297;0.4353633;1.1330585;1.9133366;0.9233981;1.62596;1.2373425;0.0;0
991.85675;757.4026;936.3196;19.916662;1.7429725;1.0873222;1.1137811;0.023324998;1.2270576;1.1093338;0.0;0
13.967528;518.62286;394.98242;65.55624;6.7756963;0.02908024;1.585505;0.38427997;0.23494308;0.9885373;0.0;0
26.414003;83.94619;589.4164;62.432526;9.072725;0.10127952;1.1255144;1.6585268;0.90705454;1.0107136;0.0;0
993.15375;682.2199;308.55884;32.58384;1.7660643;1.2366048;1.2551483;1.0425191;0.59809023;0.7938976;0.0;0
588.7924;719.3748;705.6374;97.302574;3.1778114;1.5909303;0.95725256;0.793857;1.0824425;1.141665;0.0;0
135.64087;528.39087;110.42686;9.401354;5.8858914;0.9195068;1.9195948;1.3671197;0.94497186;0.78568304;0.0;0
898.32916;795.86096;80.925125;77.69434;9.9966135;0.3889125;1.6369789;0.65629065;0.054432932;0.94349617;0.0;0
881.5765;307.24564;746.84094;48.139626;7.9986544;0.81920445;1.5063634;0.8826915;0.42295867;0.95532614;0.0;0
540.8384;209.88815;729.4013;41.941536;9.236392;1.5389639;0.66587085;1.9875154;1.323557;1.0515425;0.0;0
625.5741;357.22662;272.35132;2.6539428;6.753375;0.22615656;0.9759758;1.5508294;1.0932151;0.9577665;0.0;0
280.45532;415.95;361.49625;72.80718;8.774939;1.1247958;1.7271888;1.1124068;0.11602985;1.2303565;0.0;0
60.0145;698.97424;957.68787;77.1804;5.07538;1.4074035;1.8734026;1.0582235;1.199358;1.1489514;0.0;0
598.62195;847.06476;113.286995;31.963854;1.2503448;0.83750755;1.9951246;1.6901011;1.0114797;1.2296628;0.0;0
301.80765;723.709;191.3156;51.74459;7.098479;1.2065116;1.4715142;1.2057252;0.3089011;1.0093673;0.0;0
666.98486;182.24768;435.73798;60.683567;6.0187345;1.7681191;1.4643687;0.6851645;0.013898941;0.90111744;0.0;0
837.88275;372.5549;289.27792;36.82776;4.8586473;0.43349832;0.19681194;0.8414055;0.6774783;1.2406552;0.0;0
27.97894;166.82957;652.5185;61.59664;2.7571592;0.27881548;1.5055662;0.3749455;1.5615896;0.7906119;0.0;0
599.75665;689.85693;693.6957;43.46929;7.844188;0.13108812;0.7000152;1.919446;0.27473;1.2135398;0.0;0
238.96773;255.69016;531.1242;87.819176;8.205896;1.4551641;1.7306008;1.3078905;1.8894191;0.79789096;0.0;0
875.1496;530.13306;615.0853;71.87947;3.6482143;1.8020563;0.032389052;0.8031551;1.0894824;1.1534531;0.0;0
261.12787;793.91156;439.0866;11.138948;9.278388;1.3838834;1.8694274;0.726177;1.5192058;1.1399658;0.0;0
614.6624;674.22986;762.7834;79.980354;3.7037196;1.9531412;0.97292286;1.8149147;1.9539397;1.0798492;0.0;0
558.00543;305.39026;51.677513;33.816814;1.0845493;1.4191403;0.26463196;0.72702795;0.53267646;1.1412766;0.0;0
402.20483;339.5381;319.76242;93.563286;1.6736184;0.5841046;1.2059872;1.5151659;1.1698861;0.7940287;0.0;0
680.84454;656.8306;687.58575;60.37679;4.9502096;0.5186229;1.3871514;1.6724983;0.6879077;0.9367552;0.0;0
728.51196;553.9731;336.34866;2.8550382;0.8078313;1.3366721;1.5617987;1.8205026;0.17824624;0.91824687;0.0;0
571.26843;105.42955;87.74993;73.46284;7.186941;1.3548652;1.4066765;0.7523732;1.5890684;1.2407655;0.0;0
760.838;875.25165;351.5633;13.160363;7.9530077;1.0523865;1.1112168;1.5330006;0.034052074;0.98626745;0.0;0
983.5829;517.4871;714.3798;87.73902;5.4991884;1.0585092;0.17306861;0.66049474;1.7389816;0.7748251;0.0;0
425.07965;478.6274;130.76501;94.838196;8.934551;0.83911645;1.7271677;1.8885981;1.5911595;0.8796567;0.0;0
